LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,3,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,34,0,0,0,33,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,275,12,6,4,297,7,0,7,304,24,0,323,72,9,3,0,84,0,0,0,82,3,0,83,53,7,3,0,56,0,0,0,65,4,0,63,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,120,14,4,5,143,7,0,7,147,3,0,157,0,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,3,7,0,0,0,3,0,0,0,6,0,0,4,125,14,4,5,154,5,0,5,156,8,0,162,22,0,0,0,23,0,0,0,23,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,145,17,4,5,172,5,0,5,179,13,0,188,91,9,0,0,104,0,0,0,104,4,0,104,49,0,0,0,55,0,0,0,55,0,0,58
LGA34880,65,4,0,4,71,36,0,103,0,0,0,0,0,0,0,0,0,0,0,3,345,71,9,16,436,14,0,15,458,69,0,524,109,11,3,0,120,0,0,0,120,5,0,124,96,14,0,0,115,3,0,3,119,10,0,129,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,3,8,0,0,0,5,0,0,5,207,24,3,7,246,4,0,7,251,10,0,268,3,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,5,0,0,4,211,24,3,7,254,3,0,4,259,17,0,270,31,8,0,0,38,6,0,6,47,29,0,78,0,0,0,0,0,0,0,0,0,0,0,0,242,30,10,9,287,8,3,14,300,40,3,352,156,12,7,3,176,0,0,0,179,12,0,188,113,20,0,6,137,0,4,0,139,6,0,143
LGA35010,2282,87,22,108,2392,379,8,2771,15,0,0,7,23,0,0,0,23,0,31,55,9477,1061,210,179,10927,299,58,361,11288,817,48,12153,2097,211,34,13,2360,47,6,53,2415,142,0,2560,2318,241,42,15,2623,54,11,57,2687,118,3,2809,54,17,14,3,91,4,0,3,99,5,0,104,22,5,0,26,58,3,0,3,59,3,0,62,4497,479,87,66,5133,99,22,120,5251,274,3,5531,94,9,0,3,108,17,0,23,126,14,0,137,125,13,3,6,143,13,3,16,161,11,0,174,219,21,3,13,250,32,6,42,289,23,0,309,4715,502,93,77,5384,135,27,160,5538,297,3,5844,1079,155,38,33,1308,67,3,70,1377,262,4,1639,4,3,0,7,17,0,0,0,17,0,17,30,5802,658,129,119,6699,202,27,229,6931,561,23,7516,2952,251,48,18,3265,78,16,94,3358,209,0,3566,2928,336,74,19,3360,69,8,72,3436,163,0,3597
LGA35250,20,8,0,8,27,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,33,12,0,11,46,11,0,60,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,94,8,0,8,103,17,0,122,0,0,0,0,0,0,0,0,0,0,3,4,424,24,8,11,468,20,0,21,493,24,3,520,102,3,0,3,103,0,0,0,104,3,0,112,80,4,0,0,83,0,0,0,85,0,0,91,3,0,3,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,180,10,3,6,201,4,0,4,205,9,0,212,6,0,0,0,5,3,0,3,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,12,0,3,0,9,3,0,3,15,0,0,15,194,10,3,9,210,3,0,3,217,9,0,224,41,0,0,3,40,3,0,3,42,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,229,10,8,8,256,9,0,9,265,11,0,279,134,6,4,0,147,4,0,4,144,0,0,152,85,3,0,3,93,0,0,0,93,0,0,95
LGA35600,11,5,0,5,18,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,84,5,0,4,91,10,0,10,104,8,0,114,19,4,0,0,19,0,0,0,23,0,0,23,13,3,0,0,16,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,36,0,0,3,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,36,0,0,3,40,0,0,40,5,0,0,0,5,5,0,5,8,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,35,4,0,0,44,4,0,5,46,0,4,53,21,3,0,0,28,0,0,0,28,0,0,28,16,0,0,0,17,0,0,0,22,3,0,21
LGA35670,9,8,3,7,18,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,22,8,3,7,29,6,0,33,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,5,4,0,0,0,4,3,0,3,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,3,0,3,13,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35740,172,3,3,8,182,49,0,229,3,0,0,4,7,0,0,0,7,0,0,12,910,168,23,20,1123,23,3,28,1148,102,3,1253,222,35,4,0,259,3,0,3,262,17,0,284,265,62,7,4,337,10,0,8,353,30,0,382,5,3,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,7,495,103,9,3,613,11,0,14,627,45,4,678,0,0,0,0,0,0,0,0,4,3,0,7,8,3,0,0,9,0,0,0,7,0,0,14,9,3,0,0,14,0,0,0,17,3,0,16,508,101,9,3,625,13,0,18,641,53,4,695,63,27,0,4,99,3,3,4,103,40,0,145,0,0,0,3,3,0,0,0,3,0,0,7,573,135,12,13,724,21,5,20,750,92,5,842,303,44,5,0,352,8,0,7,357,20,0,380,288,64,7,4,364,11,0,8,370,21,0,397
LGA35760,33,0,0,0,31,20,0,55,0,3,0,0,3,0,0,0,3,0,0,3,197,30,3,6,235,8,3,9,245,26,5,280,65,10,0,0,79,0,0,0,82,3,0,85,38,5,0,0,45,0,0,0,45,3,0,45,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,109,17,4,0,123,0,0,0,125,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,17,4,0,123,0,0,0,125,6,0,131,19,3,0,0,24,3,0,3,23,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,125,20,3,0,150,4,0,4,154,14,0,166,69,5,0,0,75,0,0,0,75,0,0,73,33,13,0,3,49,0,0,0,49,3,0,58
LGA35780,17,0,0,0,23,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,51,12,3,0,60,8,0,9,76,36,0,107,12,0,0,3,14,7,0,7,15,0,0,21,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,3,17,7,0,7,23,3,0,22,0,4,0,0,4,6,0,6,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,4,0,0,4,14,6,0,3,17,9,0,9,27,3,0,30,5,0,0,0,7,3,0,3,5,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,3,26,12,0,12,33,15,0,46,13,0,0,0,18,4,0,3,21,0,0,25,3,0,0,0,3,0,0,0,3,3,0,7
LGA35790,11,0,0,0,16,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,28,0,4,4,36,27,0,59,4,3,0,0,5,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,3,0,13,0,7,0,0,7,3,0,8,16,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,19,3,0,8,25,17,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,6
LGA35800,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,10,7,0,20,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,10,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3
LGA36070,3,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11,0,3,5,15,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,685,14,7,25,704,83,4,786,4,0,0,3,11,0,0,0,11,0,7,17,3431,342,46,54,3873,72,15,89,3961,217,12,4194,814,78,10,5,904,18,0,16,919,42,3,970,962,92,17,16,1084,21,5,22,1106,36,0,1137,28,4,7,0,36,0,0,0,36,0,0,37,12,0,0,5,20,0,0,0,20,0,0,20,1814,169,30,26,2039,35,5,36,2074,77,3,2161,26,5,0,0,26,4,0,4,35,8,0,39,45,6,0,7,57,0,0,0,61,3,0,63,65,16,0,7,86,6,0,6,93,7,0,100,1883,186,33,25,2130,35,5,41,2168,90,3,2260,340,42,0,7,386,11,3,12,403,54,0,457,3,0,0,0,3,0,0,0,3,0,3,7,2229,226,36,33,2520,43,10,51,2572,142,12,2724,1309,126,22,6,1459,29,6,31,1489,49,3,1548,1223,118,27,5,1381,28,9,31,1411,42,0,1451
LGA36300,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,322,22,3,25,348,93,0,441,0,0,0,0,0,0,0,0,0,0,3,5,1394,146,29,28,1596,75,13,84,1679,162,11,1851,386,27,9,3,417,22,3,23,440,28,0,466,357,49,5,3,420,12,3,14,429,13,0,440,10,0,0,0,17,0,0,0,14,0,0,16,4,0,0,0,3,0,0,0,3,3,0,6,756,75,20,8,855,36,7,36,896,36,0,933,4,0,0,0,4,3,0,3,11,7,0,15,16,0,0,0,17,3,0,3,21,4,0,27,17,0,0,0,21,8,0,8,34,12,0,43,775,74,18,8,876,42,7,47,924,48,0,976,127,29,4,0,164,11,3,11,172,53,0,226,0,0,0,0,0,0,0,0,0,0,0,4,903,102,28,8,1037,53,8,59,1096,97,0,1199,498,36,7,3,543,19,0,17,564,32,0,594,419,50,11,3,480,21,4,23,502,18,0,522
LGA36510,213,5,0,7,221,53,3,283,3,0,0,0,10,0,0,0,10,0,4,8,885,119,18,24,1047,35,3,40,1085,107,9,1200,180,15,3,0,202,5,0,5,205,10,0,216,262,31,0,3,299,5,4,7,307,9,3,318,9,3,0,0,13,0,0,0,13,0,0,11,3,0,0,10,11,0,0,0,11,0,0,17,457,51,5,9,527,6,4,9,533,28,3,563,3,0,0,0,7,3,0,3,8,0,0,7,3,0,0,0,3,0,3,3,3,0,0,6,6,3,0,0,14,3,3,5,13,3,0,19,466,52,6,9,532,13,3,16,553,28,3,584,98,14,4,3,127,3,0,3,128,38,0,166,3,0,0,0,3,0,0,0,3,0,0,7,570,68,15,11,666,12,3,19,687,64,3,755,238,24,12,0,266,11,3,12,280,14,0,293,303,36,4,8,350,7,0,7,357,24,0,377
LGA36580,138,5,0,10,148,45,0,198,0,0,0,0,0,0,0,0,0,0,0,0,476,61,15,15,567,15,0,22,586,84,0,673,94,7,0,0,102,3,0,3,103,17,0,118,105,27,0,0,138,0,0,0,138,11,0,149,3,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,198,38,3,4,242,3,0,3,248,24,0,268,10,0,0,0,10,5,0,5,13,0,0,15,0,0,0,0,5,0,0,0,3,0,0,3,10,0,0,0,8,7,0,7,18,0,0,17,208,35,3,4,251,12,0,12,265,29,0,292,52,11,0,0,70,6,0,6,71,33,0,107,0,0,0,0,0,0,0,0,3,0,0,4,261,49,3,6,318,15,0,15,335,55,0,395,143,11,0,0,152,0,0,0,153,14,0,174,126,23,0,3,151,7,0,7,152,12,0,163
LGA36630,170,5,3,9,181,65,0,247,0,0,0,0,0,0,0,0,0,0,0,3,578,92,10,19,696,20,3,22,713,115,4,831,128,14,0,0,143,0,0,0,142,7,0,151,140,26,5,0,174,3,0,0,176,12,0,195,9,0,0,0,11,3,0,3,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,274,44,4,6,327,8,0,7,334,24,0,363,4,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,4,0,3,6,0,0,0,4,0,0,0,4,5,0,12,278,44,4,6,336,8,0,7,341,30,0,369,72,12,0,3,91,6,4,8,103,56,0,156,0,0,0,0,0,0,0,0,3,0,0,4,354,58,8,9,429,10,3,14,443,86,3,534,147,11,0,0,166,3,0,3,167,8,0,177,139,33,7,3,186,0,0,3,189,14,0,205
LGA36660,168,3,3,3,172,68,0,241,0,0,0,0,3,0,0,0,3,0,3,10,641,107,20,13,775,11,3,18,790,119,4,912,155,18,0,0,173,3,0,3,176,13,0,188,188,32,0,0,217,5,0,5,220,18,0,236,5,0,0,0,13,0,0,0,13,0,0,13,0,0,0,4,9,0,0,0,9,0,0,11,354,50,5,4,408,4,0,4,419,33,0,444,3,0,0,0,3,0,0,0,4,3,0,3,10,0,0,0,6,0,0,0,12,0,0,13,7,0,0,0,12,0,0,3,12,0,0,17,360,49,5,4,423,7,0,8,425,35,0,459,76,15,0,6,100,3,0,5,106,43,0,148,0,0,0,0,0,0,0,0,0,0,4,3,435,62,8,8,520,13,3,10,529,78,4,611,201,30,0,0,226,0,3,3,232,21,0,254,238,51,3,4,298,3,0,3,300,25,0,323
LGA36720,1226,43,7,53,1276,206,3,1489,6,3,0,9,19,0,0,0,19,0,10,28,5883,914,144,103,7037,174,36,209,7251,478,20,7751,1233,173,13,8,1429,24,5,34,1462,74,0,1543,1698,288,39,14,2042,35,4,43,2082,100,3,2184,33,4,11,0,48,0,0,0,48,3,0,55,19,6,0,21,38,3,0,3,40,4,3,53,2980,465,65,51,3563,67,8,80,3639,182,8,3828,43,8,0,0,54,12,0,11,63,12,0,75,70,13,0,3,87,12,3,13,103,3,0,108,114,18,0,3,144,22,3,24,167,16,0,184,3098,488,72,52,3703,88,19,101,3805,202,8,4015,551,95,22,13,682,30,8,33,713,125,5,846,7,0,0,3,10,0,0,0,10,3,5,22,3654,583,87,70,4398,110,21,134,4533,326,17,4882,1743,237,31,16,2029,43,12,52,2076,84,0,2166,2055,367,45,30,2494,57,5,63,2562,93,3,2648
LGA36820,75,3,0,3,79,35,0,120,0,0,0,0,4,0,0,0,4,0,0,3,381,80,8,11,488,13,0,17,503,65,4,571,89,16,0,0,106,4,0,4,113,7,0,119,123,28,0,0,157,3,0,6,163,12,0,170,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,5,5,0,0,0,5,0,0,5,221,42,3,10,269,12,0,8,283,20,0,301,0,0,0,0,0,0,0,0,4,3,0,4,0,3,0,0,5,0,0,0,5,0,0,5,7,3,0,0,7,0,0,0,9,3,0,9,225,41,3,8,281,10,0,11,293,23,0,314,23,9,5,0,30,0,0,0,35,17,4,56,0,0,0,0,0,0,0,0,0,0,4,4,247,50,7,9,313,13,0,11,325,41,4,370,108,19,9,3,135,0,3,5,138,12,0,150,114,25,6,0,149,0,3,3,158,17,0,168
