LGA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
LGA33220,18,37,26,12,8,9,0,0,0,114,32,52,42,11,17,5,3,16,0,178,363,242,1686,133,101,136,442,376,42,3527,184,28,804,55,25,59,108,204,15,1481,65,38,83,23,20,27,54,123,3,440,35,476,25,126,4,6,16,20,7,709,78,360,21,37,13,7,17,6,3,554,289,203,81,87,117,162,69,92,12,1116,52,149,24,366,36,27,19,50,13,742,3,47,30,16,4,15,6,8,0,133,74,16,296,55,17,36,45,83,4,627,0,0,3,0,0,0,0,0,0,9,16,17,28,23,0,6,30,26,3,153,39,16,86,21,12,36,62,73,50,392,1247,1683,3236,970,378,530,889,1090,151,10169,6,48,34,14,17,0,0,6,3,133,8,7,8,8,13,7,0,3,3,50,13,27,11,21,17,16,3,36,3,150,5,10,9,3,4,4,0,3,0,35,16,27,18,23,23,12,0,26,0,140
LGA33360,22,47,29,3,9,0,22,11,4,143,14,40,42,9,5,7,14,21,0,148,485,611,3297,57,138,70,669,307,78,5716,138,20,518,20,24,19,228,282,14,1257,39,31,37,4,5,0,37,61,8,220,37,171,21,46,7,3,15,16,3,327,39,180,24,19,7,10,41,15,3,337,228,116,126,39,99,61,97,86,18,871,21,55,18,106,19,15,23,22,6,285,4,24,14,3,0,0,11,5,0,62,29,3,98,8,14,11,95,43,0,308,4,3,4,0,0,0,4,0,0,18,14,12,33,15,9,4,55,18,3,162,33,13,109,13,3,13,78,57,52,369,1108,1325,4366,335,340,210,1389,946,195,10222,15,54,29,17,16,4,0,7,4,135,0,21,7,3,10,4,0,3,0,50,33,65,77,11,35,16,28,22,4,283,0,4,3,4,4,4,3,3,0,29,14,17,17,12,9,11,7,14,0,109
LGA33430,299,621,176,86,67,116,50,111,23,1552,537,1305,446,102,186,210,119,190,60,3150,3225,2759,10417,596,853,1151,1940,1976,348,23261,2283,728,8023,245,446,423,653,1853,195,14848,290,196,836,71,108,127,171,466,38,2311,379,3592,237,818,110,149,117,167,55,5629,396,1959,152,215,87,83,101,97,32,3125,4287,3539,977,898,1526,2029,786,925,247,15218,830,1793,438,1866,412,516,295,525,106,6786,326,1012,440,227,163,344,135,242,45,2943,723,123,2449,451,139,333,370,545,47,5188,12,3,31,17,10,12,24,32,8,147,165,171,234,124,64,71,156,113,56,1145,264,154,610,147,100,207,305,384,407,2576,14032,17953,25453,5871,4277,5787,5225,7626,1660,87877,155,623,225,160,233,159,9,54,19,1634,91,224,55,59,182,83,9,35,8,746,144,227,175,108,166,123,66,163,15,1176,97,323,156,73,172,121,6,33,12,993,71,120,112,80,115,78,12,51,3,640
LGA33610,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,74,22,226,9,8,14,69,49,3,471,35,0,83,0,0,3,11,20,0,151,123,34,25,0,3,17,27,44,0,275,5,22,0,11,0,0,0,0,0,45,16,25,0,0,0,0,7,3,0,47,58,16,9,3,5,15,7,15,0,136,4,10,7,13,3,0,4,4,0,41,0,0,4,0,0,0,3,0,0,12,9,0,17,3,0,3,4,6,0,52,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,16,14,0,18,0,0,4,8,20,5,75,356,146,398,43,27,58,139,169,10,1346,4,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,3,0,5,3,4,8,0,8,0,24,0,0,0,0,0,0,0,0,0,4,19,14,3,5,13,6,0,10,0,69
LGA33620,21,20,8,3,8,0,4,8,0,68,9,23,15,0,3,8,3,10,0,70,239,109,1047,43,58,73,295,225,40,2128,142,8,438,22,15,21,83,123,17,873,88,68,45,6,9,18,44,94,0,380,17,119,11,54,3,5,5,8,3,234,37,165,12,17,10,5,16,14,0,276,120,73,33,25,55,69,34,48,10,463,30,70,10,117,5,11,27,30,3,303,4,8,10,8,3,5,0,10,0,67,33,4,124,15,6,19,29,72,0,296,0,0,0,3,0,0,0,0,0,6,8,7,13,12,7,3,11,11,3,81,24,4,55,5,5,13,33,55,19,226,787,689,1823,328,176,250,593,708,94,5456,12,29,15,6,7,3,0,3,0,75,3,5,0,0,5,0,0,3,0,23,13,5,16,5,12,5,3,17,3,77,6,4,5,3,5,6,0,3,0,32,31,16,14,15,25,16,4,25,3,155
LGA33800,0,4,4,0,0,0,0,3,0,12,3,6,7,0,0,0,0,0,0,16,137,32,350,18,5,9,137,81,9,784,20,3,80,4,0,0,36,21,7,172,18,13,6,0,4,3,13,15,0,64,5,37,0,16,3,0,3,8,0,68,8,44,0,4,0,0,3,3,0,64,17,22,9,3,9,11,7,3,0,77,0,13,0,13,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,13,3,0,30,0,3,0,18,17,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,16,7,16,0,0,0,6,22,9,72,228,184,500,61,26,36,233,169,22,1460,4,4,17,4,4,0,0,0,0,33,0,0,0,0,3,0,0,0,0,8,0,3,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,3,5,4,0,3,3,0,3,0,20
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,3,6,33,0,3,3,0,0,0,0,3,0,17,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,8,19,6,7,0,24,15,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,92,200,65,30,27,20,25,31,7,496,143,444,200,38,85,75,64,66,34,1159,934,874,4962,304,373,270,1115,853,131,9823,300,89,1843,72,65,52,271,420,36,3159,56,58,189,27,37,30,88,157,10,651,81,643,48,246,32,21,41,51,15,1175,121,563,50,89,50,17,52,42,11,994,883,725,272,205,633,405,579,354,62,4112,185,392,139,814,158,64,162,198,31,2142,34,164,107,56,54,53,42,52,10,569,132,24,474,91,64,88,144,146,23,1191,9,4,5,4,4,12,11,14,3,64,49,62,84,65,36,18,123,47,23,506,64,22,208,61,42,39,205,207,173,1030,3098,4271,8647,2114,1646,1177,2913,2643,566,27068,52,206,89,49,69,32,3,23,6,521,24,83,19,26,51,18,3,19,3,244,48,97,91,43,68,42,40,134,12,568,16,52,40,7,41,16,3,6,0,173,24,39,42,29,40,31,3,34,0,253
LGA33980,20,24,11,5,0,0,7,0,0,66,3,3,11,0,0,0,7,3,0,34,198,210,1264,7,26,7,446,88,14,2272,20,6,89,3,3,4,114,41,3,285,52,8,17,0,3,0,35,26,3,142,12,30,7,16,3,0,11,7,4,92,14,54,11,4,0,0,22,3,0,109,74,30,36,8,18,6,44,14,3,220,7,11,3,16,3,0,17,3,0,59,0,3,0,0,0,0,3,0,0,9,10,0,61,4,3,3,66,18,0,166,0,0,0,0,0,0,0,0,0,4,3,3,6,4,3,0,19,3,3,44,11,6,54,5,3,3,61,16,8,162,431,394,1559,68,61,31,864,211,42,3665,17,25,7,0,7,3,0,0,0,60,0,3,3,3,0,4,0,3,0,20,9,41,18,4,3,6,35,5,0,123,3,3,0,0,3,0,0,3,0,15,18,18,4,3,13,12,7,22,0,97
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,18,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,9,8,21,12,0,0,7,4,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,20,48,11,6,10,0,4,0,0,99,9,19,15,8,0,9,5,3,3,68,236,158,1233,45,57,38,325,117,31,2235,120,19,442,24,13,7,86,76,6,810,49,37,49,9,9,3,35,38,3,231,27,133,7,46,3,3,7,7,0,241,29,145,13,22,6,0,30,6,0,250,123,92,30,34,45,41,29,17,5,428,14,62,6,80,12,9,6,13,0,214,8,12,14,0,3,0,4,3,0,47,16,8,92,13,6,18,36,29,5,219,0,0,0,0,0,0,0,0,0,10,9,3,11,5,4,0,21,7,0,57,18,9,42,8,3,10,45,34,15,192,682,754,1972,298,177,144,634,357,78,5091,14,40,15,10,11,4,0,0,0,93,3,7,0,3,11,3,0,0,5,34,12,13,19,7,12,4,10,6,3,81,7,12,11,0,0,0,0,0,0,30,4,22,13,9,24,9,0,6,0,88
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,4,16,11,7,8,3,0,0,3,10,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,13,36,7,3,3,3,3,12,0,80,13,22,12,0,3,3,5,11,4,77,203,101,856,49,41,45,256,219,21,1794,87,10,328,7,17,18,50,84,8,624,75,36,60,4,6,14,25,64,0,294,15,86,3,26,0,0,3,11,5,155,14,95,12,15,5,3,9,12,3,160,121,87,27,22,55,61,59,77,11,510,31,66,19,95,17,3,22,34,0,279,7,14,9,7,7,3,8,10,3,57,23,3,92,15,9,17,38,55,0,245,0,0,0,0,0,3,0,4,0,12,6,10,15,13,0,3,32,15,0,91,24,3,57,12,6,14,55,44,29,235,635,562,1501,263,169,192,559,643,80,4616,17,23,20,7,15,3,0,12,0,97,0,0,3,6,9,3,0,10,0,33,12,12,13,3,8,9,9,35,0,93,0,5,7,0,7,4,0,9,0,26,29,25,20,13,28,15,3,34,0,158
LGA34590,101,256,88,35,34,39,43,53,7,653,236,768,354,61,149,100,128,119,31,1950,1421,1220,7275,246,582,491,1785,1313,153,14483,663,142,3746,79,168,124,505,1059,66,6556,117,52,318,34,46,36,132,234,10,978,132,701,94,231,61,45,67,80,15,1427,145,753,63,93,66,34,86,56,11,1298,1385,1063,458,256,863,651,1063,544,82,6365,231,539,232,938,184,149,288,270,37,2868,102,262,166,41,77,99,102,104,12,963,174,46,681,96,84,134,277,281,18,1795,7,4,22,8,4,9,16,18,3,79,85,74,125,62,42,30,182,96,37,731,107,52,404,80,62,71,345,298,263,1690,4916,5924,14022,2280,2413,1999,5012,4523,737,41831,61,290,123,62,104,51,7,33,3,733,48,128,37,37,84,43,3,24,3,412,51,128,104,51,112,51,51,208,11,770,31,60,66,18,61,32,0,16,0,289,38,62,60,24,74,42,5,39,4,347
LGA34710,4,7,0,0,0,0,0,0,0,11,3,4,3,0,0,0,0,0,0,9,18,5,78,0,3,4,21,14,0,147,19,0,31,0,4,3,5,8,0,71,34,6,7,5,4,4,3,12,0,76,3,15,0,6,0,0,0,3,0,24,0,18,3,0,0,0,0,0,0,25,19,15,4,4,3,6,0,0,0,47,7,12,0,15,0,0,0,3,0,35,0,3,0,3,0,0,0,0,0,3,0,0,16,7,0,0,3,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,8,3,9,3,0,3,0,6,7,34,121,78,158,38,17,22,35,47,6,534,4,4,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,4,5,3,3,6,4,0,5,0,29
