LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA33100,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,11,0,3,0,0,0,0,0,5
LGA33200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,3,0,0,9,3,0,4,3,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,9,0,0,19,6,7,3,3,0,0,0,20,4,0,0,0,0,0,0,4,15,11,7,6,5,0,0,45,0,0,0,0,3,0,0,11
LGA33220,28,50,39,32,46,7,0,204,7,25,14,13,27,0,3,100,0,3,3,0,4,0,0,12,0,3,5,0,0,0,0,6,40,82,63,44,77,6,5,323,10,25,27,9,11,0,0,84,0,11,8,4,6,0,0,36,12,40,33,16,14,0,0,122,58,118,93,63,90,9,5,443,40,86,45,38,40,9,5,265,3,13,8,3,0,0,0,23,98,216,150,103,134,13,5,727,56,167,163,129,193,18,3,721,163,380,235,169,200,18,3,1164,14,17,18,7,3,0,0,59,5,14,10,0,9,0,0,35,240,573,422,295,405,40,8,1985,38,73,53,38,55,5,0,267,68,83,47,35,29,4,0,262,111,158,108,66,81,10,3,533,343,734,526,368,487,49,15,2516,727,726,392,226,241,27,11,2352,18,18,15,3,3,0,0,55,1094,1476,927,599,724,82,25,4929,88,219,198,159,237,25,9,926
LGA33360,23,63,39,36,48,3,4,209,0,6,6,4,4,0,0,30,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,5,23,72,49,44,51,3,4,249,3,12,17,5,9,0,0,49,0,3,0,0,0,0,0,9,8,20,17,5,9,0,0,57,31,92,63,52,66,6,4,308,13,21,19,16,8,7,0,88,3,4,0,0,0,0,0,11,47,115,84,75,72,6,4,403,47,94,87,68,83,3,3,381,91,174,112,61,80,5,3,530,3,5,9,0,9,0,0,27,3,5,0,4,3,0,0,15,146,281,197,136,169,11,6,942,18,57,24,16,23,0,0,142,40,53,24,17,13,0,0,151,61,108,49,37,37,0,0,291,206,386,253,174,209,11,6,1238,404,322,115,77,80,4,0,998,6,12,3,3,0,0,0,28,622,717,365,251,288,19,6,2264,69,159,123,101,128,4,9,591
LGA33430,199,355,295,264,384,134,70,1700,54,124,108,78,114,34,16,524,12,15,12,7,7,3,5,62,12,17,6,10,13,3,3,55,270,513,418,358,523,174,91,2346,24,27,37,24,34,6,8,160,13,19,16,13,12,3,0,72,35,48,50,41,47,10,9,236,307,556,467,392,567,189,99,2577,91,129,96,97,108,20,26,567,7,10,3,3,3,6,0,28,405,697,568,487,683,209,121,3170,473,1195,1046,802,1291,413,199,5422,1033,2077,1374,931,1151,318,155,7028,103,88,53,34,61,23,6,359,24,62,33,32,39,13,5,213,1636,3425,2502,1793,2536,762,370,13019,75,215,123,68,94,25,16,613,190,402,190,121,117,34,8,1058,266,613,309,193,209,57,26,1675,1903,4039,2808,1988,2746,822,391,14702,2206,2026,989,655,762,214,121,6975,33,49,28,24,22,0,4,155,4138,6115,3820,2663,3530,1037,517,21826,670,1545,1336,1061,1677,546,270,7118
LGA33610,0,4,9,4,4,0,0,19,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,20,0,8,5,3,0,0,0,12,0,0,0,0,0,0,0,0,4,12,13,7,5,0,0,37,10,23,12,13,17,3,0,86,16,47,26,10,14,0,0,119,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,5,30,73,40,27,36,3,0,218,0,3,3,0,3,0,0,7,3,0,0,0,0,0,0,9,6,8,3,0,3,0,0,15,34,82,43,32,39,3,0,236,51,44,15,15,13,3,0,139,3,0,0,0,0,0,0,3,85,130,62,46,53,4,0,377,9,31,21,18,25,3,0,104
LGA33620,12,23,19,26,31,3,3,112,0,7,3,4,8,3,3,30,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,4,16,29,22,30,41,3,4,153,7,5,8,3,3,0,0,29,0,7,7,3,4,0,0,17,7,15,15,5,8,0,0,50,25,42,43,37,44,3,4,198,21,52,28,33,29,3,0,167,0,3,0,4,0,0,0,13,46,101,69,76,76,6,4,376,27,63,73,51,80,8,4,299,76,179,108,88,120,5,3,585,7,11,7,0,5,0,0,31,0,4,3,0,5,0,0,16,115,253,192,137,205,15,7,933,10,36,19,10,8,0,0,88,22,41,21,14,13,0,0,110,34,80,48,21,22,0,0,202,147,334,237,163,229,17,9,1139,383,345,170,105,104,14,3,1127,11,7,0,0,0,0,0,20,537,683,409,263,343,31,17,2279,41,82,90,71,105,8,8,409
LGA33800,4,7,3,4,5,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,10,0,0,27,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,8,4,13,5,9,9,0,0,37,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,4,21,13,6,9,0,0,48,7,10,12,12,13,0,0,51,15,17,12,16,17,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,21,27,27,0,0,123,0,5,4,8,0,0,0,12,3,10,4,6,3,0,0,26,3,13,3,7,6,0,0,37,23,38,30,38,35,0,0,158,43,34,18,13,5,0,0,111,0,0,0,0,0,0,0,0,69,71,52,49,37,3,0,274,9,18,16,12,17,0,0,73
LGA33830,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,9,5,0,0,0,0,0,12,6,4,4,0,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,15,7,4,5,0,0,0,25,3,3,3,3,0,0,0,11,4,4,0,0,0,0,0,3,8,6,3,3,0,0,0,17,17,17,3,6,0,0,0,46,18,13,0,4,0,0,0,29,3,0,0,0,0,0,0,3,41,24,8,10,0,0,0,79,9,6,0,0,0,0,0,16
LGA33960,86,188,153,107,164,45,24,768,24,50,35,14,28,7,0,153,3,3,3,7,3,0,0,22,6,3,3,3,5,0,0,21,113,241,199,130,197,55,23,971,11,31,27,14,20,3,0,112,0,16,9,3,0,0,0,27,12,43,38,20,20,3,0,136,131,283,232,152,215,60,26,1108,92,144,96,49,56,13,4,467,4,5,11,3,5,0,0,27,224,438,339,210,275,73,35,1600,317,638,513,360,507,148,54,2537,440,779,497,286,375,85,27,2493,78,63,26,22,13,5,6,209,22,28,10,15,11,3,0,92,855,1507,1049,678,914,240,85,5333,134,255,120,72,74,15,6,677,174,204,71,51,48,3,4,563,305,459,190,121,125,20,9,1240,1164,1968,1239,804,1038,266,97,6574,1772,1540,704,400,437,101,36,4984,21,31,16,8,5,0,0,91,2953,3532,1960,1214,1478,361,136,11642,402,825,665,470,672,198,75,3306
LGA33980,9,31,17,15,20,0,0,87,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,3,3,0,0,0,0,0,4,16,34,15,19,30,0,0,107,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,32,15,16,31,0,0,108,0,5,8,0,3,0,0,15,0,0,0,0,0,0,0,0,18,36,21,22,34,0,0,129,22,31,30,27,23,0,0,136,21,53,23,14,24,0,0,142,3,3,0,0,0,0,0,7,0,4,3,0,0,0,0,7,40,98,57,41,48,4,0,295,10,9,4,3,3,0,0,24,3,4,4,0,0,0,0,14,11,13,8,8,7,0,0,42,52,110,68,47,52,4,0,333,72,38,13,9,9,0,0,140,3,0,3,0,0,0,0,7,127,150,84,58,55,4,0,481,31,62,45,38,40,0,0,224
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,9,3,0,3,0,0,19,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,3,0,0,25,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,6,14,3,3,4,0,0,38,23,25,7,3,0,0,0,64,0,0,0,0,0,0,0,0,30,40,12,8,5,0,0,104,0,9,3,0,3,0,0,18
LGA34530,18,36,24,12,22,3,0,113,5,14,10,10,5,3,0,38,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,23,43,33,18,36,4,3,160,0,4,4,7,7,0,0,15,0,0,0,3,0,0,0,0,0,4,4,5,7,0,0,22,23,47,40,29,37,4,3,185,4,7,8,10,5,0,0,46,0,0,0,0,0,0,0,3,25,58,45,33,51,5,3,231,30,55,47,55,61,9,4,261,57,136,82,54,74,5,3,407,8,3,3,3,6,0,0,25,0,3,4,4,3,0,0,18,92,193,137,112,144,12,8,708,15,22,16,14,3,0,0,70,16,27,21,15,9,0,0,86,30,48,33,28,13,0,0,156,120,246,175,139,152,13,9,865,165,116,72,27,42,3,4,425,3,3,3,0,0,0,0,7,286,369,244,164,199,16,12,1296,47,89,77,67,91,14,4,382
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,10,0,0,0,0,22,16,3,10,0,3,0,0,29,0,0,0,0,0,0,0,0,20,11,20,4,3,0,0,55,0,3,0,0,0,0,0,3
LGA34580,8,21,24,26,32,3,3,118,0,10,3,3,5,3,0,21,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,8,14,30,30,31,46,8,3,157,0,3,4,0,5,0,0,19,0,0,0,0,0,0,0,4,0,4,3,0,7,0,0,18,17,36,30,33,53,9,3,175,17,15,11,7,7,0,0,60,0,0,0,0,0,0,0,0,27,54,46,42,60,9,6,240,14,67,64,44,64,13,0,271,67,126,86,50,84,9,3,415,8,4,3,3,0,0,0,17,7,4,7,8,4,0,0,24,92,202,158,105,148,20,4,728,20,31,21,9,11,0,0,83,13,32,11,10,6,0,0,80,33,60,33,19,21,0,0,165,128,258,194,126,169,22,4,894,240,254,135,80,77,6,3,794,11,7,4,4,7,0,0,26,375,516,330,202,255,28,6,1720,23,91,89,71,93,21,3,396
LGA34590,131,297,222,176,242,53,38,1163,37,74,54,43,51,6,0,282,3,3,7,4,3,0,0,18,3,16,10,8,7,0,0,46,176,392,302,230,308,64,43,1511,21,39,24,14,21,4,3,130,10,16,8,3,4,0,0,39,25,55,31,16,31,4,3,163,205,445,330,249,337,66,45,1676,108,156,100,88,95,18,10,572,7,11,6,3,4,4,4,37,319,612,433,338,438,88,58,2291,456,815,648,447,685,229,102,3377,668,1128,684,449,551,128,59,3658,81,77,34,27,25,13,3,260,22,53,18,22,31,7,0,148,1228,2066,1388,949,1284,372,161,7452,176,287,158,86,106,12,13,841,208,339,151,87,77,13,3,878,386,628,317,174,186,23,16,1721,1611,2687,1709,1122,1471,394,173,9168,2515,2260,1116,657,697,188,90,7513,43,35,21,15,12,7,0,143,4171,4983,2841,1799,2179,585,266,16825,584,1110,875,626,928,278,140,4547
LGA34710,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,11,12,15,9,3,3,0,0,37,0,12,5,8,7,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,32,11,13,13,0,0,76,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,5,0,3,0,0,0,0,4,18,33,16,13,13,0,0,86,21,8,7,7,0,0,0,39,0,0,0,0,0,0,0,3,34,39,26,16,15,0,0,134,12,20,10,3,3,0,0,42
LGA34770,42,113,86,57,107,10,3,415,4,22,15,18,15,0,0,75,4,7,0,0,3,0,0,19,3,0,3,8,7,0,0,14,51,146,104,82,130,10,3,528,11,8,14,7,13,0,0,48,0,7,0,8,5,0,0,16,11,15,14,12,19,0,0,64,60,157,118,92,151,10,3,591,21,39,26,12,10,0,0,109,3,4,0,3,0,0,0,12,82,197,146,113,162,14,3,712,99,222,197,149,235,26,10,933,201,346,253,163,186,18,4,1172,20,22,6,0,13,0,0,71,4,22,4,8,7,0,0,40,323,620,458,316,441,42,11,2214,49,104,60,43,25,3,0,283,69,128,63,29,22,3,0,317,123,229,120,70,43,11,0,598,448,845,581,386,489,53,16,2817,755,581,267,142,124,11,0,1879,7,10,10,10,3,0,0,39,1207,1439,864,540,611,64,16,4735,141,337,279,208,343,32,13,1353
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,14,0,3,0,0,0,0,0,4
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,8,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,10,6,5,0,0,0,0,24,0,0,0,0,0,0,0,0
LGA34860,0,3,8,4,6,0,0,26,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,10,0,0,33,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,14,3,8,0,0,41,0,7,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,14,19,5,14,0,0,57,18,25,14,24,12,0,0,94,22,35,20,16,11,0,0,111,0,0,3,0,0,0,0,8,3,3,3,0,0,0,0,10,41,67,42,38,32,0,0,226,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,7,3,6,3,0,0,0,0,10,45,73,49,42,30,0,0,240,63,44,19,10,7,0,0,149,0,0,0,3,0,0,0,5,106,116,66,55,39,0,3,391,20,31,27,30,25,0,0,122
LGA34880,9,18,21,13,14,0,0,81,0,5,5,0,8,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,30,27,19,20,0,0,109,3,0,5,4,4,0,0,17,0,11,3,0,0,0,0,14,3,12,10,3,4,0,0,23,15,36,32,21,23,0,0,129,3,13,7,9,10,0,0,36,0,0,0,3,0,0,0,3,21,47,38,33,33,0,0,175,19,29,28,24,32,0,0,130,34,63,38,21,30,3,0,188,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,49,100,71,52,64,4,3,337,0,10,4,3,3,0,0,24,3,17,9,4,4,0,0,36,6,26,16,8,9,0,0,62,54,123,83,61,71,3,3,401,122,125,76,41,27,0,3,389,0,3,3,3,0,0,0,9,177,258,156,103,96,3,3,797,24,52,46,40,47,4,3,216
LGA35010,161,366,296,245,372,91,38,1574,22,86,53,63,66,23,9,318,0,19,5,0,4,3,0,32,13,17,8,10,12,0,0,61,201,489,357,319,454,116,54,1981,17,34,38,22,30,6,4,151,3,29,14,11,7,0,0,69,19,61,56,34,41,6,4,214,215,550,412,352,497,119,53,2199,102,187,123,82,108,23,7,627,7,8,6,3,0,0,0,28,324,748,546,431,600,143,65,2854,411,953,828,637,946,288,125,4199,842,1670,1135,673,892,203,87,5491,125,95,65,48,70,15,8,418,34,42,31,16,20,5,4,160,1411,2756,2059,1376,1931,507,225,10273,148,263,155,94,123,26,9,807,230,366,180,86,91,13,7,973,379,635,328,176,207,36,18,1775,1788,3389,2391,1556,2139,542,237,12052,2592,2366,1248,682,646,140,69,7743,37,49,22,8,4,0,0,122,4417,5801,3665,2243,2788,691,312,19912,570,1321,1121,881,1320,381,171,5771
LGA35250,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,12,0,11,5,3,0,0,0,22,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,7,5,3,0,0,35,3,4,3,0,0,0,0,12,3,0,0,0,0,0,0,3,6,4,3,0,0,0,0,15,11,19,15,5,3,0,0,51,16,13,9,6,3,0,0,49,5,11,9,3,0,0,0,26,34,40,29,19,5,0,0,126,3,14,5,3,0,0,0,23
