LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA35600,..,10,72,134,138,166,98,49,11,683,..,30,67,29,42,19,8,0,0,189,..,0,0,5,14,9,4,0,0,32,423,..,..,..,..,..,..,..,..,423,..,50,..,..,..,..,..,..,..,50,..,78,22,18,9,3,0,0,0,124,..,12,3,0,4,8,4,0,0,36,..,11,7,0,4,0,0,0,0,18,..,8,15,3,0,8,4,0,0,39,..,9,18,19,29,52,50,29,10,225,20,17,10,14,12,7,12,3,0,91,444,226,210,217,251,275,172,88,22,1912,..,17,111,137,156,168,75,30,5,698,..,41,57,47,30,15,5,0,0,199,..,18,28,28,32,8,8,4,0,137,390,..,..,..,..,..,..,..,..,390,..,38,..,..,..,..,..,..,..,38,..,32,10,6,3,0,0,0,0,49,..,8,3,0,5,3,4,4,4,34,..,0,4,3,0,0,0,0,0,8
LGA35670,..,0,4,9,7,7,4,0,0,26,..,15,34,30,25,12,0,0,0,108,..,0,0,4,3,0,0,0,0,11,144,..,..,..,..,..,..,..,..,144,..,10,..,..,..,..,..,..,..,10,..,29,13,4,5,0,0,0,0,58,..,22,10,10,11,9,3,0,0,60,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,5,0,15,7,3,0,0,27,10,0,0,0,3,0,0,0,0,17,153,79,66,58,67,30,13,4,0,467,..,3,7,6,3,7,0,0,0,26,..,22,32,27,21,4,3,0,0,110,..,7,18,10,11,9,4,0,0,59,125,..,..,..,..,..,..,..,..,125,..,4,..,..,..,..,..,..,..,4,..,38,0,3,0,0,0,0,0,39,..,16,7,4,9,5,0,5,0,44,..,0,0,0,0,0,0,0,0,0
LGA35740,..,18,458,1383,1839,2174,2372,1125,256,9636,..,87,385,435,481,406,246,49,8,2105,..,4,19,77,145,110,44,24,12,427,4067,..,..,..,..,..,..,..,..,4067,..,957,..,..,..,..,..,..,..,957,..,841,332,189,102,60,12,0,0,1544,..,54,56,27,20,42,35,22,16,280,..,84,74,44,58,58,21,11,0,346,..,88,160,128,133,145,143,47,0,851,..,50,95,226,348,482,446,231,130,2022,66,75,91,89,79,100,78,32,4,607,4128,2263,1667,2604,3204,3581,3400,1553,434,22839,..,34,722,1692,2150,2362,2088,743,117,9899,..,163,451,442,552,351,171,25,3,2169,..,25,186,498,606,273,93,91,73,1848,3841,..,..,..,..,..,..,..,..,3841,..,920,..,..,..,..,..,..,..,920,..,563,175,81,73,47,13,0,0,948,..,63,39,16,35,91,85,80,64,466,..,72,38,19,26,21,16,0,0,195
LGA35760,..,4,152,244,372,385,410,213,46,1822,..,48,78,53,60,54,34,9,0,339,..,0,6,19,26,8,3,6,3,62,839,..,..,..,..,..,..,..,..,839,..,119,..,..,..,..,..,..,..,119,..,122,40,34,31,7,0,0,0,236,..,22,13,7,8,13,12,3,6,89,..,19,12,0,3,11,5,0,0,50,..,37,87,25,22,26,14,0,0,216,..,28,55,64,103,156,141,88,28,659,18,20,15,12,18,15,23,30,0,151,858,418,461,448,639,682,642,349,87,4590,..,16,204,299,398,419,355,134,13,1840,..,72,82,59,69,56,26,0,0,361,..,17,55,79,45,22,16,12,6,258,801,..,..,..,..,..,..,..,..,801,..,133,..,..,..,..,..,..,..,133,..,86,10,17,12,10,3,0,0,134,..,17,8,4,3,16,19,8,10,85,..,8,8,0,0,0,4,0,0,15
LGA35780,..,3,23,30,42,32,14,3,0,151,..,28,73,46,35,23,3,0,0,206,..,3,3,3,7,4,5,0,0,24,489,..,..,..,..,..,..,..,..,489,..,38,..,..,..,..,..,..,..,38,..,89,30,10,0,0,0,0,0,124,..,52,27,10,3,5,9,0,0,106,..,0,5,0,0,0,0,0,0,7,..,3,0,0,3,0,0,0,0,7,..,0,12,20,21,21,11,0,0,80,19,14,6,4,4,3,0,0,0,55,503,222,164,125,118,91,39,8,6,1282,..,0,32,40,44,29,7,3,0,155,..,32,80,48,39,10,3,0,0,215,..,32,44,48,29,15,4,0,0,183,469,..,..,..,..,..,..,..,..,469,..,51,..,..,..,..,..,..,..,51,..,63,15,0,0,0,0,0,0,83,..,43,14,3,12,11,12,0,0,95,..,0,0,0,0,0,0,0,0,0
LGA35790,..,0,11,4,26,8,6,0,0,64,..,26,60,43,40,29,3,0,0,208,..,4,5,10,9,5,3,0,0,37,366,..,..,..,..,..,..,..,..,366,..,18,..,..,..,..,..,..,..,18,..,104,41,22,5,0,0,0,0,175,..,49,26,29,33,12,9,0,0,166,..,0,0,4,5,0,0,0,0,16,..,0,0,0,3,0,0,0,0,8,..,0,0,6,12,11,9,0,0,47,9,5,11,7,5,0,0,0,0,38,372,218,156,131,154,74,31,3,0,1145,..,0,12,10,25,15,3,0,0,58,..,33,68,44,41,22,3,0,0,207,..,30,42,30,30,21,11,3,0,166,379,..,..,..,..,..,..,..,..,379,..,20,..,..,..,..,..,..,..,20,..,65,26,16,4,3,0,0,0,109,..,60,28,18,27,19,10,4,0,153,..,3,0,0,0,0,0,0,0,9
LGA35800,..,3,14,33,40,63,49,23,3,227,..,6,18,15,5,9,7,0,0,62,..,0,0,0,3,3,3,0,0,13,127,..,..,..,..,..,..,..,..,127,..,10,..,..,..,..,..,..,..,10,..,18,17,4,0,0,0,0,0,38,..,6,4,3,0,4,3,0,0,21,..,0,0,7,3,3,0,0,0,21,..,0,8,0,3,5,5,0,0,21,..,11,7,14,23,39,27,20,3,145,6,3,8,3,7,6,4,0,0,35,130,52,77,77,88,139,98,52,13,718,..,0,26,24,52,69,43,14,0,223,..,11,26,7,18,7,0,0,0,65,..,9,18,21,19,0,7,4,4,80,136,..,..,..,..,..,..,..,..,136,..,13,..,..,..,..,..,..,..,13,..,15,3,0,10,4,0,0,0,35,..,6,0,6,0,3,3,0,0,16,..,0,0,0,0,0,0,0,0,4
LGA36070,..,8,7,7,9,9,0,0,0,34,..,5,15,34,25,3,5,0,0,93,..,0,0,0,0,0,6,0,0,12,87,..,..,..,..,..,..,..,..,87,..,3,..,..,..,..,..,..,..,3,..,15,4,3,3,0,0,0,0,28,..,11,6,4,14,12,4,0,0,54,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,4,0,9,11,3,0,0,0,29,0,0,0,3,0,0,0,0,0,9,90,48,34,60,60,31,17,7,0,350,..,4,5,5,7,8,4,0,0,33,..,9,22,29,17,9,3,0,0,89,..,5,13,4,8,3,4,4,0,46,92,..,..,..,..,..,..,..,..,92,..,8,..,..,..,..,..,..,..,8,..,7,6,3,0,0,0,0,0,19,..,9,4,10,8,6,9,0,0,48,..,0,0,0,0,0,0,0,0,0
LGA36150,..,0,17,18,31,25,13,6,0,107,..,7,18,3,9,4,3,0,0,46,..,0,0,0,0,3,0,0,0,7,89,..,..,..,..,..,..,..,..,89,..,4,..,..,..,..,..,..,..,4,..,15,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,8,..,0,4,3,0,0,0,0,0,10,..,8,9,3,15,19,20,0,3,72,0,0,0,0,0,3,4,0,0,14,90,39,47,32,61,60,40,9,3,377,..,0,20,21,43,14,10,3,0,114,..,13,20,3,9,5,0,0,0,55,..,0,13,6,5,0,0,0,0,18,63,..,..,..,..,..,..,..,..,63,..,3,..,..,..,..,..,..,..,3,..,0,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3
LGA36250,..,118,2571,5165,6289,6236,4959,2248,528,28114,..,540,1580,1115,962,609,330,84,18,5243,..,14,88,272,383,261,110,46,38,1215,13538,..,..,..,..,..,..,..,..,13538,..,3681,..,..,..,..,..,..,..,3681,..,3306,1485,545,276,102,24,0,0,5746,..,341,231,106,120,151,120,83,49,1203,..,307,308,144,110,88,32,13,4,1012,..,242,404,213,251,276,159,66,16,1629,..,141,383,557,808,946,915,524,269,4542,253,275,247,179,184,140,138,49,12,1470,13787,8973,7293,8301,9384,8820,6781,3119,939,67400,..,219,3428,5738,6844,6201,4425,1520,256,28630,..,781,1631,1148,956,577,238,56,5,5390,..,183,762,1383,1457,638,333,216,127,5093,12638,..,..,..,..,..,..,..,..,12638,..,3796,..,..,..,..,..,..,..,3796,..,2211,865,218,169,97,29,0,0,3597,..,269,140,57,129,302,316,262,143,1625,..,271,138,59,64,43,30,11,3,620
LGA36300,..,0,24,17,28,34,17,7,0,123,..,5,12,3,3,4,3,0,0,37,..,0,3,3,3,0,0,0,0,11,62,..,..,..,..,..,..,..,..,62,..,4,..,..,..,..,..,..,..,4,..,8,6,0,0,0,0,0,0,19,..,3,0,0,0,0,0,0,0,4,..,8,0,0,0,0,0,0,0,11,..,0,3,0,0,0,3,0,0,11,..,7,3,7,14,10,5,5,0,59,5,7,5,3,0,0,3,0,0,25,64,40,65,37,47,55,35,14,5,360,..,3,30,12,32,29,9,5,0,126,..,8,16,4,5,0,0,0,0,35,..,0,7,6,7,0,0,4,0,21,66,..,..,..,..,..,..,..,..,66,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,4,0,3,..,8,0,0,0,0,0,0,0,7
LGA36370,..,101,1633,2227,2423,2429,1809,931,221,11774,..,577,1063,553,447,256,123,29,3,3045,..,20,88,129,226,127,60,50,24,726,7762,..,..,..,..,..,..,..,..,7762,..,1411,..,..,..,..,..,..,..,1411,..,1527,600,279,207,97,6,0,0,2719,..,252,150,75,76,117,69,58,18,810,..,175,158,76,57,38,16,8,0,531,..,332,370,196,167,105,69,29,0,1275,..,175,483,407,625,721,588,352,144,3494,167,258,239,145,116,108,86,31,15,1145,7923,4817,4796,4075,4338,3996,2823,1489,421,34685,..,213,2186,2489,2696,2417,1575,689,100,12379,..,806,1096,540,463,252,87,23,3,3282,..,254,743,850,748,304,166,168,76,3314,7378,..,..,..,..,..,..,..,..,7378,..,1407,..,..,..,..,..,..,..,1407,..,995,272,138,95,49,12,0,0,1565,..,217,70,43,99,132,129,100,54,842,..,182,53,22,18,14,7,0,3,296
LGA36510,..,22,491,1212,1608,1687,1530,727,155,7429,..,118,318,317,340,206,104,36,0,1437,..,4,30,62,98,53,29,24,8,304,3559,..,..,..,..,..,..,..,..,3559,..,753,..,..,..,..,..,..,..,753,..,770,283,144,109,46,11,0,0,1369,..,61,40,30,44,49,36,30,16,303,..,69,52,37,41,30,26,7,3,262,..,39,59,60,66,79,75,25,3,407,..,33,87,145,236,348,338,186,71,1442,69,72,68,57,49,49,40,17,6,423,3633,1932,1419,2052,2589,2550,2188,1050,265,17678,..,53,697,1449,1725,1694,1398,489,69,7570,..,198,338,328,333,193,68,16,0,1471,..,54,197,380,356,138,83,72,36,1316,3458,..,..,..,..,..,..,..,..,3458,..,822,..,..,..,..,..,..,..,822,..,488,188,69,48,29,5,0,0,823,..,41,18,8,24,61,81,78,50,367,..,76,49,15,16,16,12,8,3,193
LGA36580,..,19,379,661,798,964,939,381,56,4193,..,105,224,176,205,140,73,15,0,937,..,3,21,61,52,36,24,12,0,210,2344,..,..,..,..,..,..,..,..,2344,..,441,..,..,..,..,..,..,..,441,..,433,173,97,80,27,4,0,0,810,..,62,35,17,35,47,35,26,9,265,..,48,47,35,21,29,19,12,0,203,..,53,90,39,53,87,43,17,4,383,..,21,76,93,200,255,227,115,43,1031,29,41,50,36,39,49,36,18,0,299,2375,1225,1084,1220,1488,1630,1391,590,118,11123,..,55,518,750,910,1020,791,234,18,4309,..,167,240,208,191,118,57,3,0,995,..,61,181,229,188,69,62,41,20,857,2242,..,..,..,..,..,..,..,..,2242,..,377,..,..,..,..,..,..,..,377,..,277,92,43,35,13,6,0,0,464,..,40,15,9,23,49,62,41,25,256,..,45,22,18,14,8,3,0,0,123
LGA36630,..,37,467,757,1010,1210,1352,626,116,5575,..,186,287,206,199,124,93,35,0,1130,..,8,31,70,77,34,33,22,17,286,2929,..,..,..,..,..,..,..,..,2929,..,447,..,..,..,..,..,..,..,447,..,533,179,121,98,38,11,0,0,976,..,74,26,18,45,30,36,22,14,272,..,57,40,24,23,22,17,7,0,195,..,95,61,55,53,98,81,28,6,467,..,68,117,157,262,388,421,232,82,1729,60,67,62,49,61,75,71,20,8,470,2989,1574,1279,1452,1826,2020,2111,995,234,14480,..,72,606,915,1144,1353,1162,404,45,5706,..,258,270,221,193,125,79,16,3,1172,..,90,249,313,226,90,83,58,39,1148,2731,..,..,..,..,..,..,..,..,2731,..,431,..,..,..,..,..,..,..,431,..,307,82,44,50,38,7,0,0,528,..,56,14,9,31,66,42,44,27,291,..,55,16,7,16,0,0,0,3,102
LGA36660,..,37,462,860,1213,1430,1448,688,154,6302,..,162,298,216,209,168,108,20,5,1190,..,4,32,44,67,31,23,17,15,238,3185,..,..,..,..,..,..,..,..,3185,..,629,..,..,..,..,..,..,..,629,..,662,224,130,86,46,7,0,0,1150,..,105,48,22,24,42,41,26,13,310,..,55,49,29,20,18,10,9,0,183,..,65,79,39,53,58,55,19,4,369,..,57,143,160,284,386,374,228,64,1703,59,92,76,50,47,81,76,25,4,497,3235,1873,1405,1548,2000,2263,2137,1032,254,15751,..,66,630,1037,1329,1556,1235,490,74,6425,..,232,311,234,217,154,87,11,0,1248,..,90,229,362,268,130,68,58,42,1253,2970,..,..,..,..,..,..,..,..,2970,..,577,..,..,..,..,..,..,..,577,..,390,110,40,47,20,6,0,0,613,..,54,16,12,27,52,67,57,30,312,..,55,27,10,15,5,8,8,0,114
LGA36720,..,216,4482,9409,10785,10690,10352,5677,1325,52930,..,987,3048,2446,2041,1515,819,221,19,11101,..,26,140,518,793,436,181,105,92,2283,25818,..,..,..,..,..,..,..,..,25818,..,5715,..,..,..,..,..,..,..,5715,..,5077,2069,871,586,250,54,0,0,8904,..,618,408,203,177,226,196,124,88,2038,..,563,574,322,273,174,73,30,7,2008,..,1134,1354,578,654,653,435,162,33,5007,..,333,909,1272,1773,2094,2006,1212,641,10249,368,594,536,405,358,366,335,155,39,3155,26182,15264,13522,16030,17444,16401,14441,7684,2245,129205,..,429,6246,10793,11760,10964,9604,4060,655,54509,..,1564,3348,2427,2191,1378,593,120,21,11643,..,296,1470,2930,3002,1223,507,433,307,10163,24447,..,..,..,..,..,..,..,..,24447,..,5978,..,..,..,..,..,..,..,5978,..,3392,1134,402,360,260,52,3,0,5597,..,542,249,93,284,516,574,405,264,2924,..,659,422,135,166,124,59,25,10,1599
LGA36820,..,17,278,557,730,948,1033,495,112,4171,..,90,205,162,207,151,108,31,3,958,..,3,17,39,66,34,22,19,4,210,2139,..,..,..,..,..,..,..,..,2139,..,354,..,..,..,..,..,..,..,354,..,400,142,86,78,28,4,0,0,740,..,61,25,14,24,40,26,19,14,216,..,38,28,9,9,19,11,4,0,135,..,48,31,31,49,68,42,20,4,281,..,23,65,96,200,348,298,173,51,1268,35,57,42,40,42,63,39,17,11,335,2173,1097,837,1033,1406,1701,1591,771,205,10810,..,30,400,688,873,1037,876,338,50,4295,..,134,221,183,218,155,75,9,0,1003,..,61,175,207,220,94,51,48,26,878,1963,..,..,..,..,..,..,..,..,1963,..,359,..,..,..,..,..,..,..,359,..,242,71,34,36,27,0,0,0,416,..,35,14,8,32,56,33,39,25,237,..,38,17,5,13,6,6,3,0,91
LGA36910,..,229,3428,5165,5599,5696,4727,2511,596,27958,..,881,1747,870,804,475,241,62,10,5088,..,33,127,253,357,180,71,62,34,1112,15239,..,..,..,..,..,..,..,..,15239,..,3084,..,..,..,..,..,..,..,3084,..,2855,993,486,351,121,24,0,0,4823,..,448,238,101,111,155,113,71,38,1268,..,293,233,133,74,63,43,6,5,846,..,771,637,227,259,230,131,69,25,2341,..,364,877,829,1120,1241,1063,665,298,6457,262,409,362,215,174,186,178,71,19,1878,15499,9363,8644,8276,8851,8345,6577,3524,1024,70102,..,439,4412,5677,6004,5728,4380,1798,269,28708,..,1271,1704,869,764,459,186,33,5,5297,..,329,1017,1536,1343,541,314,259,138,5474,14964,..,..,..,..,..,..,..,..,14964,..,3095,..,..,..,..,..,..,..,3095,..,1817,600,224,180,116,13,0,0,2943,..,319,151,63,125,239,228,185,98,1412,..,316,113,42,34,32,15,8,11,564
LGA36950,..,3,36,62,56,65,21,9,0,250,..,14,64,53,38,24,3,0,0,201,..,4,0,6,4,7,0,0,0,18,415,..,..,..,..,..,..,..,..,415,..,56,..,..,..,..,..,..,..,56,..,112,50,6,3,0,0,0,0,169,..,28,19,14,5,3,3,7,0,85,..,8,3,5,4,3,7,0,0,23,..,22,36,9,7,14,4,0,0,87,..,3,26,12,38,24,13,7,0,128,25,23,13,13,9,10,4,0,0,99,438,269,250,179,169,152,56,20,8,1532,..,0,44,78,52,58,19,3,0,250,..,24,76,66,33,19,3,0,0,218,..,16,30,39,29,23,4,0,0,154,382,..,..,..,..,..,..,..,..,382,..,37,..,..,..,..,..,..,..,37,..,69,22,9,4,0,0,0,0,104,..,25,16,12,11,9,13,3,0,83,..,6,10,0,0,0,0,0,0,15
LGA36960,..,0,14,55,76,74,35,6,0,264,..,36,125,67,53,30,3,0,0,311,..,3,22,19,13,15,4,0,0,75,720,..,..,..,..,..,..,..,..,720,..,19,..,..,..,..,..,..,..,19,..,130,69,15,10,0,0,0,0,226,..,76,34,31,22,12,11,8,0,190,..,0,3,3,0,0,0,0,0,10,..,0,8,4,0,0,0,0,0,6,..,6,13,33,36,22,19,4,0,132,26,33,18,15,5,4,5,0,0,116,744,306,307,231,219,164,71,26,5,2066,..,0,22,51,81,73,34,3,0,262,..,39,123,87,40,20,0,0,0,314,..,54,99,61,26,30,6,10,0,286,704,..,..,..,..,..,..,..,..,704,..,23,..,..,..,..,..,..,..,23,..,87,34,7,3,0,0,0,0,131,..,42,18,6,10,18,18,11,3,131,..,0,0,3,0,0,0,0,0,3
LGA37010,..,220,3667,5633,6008,5488,4055,1688,385,27143,..,1418,2938,1676,1184,736,305,60,9,8330,..,31,184,393,532,284,109,65,28,1625,17877,..,..,..,..,..,..,..,..,17877,..,3830,..,..,..,..,..,..,..,3830,..,3153,1215,568,344,142,16,0,0,5436,..,632,337,170,153,176,127,102,32,1730,..,482,351,160,133,94,40,12,3,1276,..,1405,1152,392,346,327,176,66,20,3885,..,521,1173,1181,1418,1475,1192,540,232,7731,387,531,444,266,212,207,150,45,17,2253,18264,12232,11466,10426,10339,8925,6174,2578,719,81123,..,423,4979,6519,6400,5470,3399,1220,172,28573,..,2014,3124,1728,1246,640,217,35,13,9020,..,413,1470,2012,1656,697,337,264,142,6984,16963,..,..,..,..,..,..,..,..,16963,..,3840,..,..,..,..,..,..,..,3840,..,2009,662,231,188,117,23,0,0,3224,..,590,243,85,201,311,304,216,112,2064,..,399,194,68,75,44,16,13,3,810
LGA37300,..,0,110,190,158,91,18,0,0,561,..,28,93,50,44,12,3,0,0,235,..,0,3,14,9,5,0,0,0,29,475,..,..,..,..,..,..,..,..,475,..,40,..,..,..,..,..,..,..,40,..,78,6,5,0,0,0,0,0,88,..,10,8,0,0,0,0,0,0,25,..,11,8,4,3,0,0,0,0,28,..,9,14,8,9,5,0,0,0,45,..,7,38,32,36,35,8,3,0,157,16,13,14,12,12,9,3,0,0,73,493,184,295,310,275,158,37,3,0,1763,..,3,149,179,147,59,13,0,0,562,..,42,99,49,39,9,3,0,0,248,..,4,8,25,14,0,0,0,0,47,429,..,..,..,..,..,..,..,..,429,..,52,..,..,..,..,..,..,..,52,..,43,12,0,0,0,0,0,0,58,..,8,0,0,4,0,0,0,0,14,..,0,3,0,0,0,0,0,0,8
LGA37310,..,42,682,1059,1135,1054,870,436,91,5370,..,191,410,210,164,102,55,20,0,1150,..,4,20,56,62,45,24,17,9,250,3423,..,..,..,..,..,..,..,..,3423,..,484,..,..,..,..,..,..,..,484,..,550,166,95,82,28,5,0,0,922,..,89,31,23,25,29,35,14,6,258,..,69,45,21,21,12,12,3,0,182,..,133,91,50,54,49,39,11,0,415,..,108,173,169,312,326,270,126,57,1547,58,96,85,53,71,48,41,15,10,476,3483,1762,1704,1735,1927,1698,1348,642,179,14473,..,95,902,1191,1198,1046,752,294,37,5507,..,312,383,220,176,89,37,6,0,1223,..,96,203,291,199,82,41,47,26,992,3139,..,..,..,..,..,..,..,..,3139,..,489,..,..,..,..,..,..,..,489,..,277,65,21,24,18,0,0,0,409,..,54,11,11,24,37,39,24,18,222,..,51,14,11,6,8,5,3,0,96
LGA37340,..,18,450,848,977,1094,864,333,62,4638,..,135,463,309,255,169,76,18,0,1432,..,7,25,63,81,40,33,10,11,260,2783,..,..,..,..,..,..,..,..,2783,..,410,..,..,..,..,..,..,..,410,..,456,186,59,39,17,3,0,0,765,..,80,55,22,23,26,29,13,3,244,..,45,70,23,36,20,21,0,0,215,..,138,237,82,76,84,47,21,3,683,..,77,199,213,312,408,327,148,55,1738,42,71,65,48,52,57,41,14,8,392,2832,1437,1746,1680,1845,1914,1432,554,135,13561,..,54,668,1059,1067,1116,719,203,26,4915,..,225,527,314,283,149,51,11,0,1557,..,37,196,281,199,83,31,40,16,884,2581,..,..,..,..,..,..,..,..,2581,..,376,..,..,..,..,..,..,..,376,..,235,74,32,26,24,10,0,0,393,..,52,18,9,18,57,39,30,12,233,..,62,49,6,12,12,3,0,0,141
LGA37400,..,0,11,23,35,39,34,15,5,167,..,4,23,11,8,7,0,0,0,53,..,0,0,0,0,3,0,0,0,6,79,..,..,..,..,..,..,..,..,79,..,4,..,..,..,..,..,..,..,4,..,18,4,3,0,0,0,0,0,28,..,0,0,0,0,0,0,5,0,15,..,0,0,0,0,3,0,0,0,6,..,0,0,3,3,0,0,0,0,11,..,5,8,6,8,29,27,17,7,110,4,4,4,0,3,3,0,0,0,20,82,36,54,52,69,88,68,43,12,502,..,0,23,21,49,40,26,13,0,169,..,19,16,10,11,3,0,0,0,54,..,0,5,5,9,3,0,3,3,28,76,..,..,..,..,..,..,..,..,76,..,11,..,..,..,..,..,..,..,11,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3
