LGA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA30250,0,0,0,0,0,0,0,0,13,3,0,0,16,0,0,0,16,8,0,20,9,6,0,0,17,4,0,4,22,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,32,4,0,3,37,7,0,48,0,0,0,0,0,15,0,15,15,8,0,22,0,0,0,0,3,3,0,3,6,0,0,6,0,0,0,0,3,18,0,18,20,8,0,23,28,13,0,0,39,18,0,22,57,12,0,72,23,16,0,0,36,31,0,31,71,60,0,132,0,0,0,0,0,0,0,0,0,0,0,7,47,26,0,0,79,55,3,51,130,71,0,205
LGA30300,0,0,0,0,0,0,0,0,147,16,0,0,167,0,0,0,167,13,0,175,285,22,3,0,308,4,0,4,309,8,0,318,19,3,0,0,21,0,0,0,21,0,0,21,0,0,0,7,6,0,0,0,6,0,0,6,447,38,3,8,504,4,0,4,507,19,0,528,6,0,0,0,6,0,0,0,9,0,0,9,9,0,0,0,8,0,0,0,8,6,0,16,11,0,0,0,16,0,0,0,12,6,0,21,460,38,3,12,518,0,0,0,517,30,0,550,107,7,0,3,117,0,0,0,116,25,0,145,0,0,0,0,0,0,0,0,0,0,0,0,564,53,3,16,637,0,0,3,640,55,0,692
LGA30370,4,0,0,0,4,0,0,4,621,29,7,12,669,8,3,13,678,14,3,695,863,59,17,16,961,6,0,6,965,19,0,988,78,3,11,6,94,3,0,3,102,0,0,101,11,0,0,24,41,0,0,0,41,3,0,45,1582,94,37,58,1768,18,3,22,1785,37,3,1830,17,0,0,0,22,3,0,3,21,3,0,22,26,3,0,3,33,7,0,7,40,0,0,40,43,3,0,3,53,6,0,6,62,3,0,62,1625,100,35,55,1820,26,3,28,1846,41,3,1894,608,47,25,26,706,23,3,22,727,40,4,770,4,0,0,0,4,0,0,0,4,0,10,19,2240,148,62,81,2527,44,4,49,2581,82,19,2681
LGA30410,0,0,0,0,0,0,0,0,108,8,0,0,114,0,3,3,112,3,0,118,132,9,3,0,145,0,0,0,145,3,0,147,6,0,0,0,6,0,0,0,6,0,5,13,3,0,0,0,3,0,0,0,3,0,0,3,245,19,4,0,269,0,3,3,273,10,5,285,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,254,19,4,0,269,0,3,3,272,10,5,286,92,9,0,4,108,0,0,0,103,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,347,23,4,3,373,0,4,4,377,16,5,402
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,18,0,0,0,18,0,0,18,3,0,0,0,7,0,0,0,7,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,18,0,0,0,18,0,6,25
LGA30760,0,0,0,0,0,0,0,0,58,0,0,0,60,0,0,0,60,6,0,62,77,6,0,0,84,0,0,0,84,3,0,86,22,0,7,0,28,0,3,3,28,0,0,28,7,0,0,0,7,0,0,0,7,0,0,7,164,8,7,0,181,0,3,3,184,6,0,189,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,170,8,7,0,184,0,3,3,188,6,0,198,26,9,0,0,39,0,0,0,40,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,203,14,5,0,224,0,3,3,226,16,0,248
LGA30900,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,7,0,0,7,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,18,0,0,0,18,0,0,18,3,0,0,3,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,3,20,0,0,0,20,0,0,20
LGA31000,4722,155,52,202,4927,698,6,5634,47153,5440,484,265,53347,1476,269,1742,55092,2914,38,58044,60955,6973,608,430,68968,1215,199,1411,70379,1951,30,72361,6127,653,664,41,7487,98,12,111,7602,191,3,7794,707,97,20,658,1485,47,8,53,1536,97,44,1677,114948,13164,1777,1395,131289,2835,486,3320,134609,5149,121,139879,1660,311,21,35,2027,438,41,479,2506,207,7,2717,2801,386,33,70,3294,332,106,434,3725,165,5,3900,4469,690,58,101,5316,769,143,914,6231,367,12,6621,119417,13860,1834,1501,136608,3601,632,4234,140839,5517,136,146497,32162,4453,726,716,38053,1507,363,1868,39924,6044,99,46063,156,32,4,122,310,3,0,3,317,23,355,692,151736,18337,2559,2341,174975,5117,990,6107,181087,11580,590,193254
LGA31750,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,17,11,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,33,0,0,0,33,0,0,33,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,33,0,0,0,33,0,0,36
LGA31820,46,0,0,0,52,12,0,63,2510,389,25,22,2941,79,21,98,3038,204,4,3248,3335,543,66,34,3979,92,23,115,4097,285,3,4383,217,37,34,3,293,17,3,19,313,10,0,326,65,6,0,36,105,12,0,12,120,4,5,128,6132,974,121,97,7316,195,54,249,7563,508,13,8082,110,32,0,0,141,43,15,59,200,27,0,223,145,37,13,17,206,25,11,38,245,14,0,261,256,65,18,17,348,71,26,93,441,39,0,479,6382,1034,135,114,7663,263,77,337,8003,547,13,8563,2072,383,78,81,2607,245,43,293,2903,852,0,3752,25,8,0,13,42,0,0,0,42,5,29,74,8483,1417,211,201,10314,513,122,632,10942,1401,39,12389
LGA31900,16,0,0,0,16,0,0,16,620,26,13,5,661,14,0,14,677,24,0,701,1022,80,11,8,1126,13,0,13,1135,22,0,1156,66,3,7,3,83,4,0,4,89,0,0,87,8,0,0,18,29,0,0,0,29,0,3,26,1722,108,34,33,1897,29,0,29,1928,42,3,1975,13,4,0,0,19,12,0,12,30,10,4,44,41,3,0,3,48,8,3,10,60,0,0,60,56,6,0,3,65,18,3,26,89,10,4,102,1774,112,36,38,1958,52,3,57,2015,50,4,2073,361,33,5,9,408,22,5,29,433,71,5,512,3,0,0,0,3,0,0,0,3,0,6,8,2136,149,38,41,2372,71,12,82,2453,123,16,2596
LGA31950,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,0,0,0,4,0,0,4,4,3,0,4,12,4,0,4,17,3,0,17,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,4,3,0,3,16,4,0,4,13,3,0,18,7,0,0,0,7,0,0,0,7,0,0,9,5,0,0,0,5,0,0,0,5,0,3,8,14,3,0,3,19,4,0,4,23,4,3,31
LGA32080,164,3,0,8,170,27,0,198,5729,740,131,28,6635,171,39,207,6844,419,9,7268,6571,1025,137,76,7807,170,25,194,8006,362,13,8386,592,73,106,8,776,17,0,17,793,35,0,830,103,22,0,90,214,11,3,13,223,32,8,267,13000,1859,378,202,15433,372,64,436,15866,853,34,16754,162,35,4,6,213,74,0,75,285,60,0,346,336,68,4,19,431,44,24,67,500,51,0,546,504,107,17,25,644,115,28,140,782,105,0,892,13496,1959,395,223,16077,482,93,572,16654,958,34,17643,3456,649,134,129,4368,268,76,346,4711,911,11,5637,18,0,0,21,37,0,0,0,37,8,76,127,16970,2614,527,377,20480,749,168,921,21401,1880,123,23404
LGA32250,0,0,0,0,0,0,0,0,55,4,0,3,62,3,0,3,65,0,0,63,41,0,3,0,42,0,0,0,42,3,0,46,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,7,7,0,0,0,7,0,0,7,93,8,3,10,114,3,0,3,114,3,0,119,0,3,0,3,3,7,0,7,13,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,7,0,7,13,3,0,14,93,13,3,13,117,7,0,7,126,12,0,136,18,8,3,3,35,0,3,3,38,23,0,68,0,0,0,0,0,0,0,0,0,0,8,8,119,23,3,16,152,9,3,8,164,34,8,207
LGA32260,11,0,0,0,8,3,0,8,739,98,10,8,862,11,8,23,883,64,3,943,1148,156,25,12,1340,26,3,27,1362,84,3,1447,84,17,11,0,109,0,0,0,109,12,0,120,12,0,4,31,48,0,0,0,48,6,0,56,1982,271,52,47,2362,38,5,47,2401,156,8,2575,15,8,3,0,26,23,0,23,41,12,0,53,32,3,0,0,41,6,3,9,47,9,5,65,54,9,4,0,63,26,3,33,91,22,5,120,2036,278,61,47,2425,64,14,78,2499,183,14,2692,670,121,26,45,865,81,3,81,950,217,6,1174,10,0,0,0,8,0,0,0,8,0,19,28,2718,400,86,97,3300,142,14,158,3459,401,40,3893
LGA32270,4,0,0,0,4,0,0,3,1073,40,22,14,1152,20,0,23,1169,29,0,1197,1785,138,40,27,1988,15,0,20,2010,42,0,2057,180,22,32,0,225,0,0,0,227,11,0,237,51,3,0,26,76,0,0,0,76,0,0,76,3083,199,96,72,3443,40,6,44,3488,85,0,3571,51,6,0,3,62,6,0,6,68,3,0,71,116,8,5,3,132,11,3,10,145,4,0,146,164,15,5,4,193,16,3,15,211,3,0,214,3254,213,99,79,3637,55,4,58,3696,89,0,3781,1333,93,52,33,1506,37,5,45,1555,79,3,1634,10,0,0,3,18,0,0,0,21,0,20,38,4594,304,147,114,5160,91,16,109,5268,161,28,5454
LGA32310,0,0,0,0,0,0,0,0,373,25,22,0,422,12,7,16,440,35,0,474,380,58,10,0,448,23,0,23,466,22,3,496,30,10,4,0,42,0,0,0,42,0,0,48,0,3,0,23,23,0,0,0,23,0,0,23,787,101,38,20,943,36,7,38,980,61,3,1038,26,0,0,5,27,15,3,17,45,3,0,46,32,3,0,0,38,10,0,10,46,4,0,49,53,3,4,5,69,25,3,23,90,5,0,97,840,103,40,26,1010,52,4,60,1068,63,3,1138,269,34,4,10,310,25,0,25,334,62,0,400,3,0,0,0,3,0,0,0,3,0,4,9,1113,136,40,36,1324,75,4,86,1406,129,8,1542
LGA32330,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,6,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,0,0,25,3,0,31,0,0,0,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,10,23,0,0,0,28,14,0,14,42,3,0,44,4,13,0,0,17,31,4,31,53,93,0,146,0,0,0,0,0,0,0,0,0,3,4,9,27,16,0,0,44,48,4,47,95,100,4,198
LGA32450,0,0,0,0,0,0,0,0,130,11,0,0,140,0,0,0,141,15,0,153,105,3,0,3,109,0,0,0,112,0,0,117,18,0,3,0,16,0,0,0,16,0,0,16,3,0,0,4,4,0,0,0,4,0,0,4,248,10,3,5,267,3,0,3,273,15,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,256,10,3,5,275,3,0,3,279,16,0,297,81,4,0,16,98,6,0,6,108,11,0,119,3,0,0,0,3,0,0,0,3,3,3,8,337,14,4,17,376,14,0,14,382,31,3,417
LGA32500,0,0,0,0,0,0,0,0,93,18,3,0,119,3,0,3,117,5,0,123,108,32,5,0,139,0,0,0,139,9,0,145,3,3,0,0,8,0,0,0,8,0,0,8,3,0,0,8,9,0,0,0,9,0,0,9,208,52,5,8,271,3,0,3,274,13,0,286,11,4,0,0,12,0,0,0,12,3,0,17,3,0,0,0,10,3,0,3,13,0,0,13,19,0,0,0,21,3,0,3,25,3,0,28,225,58,5,8,293,6,0,4,299,14,0,313,58,24,3,3,91,12,0,12,99,27,0,132,0,0,0,0,0,0,0,0,0,0,3,3,286,77,11,4,382,19,0,18,397,39,3,441
LGA32600,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,3,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,26,0,0,0,26,9,0,29
LGA32750,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,21,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,29,0,0,0,29,0,0,29,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,29,0,0,0,29,0,0,30
LGA32770,0,0,0,0,0,0,0,0,34,9,0,0,45,0,0,0,45,27,0,68,7,16,0,0,25,3,0,3,26,16,0,42,4,0,0,0,5,0,0,0,5,0,0,5,0,6,0,0,7,0,0,0,7,3,0,10,42,27,0,0,76,3,0,3,83,49,0,127,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,7,0,11,0,3,0,0,6,0,0,0,6,7,0,11,47,36,0,0,84,3,0,3,83,55,0,137,18,71,0,0,94,16,21,36,131,105,0,243,0,0,0,0,0,0,0,0,0,0,0,0,64,110,0,0,177,21,21,37,220,159,0,378
LGA32810,0,0,0,0,0,0,0,0,329,44,4,3,375,9,0,9,381,13,4,401,439,82,10,12,543,15,3,17,556,22,0,575,12,0,8,0,21,0,0,0,24,0,0,21,7,0,3,9,25,0,0,0,25,3,0,21,789,120,18,29,961,19,3,22,985,40,4,1026,7,0,0,0,7,0,0,0,7,0,0,7,9,0,3,0,15,0,0,3,19,0,0,19,20,3,3,0,28,0,0,3,24,0,0,24,806,126,24,31,983,20,3,22,1012,40,4,1052,143,25,19,8,189,9,8,15,205,48,0,246,9,0,0,0,8,0,0,0,8,0,13,19,956,149,43,31,1177,28,14,36,1222,85,16,1319
LGA33100,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,34,0,0,34,30,0,0,0,30,3,0,3,32,0,0,32,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,3,0,3,69,0,0,69,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,8,69,0,0,0,69,6,0,6,77,0,0,77,19,0,0,0,15,0,0,0,15,7,4,27,0,0,0,0,0,0,0,0,0,0,3,3,86,0,0,0,82,6,0,6,95,7,4,104
LGA33200,0,0,0,0,0,0,0,0,53,6,4,0,61,0,0,0,61,0,0,61,57,3,0,4,69,0,0,0,69,0,0,69,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,118,11,4,4,135,0,0,0,135,0,0,135,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,118,11,4,4,135,3,0,0,138,0,0,138,55,0,0,0,55,0,0,0,55,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,171,11,4,3,188,3,0,0,187,5,0,190
LGA33220,33,0,0,0,37,13,0,49,2167,408,52,18,2655,96,21,110,2765,256,3,3023,2978,629,97,38,3745,141,29,168,3918,388,8,4309,268,50,40,3,365,5,0,8,373,25,0,393,28,4,3,49,82,3,3,6,89,14,3,103,5446,1100,188,107,6843,242,56,295,7143,680,16,7839,95,35,3,9,143,76,11,83,227,59,0,289,149,33,9,4,200,33,4,38,233,48,0,283,244,68,12,18,346,101,12,117,461,109,0,566,5692,1165,200,125,7190,342,72,417,7605,787,16,8407,1788,488,91,53,2416,257,43,301,2715,1005,29,3754,13,0,0,12,25,4,0,4,27,3,53,84,7499,1653,292,186,9631,601,114,716,10347,1801,94,12240
