LGA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
LGA36150,6,5,10,11,23,12,7,3,3,83,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,16,3,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,14,0,0,0,3,0,3,0,0,0,11,0,0,4,5,9,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,11,13,6,3,0,0,37,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9
LGA36250,17,31,44,55,81,82,29,5,0,350,3,16,118,203,216,105,20,3,3,686,100,270,653,848,991,768,122,12,0,3766,8,24,99,131,182,147,16,3,0,612,346,805,1763,1615,1501,948,180,8,0,7163,45,98,255,368,458,319,72,0,0,1621,518,488,554,506,478,400,88,8,0,3047,682,309,187,177,150,104,39,4,0,1643,61,165,398,641,912,756,172,14,0,3117,37,47,104,139,135,92,17,0,0,564,7,41,116,202,220,127,28,3,4,743,22,26,92,110,136,127,54,19,3,580,47,145,391,492,534,416,127,12,0,2168,47,103,196,233,259,195,62,5,0,1103,24,70,333,488,594,437,77,3,0,2024,47,99,222,276,311,321,102,8,0,1379,32,94,218,287,388,357,90,4,3,1469,71,59,76,87,75,75,25,3,0,469,62,174,336,305,382,288,77,12,0,1630,104,166,348,424,455,349,92,17,5,1953
LGA36300,5,8,24,14,12,18,8,4,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,4,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,7,0,4,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,14,9,3,0,0,50,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,10
LGA36370,28,33,58,56,86,76,69,32,4,448,11,65,469,425,406,202,19,0,0,1598,56,161,470,417,289,155,21,0,0,1562,11,40,151,131,181,118,5,0,0,637,89,299,574,409,404,312,46,3,0,2138,36,85,211,163,151,117,23,0,0,793,296,252,291,210,205,134,43,4,0,1432,342,185,160,87,75,66,25,4,0,955,15,80,343,309,442,397,87,8,0,1686,12,28,31,27,24,29,3,0,0,160,0,9,45,45,34,21,15,4,0,174,5,18,57,37,47,39,16,0,0,219,25,47,154,127,116,88,30,3,0,583,18,37,82,87,104,78,12,3,0,420,10,76,243,255,338,255,38,0,0,1214,37,60,171,172,191,182,42,3,0,858,18,72,242,254,248,201,41,5,0,1084,26,17,23,30,20,27,6,3,0,160,45,131,213,163,161,145,39,3,0,899,39,112,190,124,125,96,21,9,3,718
LGA36510,41,61,119,123,207,191,158,49,8,961,0,6,43,52,37,23,0,0,0,163,28,49,111,200,231,166,35,3,0,832,0,3,27,50,57,29,6,0,0,176,77,158,268,366,370,255,56,0,0,1544,14,23,27,75,82,74,17,5,0,317,104,50,71,90,131,98,28,3,0,577,112,58,61,51,50,53,23,0,0,408,13,24,74,112,166,127,56,3,3,579,9,5,9,14,26,14,3,0,0,87,0,7,4,16,32,12,9,0,0,84,5,5,5,18,30,34,23,0,0,125,7,12,35,82,85,78,36,5,0,340,13,17,28,55,47,54,20,3,0,241,3,30,82,152,191,145,27,0,0,630,10,18,44,70,117,124,32,0,0,425,3,5,24,51,80,76,36,3,0,287,10,13,20,31,40,39,14,3,0,163,22,18,70,78,86,72,20,7,0,368,32,43,69,106,129,96,31,19,0,527
LGA36580,22,21,64,96,114,134,85,33,3,563,0,3,29,34,35,22,3,0,0,126,39,79,212,165,140,117,25,3,0,782,0,6,24,23,43,37,3,0,0,137,45,60,155,162,167,129,31,0,0,745,9,11,38,39,45,24,5,3,0,174,56,47,52,66,57,37,15,3,0,333,25,20,11,4,20,15,0,0,0,100,11,15,67,79,119,109,52,3,0,453,0,0,0,0,4,3,0,0,0,14,0,0,3,8,3,7,3,0,0,22,4,0,6,9,17,15,3,3,0,55,0,3,19,35,34,37,9,0,0,134,7,4,22,23,28,20,6,3,0,108,6,10,54,90,113,94,10,0,0,378,6,7,23,43,42,38,13,0,0,178,3,0,15,18,32,48,9,0,0,131,6,5,12,8,14,12,0,0,0,57,16,18,32,38,39,43,13,0,0,195,19,25,46,51,69,60,24,7,0,289
LGA36630,38,43,105,129,193,215,165,56,8,943,3,23,82,119,102,52,4,0,0,398,69,120,190,142,153,110,23,0,0,805,6,16,62,78,97,59,3,0,0,323,31,64,129,116,165,117,19,3,0,655,6,20,20,23,31,23,7,7,0,137,100,68,104,63,99,66,16,0,0,524,56,21,27,21,34,30,6,3,0,210,3,7,30,42,69,78,39,5,0,282,0,3,4,9,6,10,4,0,0,31,0,0,7,4,10,12,0,0,0,42,0,0,0,7,10,13,7,0,0,45,4,3,8,23,20,26,13,4,0,98,7,8,15,18,29,24,8,0,0,109,9,23,39,91,96,81,6,0,0,340,0,20,45,38,71,66,21,4,0,258,6,19,55,60,72,67,16,4,0,294,0,3,5,4,7,14,0,0,0,32,20,22,44,53,52,40,23,6,0,251,29,23,51,68,64,68,34,13,3,349
LGA36660,51,82,187,234,278,275,187,64,12,1366,0,11,30,33,21,25,3,0,0,120,49,112,181,176,171,127,47,7,0,874,0,6,22,20,26,19,4,0,0,103,61,96,163,164,187,183,29,3,0,881,3,10,32,40,51,38,16,0,0,193,112,95,112,99,118,96,28,6,0,669,128,40,66,36,56,45,19,3,0,383,16,35,77,107,184,162,52,3,0,639,0,6,10,7,12,15,3,0,0,56,0,0,12,10,13,10,0,0,0,49,0,3,7,13,22,13,5,4,0,65,8,8,12,30,37,49,29,3,0,176,3,10,7,22,39,21,7,4,0,112,0,16,47,84,115,93,14,0,0,378,3,5,43,54,82,93,31,3,0,317,4,13,31,42,68,82,22,0,0,272,7,3,4,10,9,20,6,0,0,64,29,36,60,64,51,60,25,3,0,331,25,34,63,60,67,62,32,10,3,363
LGA36720,57,120,236,239,295,317,159,43,11,1472,3,45,431,536,464,204,29,3,0,1715,220,390,850,965,1095,713,169,21,4,4420,10,35,156,245,302,208,26,0,0,977,586,1300,3255,3453,2968,1917,317,18,0,13812,50,119,245,416,507,343,92,6,0,1782,878,793,1076,1006,1008,808,245,13,0,5827,1208,668,836,636,544,429,156,8,3,4496,40,124,412,645,980,908,285,18,0,3429,41,60,131,184,213,141,41,0,0,814,22,127,390,434,417,248,83,9,0,1733,32,60,166,267,329,321,159,21,3,1351,66,187,607,928,922,673,266,37,0,3685,81,170,376,482,562,445,130,3,0,2246,26,120,390,792,990,605,100,6,0,3035,89,154,426,750,926,768,190,11,0,3317,51,180,725,951,1173,955,186,21,3,4252,152,131,186,239,233,158,71,20,0,1178,110,279,520,522,604,431,115,14,0,2596,209,303,601,774,770,608,192,37,16,3505
LGA36820,34,70,128,144,179,183,116,33,7,887,0,8,47,57,65,44,12,0,0,234,26,31,45,57,62,68,16,0,0,308,0,3,13,17,30,23,4,0,0,92,44,62,114,125,144,155,33,0,0,675,6,8,9,18,29,23,4,0,0,100,75,51,57,63,78,74,24,4,0,432,68,25,27,19,25,32,15,7,0,214,0,7,24,35,64,74,27,3,0,234,0,0,3,0,6,6,6,0,0,24,0,0,9,8,8,11,3,0,0,40,0,0,0,8,4,13,16,0,0,43,0,6,16,17,43,41,26,4,0,157,7,11,12,22,28,26,12,0,0,126,4,4,43,78,112,80,8,0,0,334,9,7,23,61,54,73,25,3,0,253,5,6,43,43,75,66,14,3,0,254,3,0,10,10,17,10,12,3,0,67,25,14,28,38,41,31,13,0,0,195,23,19,38,41,50,45,23,15,0,260
LGA36910,105,221,465,490,611,575,426,130,17,3050,8,54,283,315,327,126,23,0,3,1139,173,374,833,869,781,538,97,8,0,3678,11,23,172,154,200,132,19,0,0,705,340,698,1351,1016,932,724,154,11,0,5219,59,143,296,371,392,249,61,6,0,1577,438,460,617,445,419,344,110,9,0,2844,661,303,318,149,140,127,42,3,0,1743,45,104,405,446,610,582,167,12,0,2382,19,42,70,52,50,80,8,0,0,316,10,44,202,188,146,105,27,3,3,732,16,38,78,103,96,95,42,4,0,477,39,116,338,345,314,267,90,6,0,1520,30,75,153,145,187,132,42,6,3,766,38,241,556,646,728,542,89,8,0,2856,75,96,338,439,561,502,146,13,0,2176,31,127,472,487,532,454,137,8,0,2244,50,45,54,47,48,62,14,4,0,318,113,224,385,289,316,236,86,10,3,1656,116,165,371,298,329,280,101,29,5,1695
LGA36950,0,3,9,4,3,5,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,9,7,12,34,23,16,10,3,0,0,103,0,0,0,0,0,0,0,0,0,0,11,5,9,3,5,3,0,0,0,37,0,3,9,3,7,4,3,0,0,23,3,3,18,12,18,11,3,0,0,76,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,3,0,3,4,0,0,0,12,0,4,26,45,30,27,4,0,0,144,0,0,11,10,10,13,0,0,0,54,0,3,21,20,32,12,0,0,0,88,0,0,4,0,0,0,0,0,0,3,3,3,12,3,0,3,3,0,0,27,0,11,12,10,6,6,0,0,0,38
LGA36960,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,7,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,6,10,5,4,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,63,63,53,33,4,0,0,233,4,0,5,9,6,13,0,0,0,33,0,4,14,16,14,3,0,0,0,50,0,3,0,4,3,0,0,0,0,9,0,10,26,22,13,12,3,0,0,84,3,7,4,3,0,4,0,0,0,18
LGA37010,28,50,60,80,82,84,41,3,4,429,3,74,484,569,455,247,21,0,0,1865,99,225,704,824,669,471,88,11,0,3093,13,43,203,243,262,162,22,0,0,947,243,665,1514,1400,1232,865,159,11,3,6092,35,126,283,319,312,224,30,6,0,1343,612,644,724,514,459,301,95,15,0,3356,899,564,492,293,228,159,59,3,3,2709,38,159,561,656,904,747,172,16,0,3243,41,78,180,130,129,94,18,0,0,659,8,27,83,89,141,94,13,0,0,456,20,43,92,136,142,112,39,5,0,587,39,146,479,455,418,290,93,6,0,1926,40,142,262,273,289,226,37,7,0,1276,237,1556,2279,1420,1303,656,101,5,0,7566,72,169,441,450,474,408,112,14,0,2142,30,210,588,584,611,428,91,8,0,2548,96,83,139,105,103,55,8,3,0,592,93,223,441,325,311,247,69,9,0,1719,103,212,391,368,371,267,81,18,3,1815
LGA37300,0,0,0,0,0,0,0,0,0,3,12,35,167,214,175,90,4,0,0,695,8,14,50,27,13,7,3,0,0,122,0,0,0,3,3,0,0,0,0,6,10,11,27,18,11,15,0,0,0,86,0,0,0,0,7,0,0,0,0,11,14,6,3,3,6,7,0,0,0,27,0,7,9,9,9,3,4,0,0,36,0,3,13,14,7,4,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,11,0,0,3,0,4,0,0,0,0,9,3,3,5,6,3,5,0,0,0,21,0,0,9,3,13,5,0,0,0,31,0,3,11,10,5,3,0,0,0,32,0,0,4,5,5,7,0,0,0,22,0,0,4,0,0,0,0,0,0,7,3,3,8,4,10,0,0,0,0,27,0,9,4,3,3,6,0,0,0,36
LGA37310,65,112,299,353,417,389,268,88,16,1994,3,17,137,160,121,50,6,0,0,493,37,89,130,124,102,71,12,0,0,569,3,18,90,84,102,44,5,0,0,344,66,136,293,219,205,142,40,0,3,1102,20,23,53,51,48,50,16,3,0,260,85,70,101,84,88,74,24,4,0,527,99,34,62,40,36,28,9,0,0,307,5,26,62,93,108,97,32,6,0,432,0,3,3,3,0,0,3,0,0,19,3,6,9,19,10,6,6,0,0,61,3,4,17,12,19,11,9,7,0,80,6,19,30,32,35,18,13,0,0,155,3,13,24,22,19,17,5,0,0,108,5,28,86,108,121,91,22,4,0,461,3,14,56,53,55,35,13,0,0,228,3,9,22,32,31,34,10,0,0,135,5,0,3,3,5,11,4,3,0,34,22,37,55,52,56,34,27,3,0,288,24,42,87,69,74,69,26,12,5,411
LGA37340,34,97,217,136,168,199,82,21,3,956,7,20,235,277,224,122,15,3,0,910,23,37,90,99,118,91,19,0,0,473,0,7,10,24,21,34,3,0,0,104,47,94,232,219,237,165,33,0,0,1030,11,3,34,41,43,31,4,0,0,169,98,60,90,78,87,71,33,5,0,518,103,170,382,192,155,140,36,7,0,1188,12,54,158,207,215,175,46,4,0,883,0,6,12,4,3,5,0,0,0,31,0,0,3,9,5,3,3,0,0,29,0,11,20,28,26,17,10,0,0,108,3,15,40,37,44,42,17,3,0,199,10,26,75,64,67,54,15,4,0,317,9,24,64,58,82,63,10,4,0,317,3,8,42,38,52,31,14,0,0,184,5,12,28,32,32,37,13,3,0,160,0,11,19,23,19,17,6,0,0,92,21,27,71,54,61,54,16,0,0,306,25,49,89,89,86,69,23,6,3,443
LGA37400,5,5,17,9,16,23,11,4,0,94,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,5,11,4,8,0,0,0,31,0,0,0,0,0,3,0,0,0,10,4,0,6,0,3,0,0,3,0,13,3,0,0,3,0,5,3,0,0,11,0,0,3,3,7,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,10,3,0,0,49,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,6,0,3,3,0,0,0,10,0,0,3,4,0,3,0,0,0,14
LGA37550,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,12,9,3,3,0,0,0,29,0,5,0,3,3,3,0,0,0,14,3,0,3,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,16,16,4,8,0,0,0,57,0,0,8,0,9,3,0,0,0,18,0,0,6,5,11,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,0,0,0,0,28,3,8,7,5,0,0,0,0,0,16
LGA39499,3,59,83,10,16,19,9,0,0,204,0,0,19,24,17,11,0,0,0,71,0,12,44,26,16,11,3,0,0,112,0,0,6,3,9,3,0,0,0,25,10,22,82,62,60,32,3,0,0,275,0,6,9,13,7,7,0,0,0,40,3,18,20,14,24,9,8,0,0,87,17,27,55,16,14,17,3,0,0,143,0,13,23,30,30,24,4,0,0,130,0,0,3,7,4,4,0,0,0,15,0,3,7,0,0,0,0,0,0,12,0,0,6,3,11,3,0,0,0,20,0,5,26,15,7,9,0,0,0,64,0,3,30,13,16,7,3,0,0,72,7,14,11,14,19,11,0,0,0,75,0,7,13,11,15,8,3,0,0,50,0,5,26,14,12,9,4,0,0,70,0,4,18,6,9,4,0,0,0,39,0,5,22,11,6,8,0,0,0,52,3,28,57,46,29,13,11,0,0,184
LGA39799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
