LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA34570,9,5,21,21,22,11,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,15,4,3,17,3,3,3,0,0,0,35,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,3,3,0,4,3,3,0,0,0,18
LGA34580,521,748,1568,1655,1877,1442,419,77,11,8312,29,125,248,107,131,114,51,7,0,814,0,0,6,10,5,4,0,0,0,33,17,23,54,66,100,67,5,0,0,330,0,4,3,15,8,4,0,0,0,37,9,11,23,32,46,24,5,0,0,151,3,13,29,37,28,18,5,0,0,128,127,106,130,175,184,91,15,0,0,834,210,96,78,67,77,53,11,0,0,585,8,14,32,48,64,38,9,0,0,222,7,4,3,4,3,0,0,0,0,26,4,18,32,35,35,18,0,0,0,144,8,16,19,19,24,21,4,0,0,110,18,60,82,83,74,45,14,0,0,375,4,17,56,50,70,59,16,0,0,283,4,18,79,94,123,58,10,0,0,386,19,73,174,281,312,203,30,4,0,1095,33,102,205,261,387,275,44,0,0,1312,3,16,10,10,18,6,3,3,0,73,11,34,65,35,55,40,9,3,0,253
LGA34590,3852,7284,16092,16132,14490,10282,2327,168,18,70645,16,28,87,103,128,81,21,3,0,470,0,9,51,40,48,24,3,0,0,179,109,246,697,799,927,544,94,5,0,3432,3,23,69,83,79,38,9,0,0,304,43,162,469,495,504,296,55,3,0,2030,48,121,368,424,401,253,39,3,0,1659,1263,1320,1583,1443,1431,917,170,3,0,8133,1483,741,773,520,460,257,42,3,0,4276,29,136,448,497,625,372,65,6,0,2182,44,77,160,110,103,68,11,0,0,569,23,133,566,513,437,220,19,6,0,1912,44,139,337,279,253,163,38,3,0,1265,61,307,768,805,588,334,74,3,0,2930,53,208,607,627,616,431,81,7,0,2626,51,178,781,997,865,513,65,5,0,3453,149,471,1501,1963,1908,1336,195,4,0,7528,291,1122,2822,2781,2952,2125,366,12,0,12464,131,115,164,167,135,89,24,3,0,820,166,328,644,528,502,298,66,0,0,2535
LGA34710,75,80,161,154,196,212,61,16,4,961,3,4,8,14,22,28,12,3,4,93,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,9,0,0,5,6,0,0,0,0,0,19,20,10,14,15,19,26,3,0,0,101,22,8,13,6,9,11,9,0,0,83,0,0,4,3,0,3,4,0,0,21,0,4,0,3,5,3,0,0,0,13,0,3,9,5,3,0,0,0,0,27,0,0,3,0,3,0,0,0,0,6,0,4,8,3,9,6,0,0,0,33,4,5,4,7,8,3,0,0,0,41,0,5,23,23,20,7,0,0,0,85,0,12,27,31,41,20,3,0,0,144,6,20,46,38,49,39,5,0,0,209,0,3,0,3,4,3,0,0,0,13,0,3,7,6,4,11,0,0,0,22
LGA34770,1570,2361,5999,6002,6607,4785,1015,156,13,28518,4,16,43,78,102,105,85,21,3,455,11,75,284,212,170,65,8,0,0,827,44,71,139,173,199,124,15,5,0,776,6,9,28,19,30,16,0,0,0,112,12,47,136,135,181,103,19,0,0,636,28,34,109,121,132,67,3,0,0,492,554,405,626,661,744,465,76,3,0,3535,526,306,390,367,321,209,45,0,0,2171,3,42,182,171,244,139,24,3,0,806,15,35,39,26,23,11,3,0,0,156,14,47,146,134,124,58,7,0,0,523,28,50,110,96,103,81,6,0,0,480,48,117,365,263,228,109,18,4,0,1163,20,70,184,216,243,137,31,4,0,903,20,74,273,277,327,149,23,0,0,1147,44,140,532,888,932,554,74,6,0,3165,116,391,1018,960,1242,966,130,4,0,4823,43,26,53,59,37,25,9,0,0,250,86,137,233,221,187,119,25,0,0,1009
LGA34800,3,23,61,62,57,51,15,3,0,285,3,11,16,21,11,22,10,0,0,87,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,0,0,19,0,3,0,3,3,0,4,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,7,4,0,0,0,0,23,0,0,6,3,3,0,0,0,0,15,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA34830,0,4,8,8,5,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA34860,204,289,767,628,677,553,202,66,10,3398,15,8,37,80,91,86,69,25,4,417,0,0,18,14,3,3,0,0,0,38,5,10,11,18,18,4,3,0,0,67,0,3,6,11,3,0,0,0,0,26,0,3,19,16,3,9,4,0,0,58,3,6,13,13,8,5,0,0,0,58,38,36,62,51,62,33,8,0,0,287,25,26,46,31,37,21,4,0,0,196,0,3,13,15,16,17,3,4,0,79,3,3,4,3,3,0,0,0,0,20,0,7,19,12,7,8,0,0,0,47,3,7,10,4,6,3,0,0,0,35,13,13,30,20,17,7,7,0,0,96,0,7,14,17,14,20,4,0,0,72,0,14,72,76,57,34,7,0,0,253,6,34,117,84,76,57,10,0,0,384,12,47,138,105,166,107,15,3,0,598,3,3,3,7,4,0,0,0,0,26,3,13,18,11,20,12,5,0,0,80
LGA34880,227,310,688,817,1066,857,270,62,4,4296,7,41,98,86,93,76,46,13,0,466,0,3,7,8,10,8,6,0,0,37,6,13,23,15,31,25,11,0,0,124,0,3,4,4,3,0,0,0,0,18,3,6,14,20,30,17,3,0,0,81,3,3,11,9,19,20,0,0,0,61,69,42,56,86,104,85,27,0,0,465,85,34,44,57,65,45,11,0,0,338,6,3,6,23,24,18,8,0,0,83,0,4,6,0,3,6,0,0,0,18,3,8,3,11,22,7,0,0,0,58,0,3,10,13,13,5,10,0,0,56,7,15,29,35,38,33,0,3,0,155,5,8,27,26,46,26,17,0,0,159,4,8,47,77,71,52,3,0,0,263,8,13,79,135,168,104,14,3,0,519,13,31,97,152,227,192,35,5,0,753,3,3,7,10,19,19,4,0,0,64,11,5,31,30,30,17,3,0,0,123
LGA35010,5898,9206,19800,22687,22337,14714,3350,309,30,98334,39,162,323,174,202,138,48,6,0,1094,0,11,106,120,74,37,0,0,0,356,191,234,507,782,906,498,99,4,0,3227,12,17,102,158,128,60,6,0,0,494,69,183,546,670,655,329,61,3,0,2511,46,131,332,432,480,225,39,5,0,1691,2001,1823,2206,2088,2251,1448,219,13,0,12041,2522,1195,1007,740,711,419,71,6,0,6662,52,219,581,717,742,470,89,3,0,2869,79,109,157,179,148,89,18,0,0,775,30,180,785,872,748,354,43,0,0,3012,66,207,433,400,396,263,71,10,0,1856,143,411,1167,1377,1135,606,156,10,3,5012,82,275,654,840,932,539,124,9,0,3452,33,260,1246,1664,1627,877,100,4,3,5807,227,571,1968,3280,3333,1951,277,13,0,11624,473,1775,4012,4776,5421,3776,572,12,0,20811,162,179,249,292,222,130,56,5,0,1296,213,403,860,796,755,433,113,8,0,3586
LGA35250,7,10,37,32,27,14,11,3,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,7,0,0,0,26,0,3,5,14,6,3,0,0,0,32,3,3,12,14,6,6,0,0,0,46,0,5,8,0,7,3,0,0,0,23,0,0,0,3,0,0,0,0,0,3,3,0,0,3,7,3,0,0,0,17
LGA35300,262,498,1400,1058,988,626,151,13,0,5005,8,7,9,5,12,3,3,0,0,48,6,40,169,114,69,26,0,0,0,419,6,8,20,19,18,4,0,0,0,77,0,0,7,3,5,0,0,0,0,21,0,3,19,13,18,10,5,0,0,62,0,7,14,11,13,5,3,0,0,54,78,63,85,89,84,52,11,3,0,467,55,46,72,50,53,29,7,0,0,310,0,9,32,26,28,23,5,0,0,124,8,9,9,6,4,3,0,0,0,37,0,5,22,10,10,3,0,0,0,55,0,4,18,17,7,11,0,3,0,68,3,14,29,22,11,13,3,0,0,94,5,17,45,27,45,22,8,0,0,162,5,33,95,64,83,31,4,0,0,316,11,80,179,147,144,60,13,0,0,635,20,86,236,168,213,102,21,0,0,843,0,3,5,0,5,6,3,0,0,23,19,20,53,41,23,14,4,0,0,170
LGA35600,58,92,197,192,205,206,61,15,0,1035,3,5,20,23,24,18,14,3,0,113,0,0,0,0,0,0,0,0,0,0,6,13,13,9,5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,7,0,6,9,0,4,0,0,0,0,23,10,7,18,22,26,21,8,0,0,116,14,17,6,10,20,11,3,0,0,84,0,0,0,4,6,8,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,9,3,0,11,6,3,5,0,0,0,34,0,3,4,3,6,11,0,0,0,30,3,0,19,20,13,14,0,0,0,66,3,16,44,34,34,30,3,0,0,155,3,17,45,37,53,60,4,0,0,225,0,0,0,3,0,0,0,0,0,4,3,0,3,3,4,8,0,0,0,25
LGA35670,0,15,19,29,22,9,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
LGA35740,671,666,1452,2335,2777,2322,753,90,3,11070,5,4,13,16,28,41,18,3,3,127,0,4,11,3,10,5,0,0,0,38,24,14,30,38,70,63,10,0,0,256,0,0,7,3,3,4,0,0,0,18,7,7,30,79,92,55,19,0,0,293,13,4,19,53,58,39,6,0,0,191,232,115,168,236,402,284,88,3,0,1529,291,163,258,258,273,190,35,0,0,1466,0,9,22,29,44,40,7,0,0,142,3,8,6,17,25,16,8,5,0,94,3,7,34,54,73,42,10,0,0,226,8,21,49,73,107,75,24,3,0,363,9,24,95,170,190,135,39,3,0,665,12,27,56,123,168,107,23,0,0,515,3,3,36,86,126,71,10,0,0,353,11,34,122,296,457,321,42,3,0,1297,32,77,244,467,705,599,93,3,0,2227,15,15,26,46,48,29,14,0,0,194,30,42,98,115,127,68,13,0,0,489
LGA35760,121,145,394,387,519,475,225,56,9,2335,11,34,71,75,95,62,66,20,0,432,0,0,4,5,4,3,0,0,0,21,3,0,11,10,10,11,0,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,6,4,7,4,3,0,0,31,3,0,3,5,8,0,0,0,0,24,39,19,34,33,39,36,14,0,0,222,20,9,23,26,38,21,4,0,0,138,0,3,3,4,17,13,4,0,0,50,0,0,0,0,0,0,0,0,0,6,0,3,8,8,6,0,5,0,0,30,0,0,3,4,3,5,3,0,0,22,0,3,7,10,4,9,0,0,0,44,3,13,23,15,19,17,3,0,0,100,3,3,17,24,14,18,0,0,0,84,3,11,37,56,90,62,12,0,0,268,16,23,41,68,98,103,19,0,0,370,0,0,0,0,3,0,0,0,0,5,8,6,11,15,10,6,0,0,0,58
LGA35780,26,44,86,78,68,54,12,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,7,6,10,3,3,0,0,0,36,3,0,5,3,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,9,5,15,20,19,9,0,0,0,77,0,11,32,19,15,13,0,0,0,98,5,11,38,30,31,18,0,0,0,131,0,0,0,0,0,0,0,0,0,3,8,5,12,9,3,3,0,0,0,29
LGA35790,11,19,39,55,67,27,5,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,4,4,7,13,16,5,0,0,0,45,6,11,24,10,18,6,0,0,0,71,4,3,21,8,20,26,0,0,0,88,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,4,0,0,0,19
LGA35800,5,23,67,63,69,96,31,8,0,366,0,4,11,10,21,12,15,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,3,9,5,4,6,0,0,0,34,0,0,7,0,12,7,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,9,5,15,3,0,0,0,35,0,7,14,9,13,12,0,0,0,62,0,3,13,8,13,18,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11
LGA36070,11,9,18,28,30,15,9,0,0,115,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,11,6,0,0,0,0,19,0,9,8,4,3,0,0,0,0,18,0,0,3,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,11
LGA36150,20,21,49,36,60,49,19,3,3,248,3,3,12,5,12,5,4,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,5,0,0,0,18,0,3,10,3,4,5,0,0,0,22,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,12,0,9,3,0,0,0,25,0,3,12,4,13,5,0,0,0,37,0,9,8,4,3,5,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5
LGA36250,2277,3224,6490,7572,8458,6406,1481,144,23,36082,12,18,18,49,64,36,11,9,0,222,3,4,33,40,22,15,4,0,0,123,82,104,255,384,452,272,46,0,0,1594,3,11,35,48,58,25,3,0,0,181,31,66,228,307,324,198,27,0,0,1179,21,50,174,193,241,123,34,5,0,835,749,594,657,653,831,600,108,3,0,4191,919,387,264,241,225,170,40,0,0,2249,18,73,167,240,288,191,39,3,0,1018,24,37,72,65,89,61,3,0,0,344,14,64,283,307,282,177,13,0,0,1140,25,70,140,141,206,133,38,6,0,761,59,174,354,497,503,262,70,3,0,1933,32,103,258,325,369,263,62,0,0,1404,8,76,376,557,623,373,45,0,0,2067,101,274,676,1073,1313,855,123,7,3,4423,200,576,1330,1513,1991,1521,268,7,0,7406,60,66,70,85,117,53,12,3,0,467,81,165,295,270,320,206,43,3,0,1389
LGA36300,19,27,58,33,40,53,12,4,0,232,4,9,17,3,12,14,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,0,9,0,0,3,0,5,3,0,0,0,15,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,11,0,0,6,6,8,8,0,0,0,27,0,0,8,0,3,3,0,0,0,17,0,3,0,4,6,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA36370,1120,1817,4173,3528,3652,2743,609,80,11,17735,13,10,25,38,46,60,38,20,3,256,0,22,45,37,45,7,3,0,0,156,28,51,123,134,97,38,3,0,0,477,0,23,130,82,51,22,0,0,0,312,11,22,57,80,95,59,5,0,0,334,10,21,61,49,47,23,0,3,0,222,407,338,397,361,397,250,56,3,0,2207,499,249,250,186,199,113,19,0,0,1517,4,37,102,83,116,68,13,0,0,436,7,19,24,18,18,9,4,0,0,91,4,21,87,71,58,43,4,0,0,294,27,32,63,39,63,34,6,0,0,270,26,89,173,148,122,67,14,0,0,644,12,41,90,96,137,85,19,0,0,485,8,77,300,262,259,156,26,0,0,1089,57,143,484,637,664,450,59,3,0,2492,76,417,977,787,965,757,118,3,0,4100,17,16,24,25,24,14,8,3,0,129,46,83,150,104,122,97,13,3,0,608
LGA36510,505,614,1211,1793,2196,1768,630,112,10,8838,12,29,75,77,102,124,81,31,0,522,0,3,0,11,0,0,0,0,0,18,30,21,41,78,91,43,12,0,0,316,0,3,6,5,15,3,0,0,0,30,15,13,45,65,69,53,9,0,0,275,5,15,15,21,43,28,0,0,0,133,144,90,129,148,195,129,26,7,0,872,218,99,101,112,118,85,22,0,0,753,3,11,15,45,68,30,22,0,0,201,0,4,5,13,20,11,5,0,0,65,0,14,34,38,41,25,0,0,0,157,0,9,20,32,42,38,10,0,0,155,17,20,75,117,118,68,17,0,0,435,4,21,37,72,93,76,18,6,0,319,3,7,57,122,129,65,16,0,0,400,15,41,136,297,362,256,53,5,0,1166,33,80,203,312,432,362,65,4,0,1492,21,18,28,36,36,15,5,0,0,158,17,39,54,74,65,52,12,0,0,312
LGA36580,267,352,876,990,1138,990,315,56,12,4987,8,16,34,44,60,76,44,6,0,283,0,0,4,3,5,0,0,0,0,13,25,26,96,90,76,51,3,0,0,364,0,3,5,7,3,7,4,0,0,30,8,6,20,31,23,11,9,0,0,110,6,7,14,19,18,12,0,0,0,79,79,71,74,93,102,67,15,0,0,497,77,32,48,39,64,31,6,0,0,298,3,9,15,26,29,37,7,0,0,129,6,0,3,6,7,5,6,0,0,30,0,4,16,19,24,10,0,0,0,78,0,9,15,9,14,19,3,0,0,71,3,11,39,27,34,29,5,0,0,148,3,10,22,33,31,40,11,0,0,153,3,4,37,58,93,57,5,0,0,265,10,21,89,139,174,115,7,0,0,553,15,65,131,188,198,185,28,3,0,814,8,9,6,13,22,14,3,0,0,67,11,14,31,28,34,28,8,0,0,152
LGA36630,383,506,1025,1109,1388,1175,426,101,15,6123,9,17,32,70,87,91,82,22,0,415,0,0,13,13,16,3,0,0,0,39,26,19,49,44,73,46,4,3,0,266,0,5,12,14,16,12,0,0,0,53,6,9,16,18,17,8,3,0,0,79,4,6,8,13,19,6,9,0,0,68,140,88,108,118,155,90,15,4,0,716,93,54,68,70,91,45,17,3,0,448,0,5,7,18,23,18,12,3,0,92,0,3,15,6,3,8,4,0,0,37,0,5,25,10,19,12,0,0,0,67,3,6,7,13,19,23,0,0,0,75,12,19,52,43,48,36,6,0,0,223,3,7,21,36,32,26,15,0,0,136,10,20,44,82,59,47,3,0,0,268,10,39,159,223,268,184,27,3,0,914,34,80,179,255,320,326,44,0,0,1244,3,4,8,6,16,0,0,0,0,39,13,16,36,48,40,23,8,0,0,185
