LGA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
LGA34570,0,10,0,11,14,16,10,15,16,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,15,0,8,0,5,3,5,0,3,4,35,0,0,3,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,0,0,0,0,18
LGA34580,282,599,398,637,1557,1552,971,2104,218,8312,17,98,95,160,119,123,69,115,18,814,3,0,3,6,9,0,4,5,0,33,11,27,36,59,79,78,24,19,5,330,0,6,6,6,10,6,3,0,0,37,3,28,20,17,20,22,19,18,4,151,12,8,7,13,37,22,19,14,0,128,30,175,126,165,161,49,59,54,11,834,19,236,94,90,45,33,26,39,12,585,7,41,34,37,28,40,13,24,6,222,0,8,0,3,6,3,0,3,0,26,9,11,17,19,50,17,17,9,0,144,5,14,4,14,34,20,11,15,0,110,12,58,57,59,74,55,28,24,4,375,17,83,40,45,38,27,12,14,3,283,36,18,36,43,124,51,47,30,6,386,39,161,180,234,183,99,62,134,10,1095,90,141,213,318,274,136,53,71,13,1312,5,24,13,13,5,3,0,5,3,73,7,55,34,39,39,34,12,19,4,253
LGA34590,1732,4346,3501,5374,15704,15619,8693,13993,1681,70645,12,71,43,90,120,54,27,50,7,470,5,7,15,11,38,49,26,38,0,179,91,231,267,405,1171,674,351,217,31,3432,17,7,25,20,104,76,22,23,4,304,69,281,237,256,396,445,159,166,20,2030,39,109,136,205,547,326,161,117,13,1659,273,1779,1331,1538,1623,668,427,413,84,8133,123,1390,745,713,469,328,199,244,58,4276,102,168,237,285,561,415,194,198,34,2182,26,54,57,69,173,92,38,47,0,569,119,72,173,252,635,380,150,132,14,1912,31,110,128,125,317,274,104,154,11,1265,107,352,326,406,686,562,212,259,23,2930,92,465,384,384,581,360,142,183,43,2626,216,163,307,360,1247,641,276,204,38,3453,346,975,976,1696,1397,856,468,765,57,7528,596,1107,1709,2768,3378,1455,579,716,162,12464,40,240,119,126,125,65,45,57,10,820,92,417,363,455,545,329,170,142,30,2535
LGA34710,31,46,28,54,158,190,119,299,25,961,3,7,3,9,3,20,3,46,3,93,0,0,0,0,0,3,0,0,0,3,0,3,0,4,7,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,9,0,0,0,0,3,4,0,3,0,19,0,20,6,23,18,10,8,9,0,101,9,16,10,13,11,10,3,16,3,83,0,3,0,4,5,3,0,0,0,21,0,0,0,3,3,3,0,0,0,13,3,0,0,3,3,7,3,3,0,27,0,0,0,0,3,0,0,3,0,6,0,3,0,6,10,7,6,6,0,33,0,6,3,7,7,3,4,6,0,41,7,3,3,4,20,22,8,13,0,85,7,8,22,23,13,13,25,24,0,144,22,4,13,20,54,49,19,18,4,209,3,0,0,0,0,3,3,0,4,13,4,3,0,3,3,3,3,5,0,22
LGA34770,980,1518,1049,1520,4843,4665,4059,9217,662,28518,26,84,67,50,23,62,18,110,15,455,59,47,46,65,110,105,125,272,5,827,21,99,91,80,141,182,83,83,4,776,4,8,7,9,31,28,8,11,0,112,27,126,73,96,120,76,50,67,6,636,20,38,33,63,139,84,70,49,0,492,139,841,597,682,648,216,187,202,34,3535,73,639,341,416,237,142,86,199,38,2171,34,92,86,114,182,109,85,101,3,806,11,21,15,23,41,21,11,15,0,156,32,35,59,66,139,106,43,31,8,523,13,58,35,54,138,77,36,60,0,480,49,172,140,182,257,177,82,98,7,1163,25,208,135,131,147,109,51,83,12,903,63,68,121,110,367,218,108,77,13,1147,132,444,420,665,440,330,244,460,27,3165,237,402,720,1057,1156,670,246,278,58,4823,8,77,45,36,31,18,10,18,4,250,33,203,142,146,202,127,59,81,11,1009
LGA34800,6,3,4,7,9,37,21,180,6,285,0,0,5,0,0,10,3,64,3,87,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,0,19,0,0,0,0,3,0,0,12,0,17,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,4,0,0,0,23,0,3,0,5,3,0,0,3,0,15,0,0,3,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA34830,0,3,0,3,21,0,6,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,21,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA34860,105,170,112,171,449,576,364,1377,75,3398,8,51,26,38,17,50,15,199,5,417,0,3,0,3,5,10,3,9,0,38,0,3,4,10,21,12,10,7,0,67,3,3,3,5,11,4,6,0,0,26,0,10,12,9,11,6,0,7,0,58,0,8,5,6,13,15,4,8,0,58,3,52,31,51,64,31,14,30,3,287,10,38,20,30,28,16,18,31,3,196,4,17,4,7,17,10,4,17,0,79,0,0,3,3,4,3,0,0,0,20,3,3,5,8,10,3,4,5,0,47,0,6,0,3,8,10,3,5,0,35,4,15,14,8,19,8,9,18,0,96,3,18,14,4,5,12,3,10,0,72,25,15,27,18,95,41,22,11,3,253,22,55,54,65,65,37,28,61,0,384,29,28,73,78,130,137,34,76,10,598,0,3,0,3,6,5,3,3,3,26,0,10,8,10,14,15,14,9,0,80
LGA34880,161,312,234,374,827,720,418,1122,114,4296,17,56,51,65,80,58,33,103,3,466,11,0,3,3,0,0,4,17,0,37,3,10,7,21,29,14,16,10,0,124,0,3,0,0,3,4,0,0,0,18,4,11,8,8,6,17,3,19,0,81,0,3,12,7,13,17,3,3,0,61,15,95,63,99,80,37,33,29,6,465,7,100,52,63,33,19,8,36,6,338,7,15,7,21,12,9,4,6,0,83,0,4,4,4,4,0,0,3,0,18,4,4,7,8,13,9,8,3,0,58,3,6,10,3,11,4,6,5,0,56,9,31,27,27,28,14,15,6,0,155,10,36,28,32,27,14,9,9,0,159,23,24,20,18,100,40,13,17,0,263,24,73,62,127,60,63,40,73,6,519,44,62,127,158,149,123,32,46,11,753,3,18,5,9,10,9,0,7,3,64,0,24,16,25,22,16,10,12,4,123
LGA35010,2759,6835,4846,7007,20300,21608,12180,20864,1930,98334,18,138,199,246,174,147,42,100,17,1094,21,16,17,27,63,77,36,96,0,356,103,382,340,414,879,564,258,265,33,3227,38,18,49,50,109,151,46,31,0,494,59,421,318,365,414,505,169,232,20,2511,35,164,166,231,468,347,145,128,9,1691,430,2804,1925,2166,2303,1009,635,632,125,12041,198,2330,1083,1070,731,444,306,406,89,6662,141,250,356,412,704,505,225,248,36,2869,25,115,81,115,193,128,65,54,5,775,175,128,275,416,959,604,240,206,14,3012,62,182,160,201,433,400,166,241,12,1856,184,641,658,669,1077,900,373,463,31,5012,124,715,513,518,679,457,180,236,35,3452,431,263,486,640,1944,1114,491,376,57,5807,500,1732,1653,2463,1778,1311,781,1321,80,11624,1083,1930,3447,4925,4782,2470,927,1049,192,20811,46,431,185,206,147,130,49,89,4,1296,109,673,569,651,684,420,209,241,38,3586
LGA35250,3,9,12,5,37,31,19,27,8,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,3,3,26,0,0,0,0,14,3,0,4,0,32,0,0,4,11,9,0,4,7,0,46,0,0,0,0,11,8,0,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,7,4,9,5,0,0,0,17
LGA35300,210,203,94,160,462,723,1373,1663,115,5005,0,6,3,3,3,5,0,18,6,48,21,6,8,7,16,76,147,142,4,419,0,7,0,9,23,20,7,4,0,77,0,0,0,3,5,8,0,3,0,21,3,4,4,5,15,11,4,8,0,62,0,0,0,0,15,15,10,15,0,54,16,100,58,75,110,40,24,43,0,467,9,49,33,70,59,39,19,27,3,310,7,12,3,11,27,23,18,18,0,124,5,11,0,3,7,9,0,0,0,37,0,4,3,5,17,7,10,3,0,55,3,3,8,6,18,11,9,15,4,68,4,10,3,3,29,10,13,15,0,94,3,18,19,22,25,30,16,22,7,162,16,11,9,19,120,81,32,29,4,316,23,52,68,161,109,87,56,83,4,635,53,41,74,120,237,211,45,56,3,843,0,8,3,4,3,0,3,3,0,23,4,28,19,21,26,36,17,16,0,170
LGA35600,31,53,30,61,201,207,92,330,27,1035,3,9,6,10,6,20,3,49,6,113,0,0,0,0,0,0,0,0,0,0,0,3,5,8,19,0,6,3,0,53,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,3,3,0,10,3,5,0,0,23,0,17,13,18,29,9,11,10,0,116,0,19,15,13,10,3,4,15,0,84,0,3,6,4,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,0,0,9,0,0,0,0,9,3,3,0,5,5,4,0,5,0,34,5,10,4,7,3,3,0,4,0,30,4,3,3,9,24,12,4,7,5,66,9,18,12,33,19,16,15,38,0,155,11,12,20,29,58,55,8,24,3,225,0,0,0,0,0,3,0,0,0,4,3,3,3,3,5,0,0,4,0,25
LGA35670,0,5,5,7,19,20,22,18,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
LGA35740,357,1142,816,1270,1688,2055,1095,2441,201,11070,9,23,11,26,12,22,5,15,0,127,0,3,4,9,0,0,0,17,0,38,4,42,27,50,45,29,25,28,0,256,0,3,0,6,3,3,0,3,0,18,6,71,32,51,42,45,14,30,3,293,4,23,33,40,38,16,10,26,0,191,36,379,261,328,209,129,78,101,7,1529,41,354,234,297,178,123,87,146,11,1466,7,25,25,26,28,16,7,19,0,142,4,9,11,15,17,18,7,16,0,94,5,29,26,27,38,42,22,31,3,226,15,41,33,57,78,57,35,45,3,363,22,103,108,107,113,97,43,72,3,665,18,141,88,87,58,58,25,45,10,515,20,38,42,53,90,58,22,19,3,353,59,232,170,283,150,162,83,155,9,1297,112,280,445,583,368,212,86,115,20,2227,4,52,27,47,18,20,9,12,3,194,12,121,90,87,62,63,22,28,8,489
LGA35760,65,127,94,168,265,391,253,880,88,2335,12,50,37,55,24,63,39,149,5,432,0,0,0,0,0,0,0,14,0,21,3,9,10,5,9,3,3,5,0,45,0,0,4,0,0,0,0,0,0,4,0,6,3,4,0,3,0,6,0,31,0,4,0,0,6,7,0,4,0,24,8,38,44,42,31,16,18,21,0,222,6,39,23,15,8,15,0,31,3,138,0,0,18,14,4,5,4,10,0,50,0,0,0,0,0,0,0,0,0,6,0,0,7,3,3,3,0,0,0,30,0,3,0,4,7,3,0,3,0,22,0,7,6,5,8,8,4,3,0,44,7,19,9,14,20,17,12,15,0,100,3,8,6,13,28,9,7,11,4,84,12,40,40,66,20,32,27,41,3,268,29,44,64,79,63,42,18,29,3,370,0,3,0,0,0,0,0,0,0,5,0,15,3,7,8,11,0,6,0,58
LGA35780,20,16,15,35,102,75,21,76,7,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,4,16,0,0,7,0,36,0,0,0,3,0,3,0,4,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,3,6,4,4,42,7,0,5,0,77,7,3,6,29,23,6,4,22,0,98,3,5,8,17,38,33,4,14,4,131,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,6,0,0,0,29
LGA35790,7,50,17,37,43,36,9,40,3,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,6,0,6,0,8,16,6,4,9,0,45,0,13,9,16,11,8,3,15,0,71,5,11,4,6,13,17,8,18,0,88,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,4,0,19
LGA35800,13,20,16,18,49,63,32,160,8,366,0,9,3,6,3,11,3,34,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,7,4,0,10,3,5,0,4,0,34,0,3,9,0,0,0,3,10,0,27,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,4,7,3,4,4,3,10,3,3,0,35,3,9,11,15,6,4,3,11,3,62,4,7,5,9,5,15,4,5,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11
LGA36070,0,33,0,8,17,27,0,26,5,115,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,3,0,19,0,9,0,4,0,0,3,0,0,18,0,3,0,5,0,5,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,11
LGA36150,11,9,5,11,28,45,13,121,9,248,0,0,0,8,0,6,0,25,0,46,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,18,0,3,0,0,0,0,0,9,0,22,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,6,0,0,0,25,0,3,0,14,0,4,0,7,0,37,0,0,3,0,9,4,0,4,0,29,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5
LGA36250,932,2646,1839,2456,6469,7998,4607,8532,600,36082,11,29,39,42,45,27,10,12,0,222,5,7,12,16,15,43,15,21,0,123,48,149,168,207,440,301,145,121,19,1594,4,6,11,19,50,57,15,15,0,181,37,148,138,186,199,248,99,112,9,1179,28,61,81,106,215,205,80,66,3,835,134,1108,683,717,714,330,228,239,40,4191,55,841,358,359,226,150,90,143,25,2249,38,78,126,154,238,193,77,110,12,1018,10,45,52,40,84,53,21,34,3,344,74,56,114,163,307,235,94,93,10,1140,21,99,82,94,160,166,53,89,3,761,55,254,224,280,434,362,143,167,15,1933,31,329,221,226,250,166,80,92,16,1404,137,90,181,226,743,387,165,119,18,2067,171,644,591,896,705,551,312,529,26,4423,368,686,1279,1781,1654,926,290,370,63,7406,20,143,83,71,61,37,26,35,0,467,40,266,235,255,267,163,80,73,16,1389
LGA36300,3,12,8,3,33,47,13,103,10,232,4,3,0,0,0,8,8,36,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,4,0,9,0,3,0,3,3,0,0,3,0,15,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,3,0,0,0,0,0,0,0,11,0,0,5,3,15,3,0,3,0,27,0,0,3,0,3,0,0,3,0,17,0,0,0,7,3,7,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36370,585,1296,776,1122,4016,3353,2113,4128,337,17735,11,30,32,35,23,35,11,67,8,256,10,8,8,10,28,27,17,58,0,156,11,52,25,49,163,98,28,43,3,477,14,8,29,38,68,108,28,19,0,312,14,55,40,64,75,52,14,27,3,334,7,23,20,22,65,44,21,18,4,222,83,530,379,386,406,149,129,120,22,2207,64,498,266,232,175,102,49,115,22,1517,27,47,46,69,115,65,37,39,3,436,4,21,7,9,26,9,10,7,0,91,12,22,35,51,91,52,21,15,0,294,7,23,21,23,85,32,38,33,3,270,22,81,70,95,177,91,35,71,0,644,20,95,70,94,90,46,27,32,6,485,68,43,89,104,424,180,92,77,8,1089,119,304,301,511,459,302,178,297,14,2492,240,300,555,869,1004,609,209,281,38,4100,3,50,18,13,11,16,5,10,0,129,28,110,87,108,141,76,30,40,4,608
LGA36510,291,644,486,665,1406,1714,1015,2407,208,8838,11,87,62,68,48,71,45,120,8,522,0,0,0,3,0,4,3,4,0,18,10,44,35,58,57,48,32,29,0,316,0,0,5,6,11,4,0,4,0,30,6,58,31,47,32,56,17,26,8,275,3,15,19,16,29,29,9,19,0,133,24,221,143,173,124,73,48,55,10,872,24,232,136,145,75,36,36,55,17,753,9,38,41,30,26,28,10,27,0,201,3,13,8,8,9,8,0,10,0,65,8,13,23,26,37,27,7,14,0,157,8,10,18,17,36,33,12,24,0,155,15,52,64,68,63,74,35,50,8,435,9,95,40,57,34,34,14,30,11,319,29,27,41,46,127,55,35,25,9,400,62,154,163,268,163,131,80,131,7,1166,88,149,268,365,297,174,52,80,18,1492,7,35,13,31,22,19,8,22,3,158,12,67,59,43,49,34,20,28,5,312
LGA36580,161,365,235,370,818,967,575,1354,142,4987,11,41,34,34,26,43,13,81,7,283,3,0,0,0,0,3,0,5,0,13,15,29,26,58,69,85,31,47,3,364,0,4,0,6,11,4,3,0,0,30,4,22,9,13,10,22,10,20,0,110,3,10,4,8,15,18,12,7,0,79,13,114,88,99,78,38,27,31,5,497,7,95,53,54,16,18,13,26,6,298,3,11,17,21,16,18,12,20,0,129,0,12,3,0,4,3,0,3,0,30,3,4,6,16,26,13,6,3,0,78,0,6,5,16,14,11,3,14,0,71,0,24,23,27,25,23,8,15,0,148,4,44,29,22,15,13,3,5,0,153,19,8,20,25,99,35,30,20,3,265,22,86,85,134,69,50,38,65,3,553,47,62,152,188,185,101,24,38,11,814,0,19,12,9,3,12,0,10,0,67,7,35,36,20,28,12,9,15,3,152
LGA36630,214,473,311,537,1064,949,648,1770,155,6123,9,47,46,55,23,47,13,154,12,415,3,0,3,0,4,3,9,17,0,39,19,24,29,38,67,43,23,24,0,266,0,4,10,7,14,9,5,0,0,53,3,20,9,12,13,13,4,9,0,79,0,10,11,18,13,10,7,6,0,68,31,170,114,127,127,57,36,44,7,716,19,130,83,81,40,24,13,49,11,448,5,27,17,12,15,8,5,11,0,92,0,7,0,8,10,3,4,5,0,37,4,3,14,13,19,12,0,6,0,67,0,5,10,14,20,12,5,13,0,75,0,32,27,35,47,31,18,25,0,223,8,45,20,22,22,11,6,14,0,136,16,15,25,20,103,40,22,20,5,268,43,103,144,228,91,99,64,126,13,914,62,142,203,311,233,143,50,81,12,1244,3,17,0,8,7,4,0,0,0,39,7,54,26,24,21,27,7,13,0,185
