LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA35780,63,240,147,25,473,80,7,567,6,17,8,0,28,17,0,50,0,0,0,0,4,0,0,4,6,14,8,0,31,17,0,47,4,0,6,0,8,10,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11,7,0,21,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,5,3,6,0,0,7,7,0,15,0,4,0,0,4,0,0,4,5,5,4,0,12,20,0,32,0,0,0,0,0,4,0,4,81,264,160,25,530,132,9,676
LGA35790,39,167,133,21,358,36,6,397,3,3,0,3,5,4,0,13,5,5,3,0,13,7,0,21,4,10,3,3,17,11,0,34,12,0,5,3,19,14,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,3,19,14,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,5,0,19,0,0,0,0,0,0,0,0,3,3,3,0,9,8,0,19,0,0,0,0,0,0,0,0,61,175,137,29,405,68,7,483
LGA35800,178,106,83,6,380,198,20,598,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,0,0,9,11,0,16,0,4,0,0,6,6,0,15,185,111,87,6,390,230,20,647
LGA36070,41,49,43,15,150,29,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,25,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,25,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,55,61,44,13,173,41,3,218
LGA36150,84,75,29,0,190,86,7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,93,80,26,0,201,118,7,319
LGA36250,13718,17432,4981,403,36537,6884,1135,44559,651,140,212,15,1028,1387,50,2457,506,345,527,28,1406,946,120,2468,1158,487,737,46,2430,2331,173,4931,419,97,199,13,729,1125,35,1882,91,20,42,0,158,90,6,251,70,11,26,0,102,114,14,225,0,0,0,0,0,3,0,3,585,121,268,15,990,1324,53,2362,29,0,7,0,35,78,5,119,54,10,7,3,66,146,6,221,3,3,0,0,5,4,0,8,8,3,3,0,7,11,0,20,90,13,17,3,126,237,18,370,38,32,26,0,99,111,12,223,15589,18086,6032,464,40171,10890,1389,52446
LGA36300,89,68,30,3,192,73,6,271,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,0,0,0,5,3,0,10,94,68,33,3,195,89,8,295
LGA36370,6826,7929,3588,320,18658,5400,805,24867,262,125,138,23,547,841,60,1446,74,35,38,5,151,334,36,522,334,158,177,30,699,1175,96,1968,126,80,106,8,325,635,83,1041,7,0,4,0,13,20,4,35,27,4,0,3,42,39,3,81,0,3,3,0,3,9,0,11,163,93,117,9,381,709,88,1177,23,3,3,0,29,89,3,119,4,0,0,0,13,25,4,32,11,8,0,0,22,15,0,33,9,10,7,0,29,12,0,39,49,23,10,0,83,136,6,228,26,22,14,3,70,59,6,131,7391,8229,3905,366,19890,7472,1006,28375
LGA36510,4493,4210,1441,111,10249,2519,333,13100,62,12,47,7,132,266,11,410,16,10,8,0,40,47,4,90,78,24,62,7,166,315,14,500,23,0,13,0,41,114,0,156,3,0,3,0,9,34,0,46,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,30,4,17,0,52,149,8,202,28,4,0,0,35,69,5,115,8,3,3,0,12,8,0,25,4,4,0,0,14,6,0,19,19,8,4,0,27,13,0,42,60,18,11,0,92,94,9,196,20,7,9,0,30,10,0,47,4683,4263,1527,115,10591,3093,359,14043
LGA36580,2683,2428,984,73,6171,1822,284,8279,14,19,7,3,43,30,0,73,3,4,3,0,9,0,0,12,19,21,4,3,46,28,0,81,0,3,4,0,14,28,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,28,3,39,6,8,3,0,15,43,5,68,3,0,0,0,4,3,0,9,3,4,0,0,3,3,0,11,3,3,0,0,4,5,3,13,15,13,4,0,32,55,6,99,25,11,10,0,54,31,0,86,2746,2469,1016,81,6315,1968,300,8579
LGA36630,3845,2798,1308,114,8056,2831,393,11275,33,20,30,0,81,219,10,312,0,0,4,0,3,3,0,12,32,20,36,0,84,226,12,321,49,19,31,5,109,271,23,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,50,19,31,5,106,277,23,409,21,4,3,3,38,80,5,120,0,0,0,0,5,8,0,13,11,4,3,0,18,23,0,43,17,0,4,0,20,6,0,28,55,16,9,3,82,119,4,204,23,13,4,0,35,10,0,49,4000,2862,1387,122,8368,3460,434,12265
LGA36660,4082,3310,1306,128,8827,2942,283,12046,120,29,58,6,218,431,11,657,8,4,6,0,26,21,0,43,127,34,68,6,241,446,19,703,33,14,35,3,82,234,18,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,18,35,3,82,241,18,334,19,8,0,0,27,59,5,90,12,3,3,0,14,21,0,36,9,3,0,0,15,12,3,25,11,7,5,0,22,6,0,32,40,23,8,0,71,105,10,184,28,17,16,0,64,22,3,89,4315,3400,1427,143,9278,3747,325,13355
LGA36720,26066,28916,8788,639,64404,12758,2810,79971,2560,410,659,54,3679,3990,249,7919,1437,819,972,78,3302,1910,390,5609,3996,1223,1628,134,6980,5901,644,13524,918,413,682,56,2072,2516,365,4956,706,222,278,27,1229,1043,219,2492,2037,477,470,52,3040,2015,357,5418,12,5,4,0,22,30,0,56,3666,1119,1445,137,6359,5607,945,12917,243,22,30,0,288,484,35,810,164,17,31,0,213,431,16,666,11,8,3,0,24,18,0,41,25,22,4,0,51,16,6,76,435,68,74,3,575,956,53,1586,170,94,44,3,314,264,12,590,34331,31421,11977,913,78641,25485,4464,108589
LGA36820,2969,2133,962,82,6148,2085,230,8462,46,8,21,0,78,140,3,220,3,4,3,0,9,30,0,37,52,12,25,3,88,166,3,258,64,17,53,7,136,260,12,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,17,51,7,138,260,12,412,33,4,0,0,33,103,4,146,8,0,0,0,5,22,0,32,8,0,3,0,8,12,3,19,11,4,0,0,19,7,4,30,53,11,7,3,68,140,11,221,15,6,0,0,25,19,3,46,3149,2176,1050,98,6468,2671,258,9397
LGA36910,15156,16132,5423,459,37163,9809,1429,48398,1045,343,466,64,1916,2945,239,5096,233,105,203,22,561,700,108,1368,1281,441,665,89,2474,3638,349,6466,434,210,246,39,926,1410,161,2490,5,0,5,0,13,49,3,59,22,4,5,0,36,43,0,73,4,0,0,0,3,3,0,4,459,214,254,39,970,1502,163,2638,33,5,3,0,47,97,9,146,9,0,3,0,14,12,0,25,14,3,3,0,15,12,0,27,31,35,15,5,81,29,8,112,85,48,25,5,158,149,17,322,70,74,18,3,171,202,17,385,17055,16912,6388,590,40943,15294,1963,58204
