LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA33220,..,38,135,43,28,23,26,29,16,21,356,..,9,36,11,7,8,11,13,6,8,118,..,0,0,0,0,0,0,0,4,0,10,..,0,0,0,0,0,0,0,0,0,0,..,9,40,11,7,8,11,19,11,15,127,..,0,0,0,0,0,0,0,0,0,0,..,41,177,51,40,38,40,39,28,31,490,57,117,101,5,18,8,15,16,13,15,359,7,18,30,6,0,9,7,16,5,8,110,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,7,20,35,6,0,9,7,16,4,12,121,0,0,0,0,0,0,0,0,0,8,8,65,133,136,12,16,18,23,28,25,28,487,174,68,114,19,19,13,24,35,12,27,505,23,36,123,29,26,23,27,31,17,8,339,0,0,6,0,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,20,36
LGA33360,..,32,165,70,73,73,39,26,16,22,514,..,6,114,36,55,49,62,45,22,19,400,..,0,0,0,0,0,4,13,14,4,49,..,0,0,0,0,0,0,0,0,0,6,..,6,116,33,60,48,70,60,36,25,452,..,0,0,0,3,0,0,0,0,0,7,..,37,281,111,138,123,112,88,49,40,976,41,88,121,24,29,32,22,26,10,18,402,3,19,81,23,23,19,35,16,11,8,254,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,3,3,0,0,0,0,7,3,19,84,28,21,21,35,16,18,19,265,0,0,0,0,0,0,0,0,0,0,0,46,109,209,53,49,57,60,45,25,32,672,166,70,160,47,54,49,31,24,11,19,627,32,30,201,56,79,57,63,47,28,6,599,0,0,14,0,3,0,4,5,8,5,39,0,0,0,0,0,0,0,0,0,0,5,33,29
LGA33430,..,609,2742,707,768,654,579,463,317,406,7240,..,139,828,227,296,273,384,250,101,141,2651,..,0,5,4,19,38,68,114,120,59,434,..,0,8,8,4,0,3,7,0,3,22,..,146,842,233,314,319,458,369,225,205,3111,..,0,3,0,0,0,0,3,8,18,40,..,748,3587,942,1079,970,1029,842,552,628,10388,1317,2651,2845,443,432,384,398,451,370,365,9659,367,819,1111,260,371,576,852,901,628,315,6207,4,18,16,12,29,68,105,179,182,132,748,0,4,0,0,0,4,3,6,0,6,37,366,846,1129,271,406,648,964,1082,809,457,6990,3,0,7,3,0,0,0,0,0,25,35,1685,3495,3983,717,835,1033,1366,1535,1178,846,16678,3323,1923,3287,816,784,667,623,578,343,384,12727,1060,1174,3400,582,723,909,1078,1008,534,319,10804,7,45,190,59,89,111,159,192,171,145,1177,4,7,26,0,0,3,8,8,3,3,64,1071,1233
LGA33610,..,0,9,9,0,4,0,0,3,3,22,..,0,9,3,0,0,4,0,0,0,20,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,9,3,0,0,4,0,3,0,24,..,0,3,0,0,0,0,0,0,0,3,..,0,17,11,3,3,4,3,6,3,51,4,4,4,0,0,0,3,0,3,0,22,0,0,9,0,5,0,3,6,0,0,23,0,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,4,7,0,3,31,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,5,3,3,8,3,3,51,8,3,12,3,8,3,3,5,0,0,48,0,3,33,7,6,6,11,10,3,0,88,0,0,5,0,0,4,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA33620,..,19,69,8,19,18,8,5,8,8,168,..,7,7,3,6,7,0,0,0,3,40,..,0,0,0,0,0,0,3,4,0,9,..,0,0,0,0,0,0,0,0,0,0,..,7,7,3,6,7,0,4,4,3,43,..,0,0,0,0,0,0,0,0,0,0,..,20,81,14,24,23,10,9,11,9,210,24,43,47,3,4,9,0,11,0,8,145,3,6,15,3,0,11,4,3,4,0,51,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,15,3,0,8,4,3,8,3,57,0,0,0,0,0,0,0,0,0,0,0,23,48,63,9,10,19,3,13,5,8,203,60,17,39,12,10,16,6,6,3,6,178,7,8,43,4,6,7,12,11,9,6,110,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,7,15
LGA33800,..,0,12,0,0,0,4,0,0,3,18,..,3,6,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,6,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,4,14,0,0,0,4,3,0,3,33,3,3,8,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,9,3,0,25,8,0,10,3,0,3,0,0,0,0,32,0,0,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33830,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,..,169,818,214,274,226,164,113,74,117,2162,..,92,521,170,193,136,169,133,46,87,1544,..,0,11,5,8,24,42,56,56,19,221,..,0,3,3,6,0,4,4,5,3,29,..,99,536,176,203,165,217,193,104,103,1791,..,0,0,0,0,0,0,0,0,5,15,..,264,1356,387,480,391,381,302,176,224,3967,302,622,669,114,106,114,76,80,36,72,2198,190,456,573,108,179,131,142,135,67,77,2055,0,3,4,3,5,8,24,32,22,14,124,3,7,4,0,3,0,0,0,0,7,33,187,462,584,114,184,142,167,174,95,98,2210,0,3,0,0,0,0,0,0,0,12,21,494,1083,1257,226,296,256,239,255,134,178,4423,1018,444,661,184,193,153,116,97,47,94,3012,542,548,1072,199,220,204,193,150,72,78,3294,6,17,85,16,29,19,16,16,23,13,250,6,10,15,5,0,3,0,0,0,0,51,557,575
LGA33980,..,5,54,9,8,13,13,14,4,11,130,..,3,15,16,12,14,9,5,3,0,80,..,0,0,0,0,0,3,4,3,0,12,..,0,0,0,0,0,0,0,0,0,0,..,3,15,16,14,14,7,8,6,0,89,..,0,0,0,0,0,0,0,0,0,0,..,10,69,25,24,30,18,17,12,9,217,12,18,26,6,3,8,11,3,3,3,87,0,8,20,6,3,4,9,3,3,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,6,3,4,7,5,3,7,61,0,0,0,0,0,0,0,0,0,0,0,10,20,48,7,8,8,18,8,11,6,148,65,30,70,24,23,24,15,8,7,0,254,5,21,84,28,19,16,14,4,5,0,197,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,5,21
LGA34420,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,..,12,51,8,18,12,11,5,7,10,146,..,0,15,0,6,4,10,8,0,5,50,..,0,0,0,0,0,7,3,0,3,11,..,0,0,0,0,0,0,0,0,0,0,..,0,15,0,6,4,10,9,4,10,61,..,0,0,0,0,0,0,0,0,0,0,..,14,74,8,25,19,21,14,16,13,204,17,34,54,11,19,5,3,7,6,7,159,3,12,8,0,4,4,7,0,6,3,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,11,0,4,4,7,0,3,3,49,0,0,0,0,0,0,0,0,0,3,0,19,46,62,9,24,11,13,7,6,17,209,67,24,56,10,14,17,4,8,3,5,212,8,3,34,6,6,7,13,4,7,3,91,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,3
LGA34570,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,..,15,40,10,6,8,6,3,3,11,102,..,3,18,3,3,14,10,15,11,14,91,..,0,0,0,0,3,6,7,10,0,31,..,0,0,0,0,0,0,0,0,0,0,..,3,18,3,3,18,14,23,21,14,117,..,0,0,0,0,0,0,0,0,0,0,..,17,59,16,12,24,24,23,18,26,221,32,50,34,4,10,6,6,26,12,6,187,7,25,33,16,19,20,40,64,56,29,297,0,0,3,0,3,0,10,34,28,24,101,0,0,0,0,0,0,0,0,0,0,7,7,25,34,13,27,24,46,99,83,51,406,0,0,0,0,0,0,0,0,4,5,5,35,80,73,15,30,32,54,121,94,64,601,80,32,49,7,6,11,9,13,7,14,232,10,16,74,17,25,58,80,90,57,41,464,0,10,9,6,15,32,35,108,28,46,282,0,0,0,0,0,0,0,0,0,3,7,12,27
LGA34590,..,298,1230,291,396,318,248,218,97,207,3301,..,144,945,224,263,476,259,203,111,98,2732,..,4,21,10,24,92,78,128,206,84,641,..,0,6,4,0,11,4,3,3,7,38,..,151,978,240,291,572,345,334,316,187,3418,..,3,7,0,0,0,6,0,0,15,34,..,449,2220,528,689,888,596,555,415,407,6746,748,1363,1231,190,226,191,159,167,89,159,4525,397,818,1414,253,277,387,320,269,158,115,4399,5,13,45,33,26,80,70,76,92,35,464,9,12,11,7,5,3,3,0,4,6,54,406,841,1471,297,299,468,388,345,252,151,4924,0,8,5,0,0,3,0,0,0,10,27,1156,2209,2707,488,528,659,548,508,348,320,9475,2066,839,1236,265,330,184,157,149,73,197,5496,1302,965,2184,338,416,472,348,282,152,142,6604,13,50,257,80,105,208,94,99,94,40,1040,8,7,25,0,0,6,3,4,0,8,75,1330,1024
LGA34710,..,0,0,0,0,0,4,0,0,0,3,..,0,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,4,3,0,0,8,3,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,5,3,0,5,0,0,0,0,0,0,21,0,0,7,0,3,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34770,..,55,243,80,78,40,40,21,19,20,600,..,7,179,51,71,50,80,39,20,13,506,..,0,3,0,0,0,7,18,9,3,44,..,0,0,0,0,0,0,0,0,0,3,..,8,183,51,68,50,88,64,29,16,556,..,0,0,0,0,0,3,0,0,0,3,..,64,423,137,147,90,128,80,49,39,1152,86,184,231,43,41,24,13,14,6,24,668,3,53,240,59,39,39,40,29,15,11,520,0,0,0,0,0,3,3,4,4,3,14,0,0,3,0,0,0,0,0,0,0,4,3,53,239,59,40,43,40,37,19,12,545,0,0,0,0,0,0,0,0,0,3,3,88,232,476,105,82,65,57,47,26,34,1212,244,122,279,82,82,41,28,25,19,36,959,51,83,395,71,106,74,75,55,27,13,953,0,0,18,0,10,6,8,6,5,5,58,0,0,3,0,0,0,3,0,0,0,7,51,81
LGA34800,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,..,3,15,4,5,3,8,3,0,3,41,..,0,9,10,0,3,9,6,0,5,44,..,0,0,0,0,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,0,..,0,9,10,0,4,7,6,0,9,47,..,0,0,0,0,0,0,0,0,0,0,..,6,21,13,8,8,13,7,0,10,88,7,9,4,0,0,4,5,4,3,0,35,0,0,16,5,3,12,4,0,0,0,37,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,8,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,4,9,22,7,3,13,7,3,4,0,78,14,13,20,9,11,5,4,8,0,7,83,0,4,68,10,11,19,10,8,0,6,139,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA34880,..,9,21,8,9,10,8,5,9,3,83,..,3,10,9,10,8,3,5,0,0,46,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,3,10,9,10,8,3,7,3,4,45,..,0,0,0,0,0,0,0,0,0,0,..,10,32,13,13,16,17,12,10,9,130,11,20,16,0,7,4,0,7,0,3,68,0,9,12,0,5,0,7,17,5,9,68,0,0,0,0,0,0,4,14,3,15,40,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,4,4,15,27,6,22,102,0,0,0,0,0,0,0,0,0,3,4,17,26,31,0,9,6,15,30,16,33,182,44,11,30,13,10,4,6,12,3,3,133,9,7,51,12,14,17,23,18,10,14,184,0,3,0,0,4,3,8,21,8,17,66,0,0,0,0,0,0,0,0,0,0,0,9,13
LGA35010,..,411,1858,507,506,444,303,303,135,196,4657,..,76,559,179,197,127,117,108,55,66,1487,..,0,4,7,0,19,15,32,66,12,159,..,0,5,0,0,3,3,4,0,0,18,..,84,564,185,202,145,130,145,131,82,1662,..,0,6,0,0,4,0,0,3,3,12,..,494,2430,684,710,593,437,446,265,280,6336,658,1609,1767,257,249,179,121,123,90,160,5204,156,344,696,134,144,92,113,135,92,77,1971,3,15,6,0,5,11,19,60,92,72,281,0,3,3,3,0,0,0,0,0,3,17,161,362,702,137,145,98,130,196,186,151,2273,0,3,6,0,0,0,0,0,0,35,50,818,1973,2476,390,397,276,247,318,281,343,7527,1974,872,1359,331,338,284,174,159,91,158,5736,498,443,1308,255,280,236,248,246,142,106,3763,6,34,53,12,28,47,66,124,110,133,608,4,6,6,0,3,0,0,0,4,0,33,510,477
LGA35250,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,..,8,62,22,36,7,11,14,10,15,194,..,0,27,13,27,19,11,11,0,14,124,..,0,0,0,3,0,0,9,6,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,27,13,31,19,15,14,8,14,139,..,0,0,0,0,0,0,0,0,0,0,..,8,87,35,68,30,27,26,20,30,335,21,35,35,14,23,17,11,7,5,8,170,0,14,35,11,11,17,8,5,3,3,114,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,35,11,11,17,8,5,3,3,114,0,3,0,0,0,0,0,0,0,0,3,19,46,73,28,32,35,23,14,12,15,287,81,26,78,36,34,23,19,10,10,12,333,12,21,101,26,33,26,21,21,19,4,282,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,14,21
LGA35600,..,0,4,0,0,0,0,0,0,0,6,..,0,3,0,0,3,10,0,0,0,17,..,0,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,14,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,3,14,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,0,12,5,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,0,35,10,3,8,0,0,0,4,0,0,3,27,0,0,6,0,0,3,13,3,5,0,32,0,0,6,0,0,3,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,..,58,192,51,47,32,32,35,20,20,488,..,12,26,5,14,19,16,11,9,4,107,..,0,0,0,0,0,0,4,10,0,17,..,0,0,0,0,0,0,0,0,0,0,..,12,26,5,14,19,18,12,17,4,123,..,0,3,0,0,0,0,0,0,0,3,..,69,215,55,66,54,49,50,39,19,614,47,158,152,25,13,12,23,21,10,11,468,0,14,28,3,10,9,4,10,16,3,99,0,0,0,0,0,0,0,6,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,14,28,3,10,8,11,16,13,5,108,0,0,3,0,0,0,0,0,0,0,7,46,178,182,28,22,21,29,35,24,21,580,147,61,101,24,24,33,13,29,7,26,459,21,21,99,16,28,35,26,33,22,13,313,0,0,6,0,0,3,7,3,3,3,27,0,0,0,0,0,0,0,0,0,0,3,18,21
