LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,70,63,121,45,27,19,8,0,378,0,0,0,0,0,0,0,0,0,0,69,130,101,208,100,51,39,10,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,0,17,20,48,32,107,76,51,25,17,9,377,0,0,0,0,0,0,0,0,0,0,51,113,72,179,124,94,55,18,9,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,6,7,38,24,16,6,0,0,94,0,9,6,20,25,24,21,8,5,127,0,6,14,33,53,27,10,3,0,140,3,62,85,408,238,235,199,109,65,1402,137,278,298,749,489,501,479,398,378,3698,3883,9427,8616,17621,11122,10278,7954,4079,2044,75022,0,0,3,8,3,5,0,0,0,27,7636,16783,14399,24862,13492,13367,9793,4417,1856,106607,0,0,0,3,5,0,0,0,0,9,0,0,4,21,14,9,6,0,0,51,0,0,0,10,5,8,0,0,0,25,5,17,32,72,69,53,43,16,7,307,0,5,0,8,12,7,12,0,0,49,3,24,56,172,101,45,47,24,7,467,0,0,7,16,27,26,37,30,3,156,0,3,9,13,3,10,21,8,0,63,39,636,768,1516,2205,1612,1735,1011,324,9832,4,10,18,102,71,57,18,10,3,296,0,10,4,39,39,34,21,13,3,162,0,10,32,93,104,112,250,92,40,734
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,3,4,3,0,34,30,44,42,103,55,44,22,20,4,378,0,0,0,0,0,0,0,0,0,0,50,84,81,180,81,96,50,32,13,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,31,23,99,20,6,0,0,0,175,0,0,0,0,3,4,0,0,4,16,0,12,10,35,6,4,0,0,0,74,3,35,44,138,65,29,13,9,3,342,159,273,431,697,400,384,280,220,99,2952,2747,5350,5538,10395,5253,4597,3249,2161,1032,40321,0,20,19,42,9,3,0,0,0,90,5114,9831,9440,16196,8140,7508,5190,3186,1346,65958,3,15,9,56,20,3,0,0,0,99,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,6,28,4,14,3,0,0,62,0,0,0,0,0,0,0,0,0,4,0,7,19,91,28,19,6,5,0,176,0,0,0,0,4,0,0,0,0,10,0,3,0,4,3,4,3,0,0,11,3,38,48,146,202,230,244,108,36,1057,0,7,7,42,29,10,3,3,3,103,0,0,0,3,4,3,3,0,0,21,0,4,10,30,22,21,32,27,3,149
LGA36510,0,0,0,6,0,0,0,0,0,7,0,0,0,3,5,7,10,0,3,30,0,0,3,4,7,11,0,0,0,29,0,3,10,60,34,43,43,17,22,242,60,172,173,401,279,297,226,126,33,1773,986,2755,2065,4395,3079,2936,2451,1187,463,20308,0,0,0,0,0,0,0,0,0,0,1885,4983,3587,6483,4252,4098,3341,1634,548,30803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,3,21,20,15,10,3,0,78,0,0,0,4,0,0,0,0,0,3,0,3,3,10,8,3,8,0,0,34,0,0,0,0,3,0,4,0,0,12,0,0,0,0,3,0,4,0,0,10,3,63,57,219,375,391,457,236,71,1868,0,5,6,12,0,0,0,3,0,28,0,0,5,10,5,5,3,4,0,35,0,3,8,30,32,43,61,39,12,226
LGA36580,0,3,0,10,8,6,0,0,0,36,0,0,0,0,3,5,0,0,0,7,0,0,0,3,3,3,0,0,0,8,0,5,3,22,23,24,21,5,3,109,65,135,116,244,165,193,141,56,23,1137,787,1694,1278,2734,1692,1841,1432,558,197,12215,0,0,0,0,0,0,0,0,0,0,1425,3081,2253,4106,2506,2692,2135,862,253,19297,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,4,11,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,5,3,0,0,30,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,21,53,175,190,224,114,32,811,0,0,3,0,3,0,0,0,0,12,0,0,0,3,4,4,4,0,0,12,0,0,3,15,15,24,42,22,3,123
LGA36630,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,3,0,0,12,0,3,3,20,14,22,20,6,9,98,52,105,114,274,201,218,205,110,45,1322,890,2066,1596,3333,2170,2421,2187,995,407,16071,0,0,0,0,0,0,0,0,0,0,1702,4008,2974,5380,3342,3680,3329,1532,553,26503,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,7,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,3,5,0,32,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,5,0,0,5,4,8,13,37,137,165,317,146,31,856,0,0,0,5,7,7,0,0,0,20,0,0,0,3,0,6,12,0,0,30,0,0,0,18,14,13,64,34,6,154
LGA36660,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,3,0,0,16,0,11,16,48,25,32,23,16,3,173,43,101,90,255,174,228,228,108,78,1303,984,2208,1792,3577,2374,2688,2339,1292,574,17831,0,0,0,3,0,0,0,0,0,3,1891,4274,3450,5565,3680,4107,3493,1784,655,28899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,9,5,0,37,0,0,0,0,0,0,6,0,0,11,0,4,5,26,10,3,4,3,0,53,0,0,0,0,4,7,14,8,5,37,0,0,0,0,0,0,0,0,0,3,3,12,8,67,134,205,291,150,57,923,0,0,3,11,9,8,0,0,0,38,0,0,3,3,0,4,3,3,0,22,0,0,3,15,17,34,38,20,6,124
LGA36720,0,8,8,71,15,8,6,0,0,127,0,18,21,67,58,55,52,32,9,297,0,13,48,94,84,63,33,10,4,345,25,113,191,703,365,360,315,215,110,2405,373,771,956,2103,1317,1316,1273,811,557,9477,7675,18338,16470,35518,21851,20471,17643,9692,4749,152403,0,9,3,5,0,0,0,0,0,13,14523,32573,26749,49673,28296,27229,22417,11692,4954,218114,0,3,0,24,7,0,0,0,0,36,0,0,0,12,8,4,9,4,0,34,0,12,0,18,3,0,0,0,0,36,20,105,72,362,167,145,119,41,15,1035,3,3,4,28,23,11,13,4,0,81,11,32,66,216,80,57,26,20,3,516,0,4,0,8,16,41,33,49,8,151,0,4,0,20,13,12,28,20,11,109,87,1092,1155,2718,3393,2660,3521,2175,791,17594,3,8,24,92,59,69,30,25,5,295,5,17,38,112,61,48,48,28,7,365,6,40,75,254,262,256,494,326,107,1816
LGA36820,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,18,0,0,0,4,3,9,3,3,0,23,0,3,11,31,28,33,24,14,8,145,57,101,93,235,192,218,201,116,65,1271,643,1534,1182,2447,1807,2033,1715,876,366,12617,0,0,0,0,0,0,0,0,0,0,1221,2897,2088,3629,2547,2910,2399,1114,394,19204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,7,8,15,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,19,0,0,0,0,3,0,8,3,0,10,0,0,0,0,0,0,0,0,0,3,3,13,32,64,138,162,253,147,39,857,0,0,0,3,0,3,0,0,0,3,0,0,6,11,3,0,3,3,0,29,0,4,9,23,26,30,62,44,10,203
LGA36910,0,9,4,31,9,0,3,0,0,59,0,0,0,4,8,8,12,3,7,44,3,18,37,88,57,43,17,7,3,267,34,180,249,463,169,112,88,46,16,1353,238,525,651,1271,736,733,759,564,448,5926,5054,11121,10171,19888,10611,10111,8313,4876,2456,82607,3,29,53,65,16,16,3,0,0,182,9515,19676,17348,30073,16097,15632,12333,6806,2756,130242,3,17,6,74,19,0,0,0,0,117,0,0,0,0,3,8,0,0,0,12,0,0,0,4,0,3,0,0,0,9,10,26,17,86,41,28,17,20,8,242,0,0,0,3,8,3,5,0,0,21,8,33,73,291,93,47,21,8,8,572,0,0,0,0,3,7,7,11,0,28,3,27,4,9,7,3,4,0,0,57,9,108,110,418,587,608,746,436,157,3178,0,18,27,66,34,26,12,6,3,192,0,0,3,23,8,17,9,0,4,67,0,4,18,48,64,58,119,70,27,405
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,17,10,13,61,107,39,19,5,3,3,251,163,317,277,605,200,174,63,23,12,1826,0,0,0,0,0,0,0,0,0,0,290,618,465,807,282,263,103,34,12,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,12,4,0,0,34,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,13,8,7,6,0,0,48,262,509,378,586,191,184,83,26,7,2221,0,0,0,0,0,0,0,0,0,0,523,993,727,1125,368,305,136,52,10,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,9,16,70,22,22,9,0,0,141,0,0,10,19,15,6,11,7,0,64,0,11,40,65,26,26,3,3,0,171,41,167,193,600,252,154,120,57,28,1600,326,624,972,1830,980,821,647,365,129,6697,6038,12333,13953,26613,12460,10302,6814,3474,1417,93402,0,0,14,13,3,4,0,0,0,33,11666,21977,23868,40331,17881,15208,9669,4442,1698,146744,0,3,4,26,15,3,0,0,0,53,0,0,0,7,3,0,7,3,0,21,0,5,3,12,4,0,0,0,0,35,4,25,55,191,58,54,40,5,3,432,0,3,4,10,5,3,3,0,0,36,3,31,69,183,73,37,33,17,13,455,0,0,0,5,7,6,11,8,3,37,3,7,8,23,4,5,8,5,3,64,25,221,289,856,1070,915,937,442,124,4875,0,16,40,108,58,37,18,8,0,289,0,6,13,59,38,20,17,5,3,155,3,20,61,154,107,114,172,70,23,712
LGA37300,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,13,22,22,72,41,21,7,0,0,194,163,323,216,672,274,111,38,5,0,1806,0,0,0,0,0,0,0,0,0,0,332,589,362,1083,427,219,48,9,3,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,15,11,6,0,0,65,0,0,0,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
LGA37310,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,0,3,0,0,20,0,3,4,31,21,5,7,5,0,79,106,202,203,459,288,275,219,115,46,1919,1159,2392,1943,4138,2198,1896,1438,808,352,16322,0,0,0,3,0,0,0,0,0,3,2156,4386,3393,6511,3452,3037,2346,1249,488,27024,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,8,9,3,3,0,0,0,24,0,3,0,3,3,0,0,0,0,8,0,0,0,3,8,5,0,0,0,17,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,3,3,9,18,63,78,70,77,45,12,380,0,8,9,5,3,4,7,0,0,38,0,0,0,3,0,0,0,0,0,3,0,0,3,7,8,16,18,10,0,60
LGA37340,0,3,0,17,3,0,0,0,0,27,0,0,0,8,6,0,3,0,0,19,0,0,3,6,3,7,3,0,0,27,4,5,25,85,34,31,25,10,5,216,100,163,284,693,289,289,189,81,52,2142,954,1957,1856,4764,2231,2203,1418,636,263,16284,0,0,0,4,0,0,0,0,0,6,1766,3528,2681,6168,3183,3222,2109,895,305,23857,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,50,6,9,10,3,0,87,0,0,0,6,0,0,0,0,0,6,3,3,11,43,3,3,0,0,0,76,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,3,0,3,0,11,75,271,200,171,223,98,22,1076,0,0,3,10,6,4,3,0,0,25,0,3,12,25,10,6,11,3,0,68,0,0,12,45,14,28,33,25,4,166
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,3,3,13,9,14,11,0,3,59,33,56,58,124,88,75,67,27,15,538,0,0,0,0,0,0,0,0,0,0,66,107,96,204,135,148,116,52,18,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,13,57,105,99,115,64,35,21,0,0,492,0,0,0,0,0,0,0,0,0,0,102,214,187,223,100,62,28,4,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,26,47,18,15,5,0,0,148,0,0,0,0,0,0,0,0,0,0,31,31,43,85,39,31,10,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,138,290,243,300,163,84,43,14,4,1278,0,0,0,0,0,0,0,0,0,0,273,598,486,627,297,170,66,19,5,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,9,9,0,0,0,0,0,16,0,0,6,3,0,4,0,0,0,20,0,0,3,0,0,0,0,0,0,12,0,3,42,61,9,22,13,3,0,157,16,29,126,239,105,178,99,30,8,835,160,233,774,1518,688,1224,798,153,18,5572,0,0,0,0,0,0,0,0,0,3,270,372,714,2015,1055,1525,1162,221,21,7348,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,31,5,9,3,0,0,58,0,0,0,10,4,3,0,0,0,16,0,3,30,53,6,4,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,13,150,171,98,154,202,27,4,818,0,0,3,4,3,7,0,0,0,14,0,0,27,48,3,5,0,0,0,86,0,0,28,30,4,13,19,8,0,97
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,14,3,0,9,12,7,19,16,7,0,87,0,0,0,0,0,0,0,0,0,0,3,4,9,13,10,16,14,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
