LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA35250,332,169,170,127,127,68,46,14,0,1054,3,0,4,5,0,4,3,0,0,23,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,12,12,9,12,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,13,9,12,5,0,0,63,13,8,18,17,16,12,5,0,0,85,345,182,187,145,140,81,50,13,0,1137
LGA35300,4267,2296,3285,2448,2345,1559,805,301,69,17389,5,0,7,6,6,8,0,0,0,36,17,5,16,17,28,72,106,27,3,281,3,5,12,10,22,45,70,16,0,185,116,168,192,199,198,246,164,44,3,1338,3,3,12,4,5,26,23,4,3,80,0,3,5,3,4,12,15,4,0,44,3,3,3,0,0,9,21,5,0,34,8,8,9,3,3,6,3,3,0,38,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,145,201,249,236,267,414,394,94,11,2015,152,200,254,246,270,422,396,96,15,2057,4419,2497,3543,2694,2619,1981,1204,400,84,19445
LGA35600,842,417,486,457,542,536,339,212,95,3928,4,4,3,3,0,0,0,0,0,11,0,0,0,0,5,31,54,13,0,100,0,0,0,3,4,25,68,20,5,132,18,54,44,42,47,83,59,14,3,357,0,0,0,0,0,3,18,3,0,32,0,0,0,0,0,3,7,3,0,18,3,0,0,3,0,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,27,54,45,45,56,147,224,55,7,656,30,61,48,46,56,145,224,55,10,670,867,478,535,507,600,688,565,258,101,4596
LGA35670,272,173,132,115,115,68,28,10,0,908,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,5,3,8,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,13,4,3,0,0,46,12,4,14,5,16,4,3,0,0,60,283,181,143,116,134,75,31,10,0,964
LGA35740,8256,4388,3561,5753,7478,7827,7058,3356,1313,48996,3,11,4,9,0,12,13,0,6,57,82,26,96,80,112,228,319,152,29,1124,260,43,178,221,189,507,975,655,151,3192,244,253,363,315,287,320,329,142,44,2284,31,0,19,18,33,86,161,67,7,424,4,0,4,12,13,18,21,9,0,78,14,0,12,12,17,45,125,74,13,316,0,0,3,0,0,4,0,0,0,10,4,0,0,3,12,32,59,52,11,169,0,0,0,0,0,0,0,0,0,0,632,329,678,663,667,1242,1990,1157,246,7596,633,336,676,673,667,1254,2008,1157,253,7659,8895,4722,4239,6425,8139,9084,9068,4511,1563,56652
LGA35760,1795,879,982,1031,1364,1432,1314,714,268,9771,3,3,0,3,5,0,0,7,0,23,4,7,12,4,9,37,65,8,0,146,3,6,3,3,7,20,57,18,0,117,50,89,100,63,104,174,142,29,8,756,0,0,0,4,0,3,8,4,0,26,4,3,6,3,0,0,4,4,0,21,0,0,0,0,0,8,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,101,119,69,124,243,280,74,9,1078,59,101,122,72,128,243,280,75,9,1108,1854,980,1107,1104,1493,1676,1598,785,283,10879
LGA35780,982,450,387,284,255,168,76,15,6,2614,14,11,0,5,5,6,0,0,0,42,9,3,19,0,7,38,28,3,3,110,11,4,14,6,12,31,46,3,0,134,45,23,51,33,47,47,23,7,0,275,0,0,0,0,3,4,5,0,0,21,0,0,3,0,0,4,3,3,0,15,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,69,33,84,50,69,138,112,16,3,572,82,47,87,53,80,141,112,16,3,612,1066,493,468,340,330,308,187,27,4,3223
LGA35790,755,423,332,247,298,185,70,11,0,2317,8,13,10,12,9,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,26,20,24,23,4,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,18,26,20,23,26,4,0,0,131,24,27,40,28,38,27,4,0,0,184,776,452,364,276,335,210,72,9,0,2505
LGA35800,275,129,152,144,204,266,176,83,25,1449,0,0,0,0,0,0,0,0,0,3,9,4,10,4,4,28,48,9,0,103,0,0,0,0,4,21,27,12,3,69,16,14,14,25,17,52,41,6,0,187,0,0,0,0,0,7,8,7,0,26,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,29,17,35,35,28,104,130,26,4,407,29,17,38,39,28,104,130,26,4,412,299,147,186,177,236,367,306,115,30,1859
LGA36070,183,103,94,118,106,63,35,9,0,704,0,0,3,0,0,0,0,0,0,11,0,0,0,4,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,10,12,16,15,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,17,19,17,4,0,0,69,4,6,9,17,19,19,4,0,0,81,183,110,101,127,124,82,43,9,0,783
LGA36150,154,65,116,70,134,93,65,21,9,727,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,22,11,0,35,0,0,0,0,0,0,7,0,0,11,3,10,15,14,11,17,11,0,0,88,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,16,10,36,39,7,0,148,5,12,14,16,10,36,39,10,0,149,157,76,129,88,151,132,105,33,8,877
LGA36250,26890,17149,14890,17659,20158,18661,14388,7183,3139,140128,22,15,17,8,22,9,17,20,8,131,17,32,35,17,44,92,109,39,17,392,14,11,16,17,19,44,73,34,9,226,522,613,607,431,410,403,334,159,93,3577,8,3,4,4,7,13,23,4,0,68,6,9,3,7,3,10,10,3,0,52,3,0,0,3,3,7,12,11,0,41,5,3,6,3,8,3,0,0,0,33,0,4,0,3,0,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,575,677,663,481,500,575,560,246,122,4406,600,694,677,492,521,585,576,268,128,4541,27493,17851,15570,18149,20684,19251,14960,7450,3267,144665
LGA36300,136,79,121,65,101,94,53,32,8,701,7,0,0,3,0,0,0,0,0,9,0,5,0,0,0,6,15,0,0,28,4,0,0,0,0,3,16,0,0,28,11,23,26,14,24,25,33,5,0,154,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,25,17,27,38,67,10,0,229,15,23,25,18,27,38,67,10,0,234,158,103,144,86,130,138,122,45,12,935
LGA36370,16170,10164,10072,8835,9566,8490,6001,3705,1523,74526,11,15,18,12,14,20,9,7,5,116,16,12,27,40,37,94,139,47,0,411,15,8,18,22,25,81,140,41,9,362,373,659,622,442,561,559,368,191,70,3845,4,3,3,9,6,15,60,15,0,113,9,3,14,13,13,17,35,0,0,92,3,4,0,3,0,6,33,7,3,55,0,3,0,7,3,4,0,0,0,18,0,0,0,3,3,8,16,10,0,37,0,0,0,0,0,0,0,0,0,0,418,685,681,528,655,786,779,308,85,4923,429,704,701,539,667,806,791,311,94,5039,16604,10868,10775,9377,10230,9295,6790,4020,1620,79561
