LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA34590,9,71,94,401,303,224,104,61,10,1270,30,193,294,1112,562,467,169,44,17,2885,0,3,7,95,51,110,60,26,20,363,0,30,59,180,308,338,343,173,53,1485,4,19,43,102,56,75,35,4,0,335,9,102,266,614,428,285,193,58,20,1964,0,0,0,50,67,104,91,56,16,392,0,32,51,225,72,67,53,28,8,549,15,37,103,487,98,143,66,15,5,971,26,222,209,497,68,43,14,0,0,1082,0,0,5,29,22,30,14,3,0,102,0,6,17,81,42,19,9,0,0,176,13,66,76,184,96,92,77,19,6,634,6,44,73,434,205,165,59,21,10,1010,0,4,15,49,62,62,49,25,6,277,0,23,59,200,126,93,33,14,3,555,99,890,1514,4102,2197,1770,1099,486,148,12310,1426,2632,2749,5751,2874,2367,1841,901,314,20850,23109,45424,42477,84067,38980,32961,23460,9550,3357,303386
LGA34710,0,0,0,3,0,0,0,0,0,5,0,3,0,7,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,17,21,35,40,86,55,55,56,24,15,381,226,473,470,867,520,527,317,182,76,3660
LGA34770,0,18,19,67,56,23,5,3,0,191,41,222,231,661,263,132,32,7,0,1598,0,0,0,17,6,8,3,4,0,40,0,8,7,54,55,64,77,22,14,306,0,3,0,8,9,5,0,0,0,28,0,142,207,347,278,86,29,12,0,1112,0,0,0,0,12,3,9,3,0,29,0,19,8,48,14,14,3,0,0,99,3,7,3,20,3,0,0,0,0,38,9,16,17,81,40,18,0,0,0,184,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,3,25,26,70,34,31,23,5,3,206,0,3,6,35,4,11,0,0,0,64,0,6,3,19,13,10,17,10,3,79,0,31,57,97,95,74,11,8,3,376,9,63,87,344,171,132,110,46,16,986,409,864,947,2933,1756,1401,920,503,156,9894,7757,16012,13967,30767,16946,14415,8952,4517,1645,114969
LGA34800,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,0,6,21,10,13,4,3,3,71,58,79,70,261,118,123,72,25,9,796
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,47,55,75,33,44,12,5,0,310
LGA34860,0,0,0,4,6,3,0,0,0,18,3,34,24,74,32,11,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,9,4,19,4,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,3,0,0,5,3,0,0,0,9,0,5,3,24,17,9,3,3,6,59,93,150,119,424,188,178,120,79,25,1370,996,1762,1419,3467,1683,1492,1027,589,225,12666
LGA34880,0,14,12,49,28,25,9,6,0,149,0,4,14,41,25,23,13,0,0,118,0,0,0,9,0,3,0,0,0,17,0,0,3,3,12,16,17,5,5,67,0,0,0,0,3,0,5,0,0,9,0,11,5,38,14,11,11,0,0,91,0,0,0,0,0,7,13,9,4,26,0,0,0,3,3,0,0,0,0,8,0,0,26,47,3,3,0,0,0,79,0,0,7,14,9,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,4,0,11,14,27,23,11,0,87,0,0,3,3,4,0,0,0,0,15,0,0,0,3,0,4,3,0,0,19,0,0,4,9,13,9,0,0,0,37,4,9,15,94,53,74,63,41,16,374,89,270,244,560,378,384,319,168,40,2446,1064,2812,2355,4973,3100,3117,2489,1267,379,21557
LGA35010,13,91,142,487,349,253,92,31,3,1458,36,260,404,1327,744,456,251,57,10,3539,0,4,3,97,49,104,67,29,32,386,5,91,100,366,435,447,556,300,80,2385,3,18,31,123,80,66,28,10,0,374,44,466,704,1569,1016,458,302,95,33,4677,0,0,3,19,25,39,37,15,8,147,3,26,23,161,87,98,86,25,14,532,4,12,143,424,21,24,18,0,0,646,10,71,81,284,106,37,23,0,0,612,0,0,0,16,13,5,3,3,0,41,0,8,0,18,11,4,11,3,0,53,29,115,128,360,220,196,152,26,14,1241,0,26,35,171,80,61,23,8,3,408,0,51,52,152,148,108,116,60,17,707,0,25,92,320,198,156,57,13,4,861,49,425,497,2240,1311,1009,787,455,141,6916,1370,2620,2547,6341,3443,3193,2973,1940,1426,25850,28417,60716,53306,109624,57823,49090,40430,18548,7364,425302
LGA35250,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,16,4,3,4,0,0,41,95,251,183,328,134,77,47,17,0,1143
LGA35300,3,18,5,43,10,7,0,0,0,83,3,56,42,175,86,59,14,3,0,445,0,0,0,3,0,4,3,0,0,12,0,0,0,6,4,6,13,4,0,36,0,0,0,3,0,0,0,0,0,3,0,30,16,79,23,7,0,0,0,149,0,0,0,0,0,0,3,4,0,6,0,3,0,26,4,3,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,4,3,13,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,15,5,5,5,0,0,30,0,0,0,6,0,0,0,0,0,15,0,0,0,3,9,3,0,0,0,12,0,5,9,32,14,0,0,0,0,68,7,9,25,89,61,55,51,33,6,325,181,295,296,760,368,261,128,42,14,2342,1712,2763,2517,6126,2532,1708,902,335,80,18671
LGA35600,0,0,0,3,0,0,0,0,0,8,0,3,0,5,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,5,12,28,57,3,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,7,0,3,0,0,0,12,18,31,29,88,67,52,35,26,20,365,333,570,494,1034,598,601,364,221,102,4307
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,0,3,4,0,0,0,0,0,15,105,187,180,251,124,70,28,10,0,957
LGA35740,0,0,11,28,49,24,3,0,0,117,3,11,12,64,39,37,15,3,0,181,0,3,0,7,7,7,5,8,5,43,0,15,4,37,57,83,85,54,19,350,0,3,7,9,11,8,3,0,0,40,3,32,41,116,99,78,66,27,9,480,0,0,0,0,4,3,12,7,0,30,0,0,0,5,3,7,5,6,0,26,0,0,0,19,0,3,4,0,0,27,3,5,8,35,18,7,9,0,0,93,0,0,0,3,0,0,3,3,0,7,0,0,0,5,0,3,0,3,0,8,0,25,21,43,58,71,65,22,3,315,0,3,12,13,8,5,3,0,0,40,0,3,0,16,13,26,17,24,3,102,0,8,16,19,31,18,14,5,0,113,8,49,42,245,155,164,164,89,34,966,110,310,247,693,580,612,573,256,115,3494,2170,6278,4684,10027,7959,8442,7647,3565,1373,52149
LGA35760,0,3,0,15,6,0,0,0,0,24,3,14,8,36,11,18,7,3,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,0,4,30,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,4,0,3,11,63,22,18,10,4,0,137,50,136,95,274,205,198,204,128,36,1322,518,1339,982,2142,1467,1525,1442,772,292,10478
LGA35780,0,0,0,4,0,7,3,0,0,8,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,6,35,18,4,3,0,0,84,402,625,493,710,277,190,82,13,6,2796
LGA35790,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,15,10,0,0,0,0,39,324,457,448,613,325,199,69,8,0,2446
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,23,8,34,14,37,24,7,3,148,116,195,145,343,234,294,198,89,29,1640
LGA36070,0,0,0,0,3,4,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,0,13,69,132,110,219,109,64,41,9,0,749
LGA36150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,8,8,7,0,0,38,54,115,80,201,143,112,73,26,9,813
LGA36250,0,19,26,107,111,89,36,15,3,408,8,60,115,280,159,125,43,20,0,800,0,0,7,44,22,50,25,28,12,195,0,53,75,164,239,278,235,169,44,1254,0,7,7,34,35,30,11,3,0,130,21,225,389,714,565,253,155,80,25,2429,0,0,0,5,8,14,19,14,0,71,0,18,17,44,42,30,27,8,0,185,3,11,25,54,34,26,15,5,0,157,3,19,19,103,26,16,3,0,0,201,0,0,0,3,10,4,0,3,0,22,0,0,5,4,12,4,0,0,0,26,9,57,47,109,96,82,73,15,7,494,0,9,14,51,33,26,11,4,0,154,3,21,24,44,57,55,47,13,12,278,0,6,27,67,93,69,19,4,0,288,17,125,151,679,442,435,390,236,107,2586,282,617,600,1518,1008,1037,887,682,575,7203,8102,19502,17927,34229,21188,19872,15357,7557,3279,147010
LGA36300,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,23,14,5,11,3,0,78,53,94,99,221,110,107,63,36,8,791
LGA36370,0,14,15,51,29,15,3,3,0,130,16,106,97,368,119,73,35,7,3,817,0,0,0,7,0,3,0,0,0,13,0,3,8,18,28,41,51,14,3,169,0,0,0,19,9,4,4,0,0,39,4,35,61,113,82,32,10,3,0,345,0,0,0,0,0,0,4,0,0,3,8,31,19,166,33,4,3,0,0,260,0,0,6,19,0,0,4,0,0,26,3,7,9,32,18,8,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,0,18,21,37,24,20,14,3,0,130,0,62,50,172,52,6,0,0,0,345,0,0,0,3,6,13,7,10,4,37,0,27,16,54,24,11,3,0,0,137,13,72,89,274,114,62,40,25,12,698,317,577,778,1636,967,861,568,397,170,6275,5507,11069,10958,20633,10348,9284,6434,3889,1609,79726
LGA36510,0,0,0,18,25,18,3,6,0,76,0,10,7,42,15,19,5,0,0,107,0,0,3,7,5,13,4,0,0,38,0,4,4,13,47,34,42,22,10,175,0,0,0,3,3,3,3,0,0,17,0,16,13,30,43,35,9,12,0,157,0,0,0,0,4,3,4,0,0,12,0,0,0,0,0,4,3,0,5,16,0,0,0,7,0,0,0,0,0,6,0,12,0,16,8,0,0,0,0,36,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,7,27,23,33,34,0,0,134,0,0,0,10,0,3,0,0,0,14,0,0,3,6,16,7,19,3,3,52,0,3,9,12,18,11,0,0,0,53,0,10,19,94,68,91,82,37,28,433,120,342,350,787,559,579,485,246,85,3556,2022,5565,4212,8415,5967,5791,4940,2359,804,40072
LGA36580,0,0,3,10,14,11,4,0,0,40,14,59,37,206,35,24,7,0,0,378,0,0,0,0,4,7,0,3,0,8,0,3,0,7,14,20,30,11,3,85,0,0,0,3,3,3,0,0,0,4,0,3,8,20,7,9,16,7,0,61,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,5,23,0,0,0,0,0,27,0,0,0,12,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,10,6,0,0,44,0,3,3,23,11,25,0,0,0,67,0,0,0,0,4,6,3,0,0,23,0,0,0,6,5,4,0,0,0,18,0,14,13,44,33,47,37,13,7,210,125,253,219,479,360,422,304,132,34,2325,1570,3461,2627,5278,3375,3711,3015,1221,346,24597
LGA36630,0,0,3,15,20,4,3,0,0,46,3,25,24,95,46,50,23,0,0,266,0,0,0,3,0,10,3,4,0,13,0,0,0,3,6,25,42,19,10,105,0,0,0,0,4,5,0,0,0,15,0,3,6,21,16,11,13,3,0,76,0,0,0,0,3,0,3,0,0,5,0,3,0,15,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,3,0,0,0,19,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,6,17,13,15,7,0,70,0,3,0,6,3,0,0,0,0,16,0,0,0,0,3,3,4,7,0,21,0,0,0,3,4,9,4,0,0,22,0,10,10,34,23,36,39,33,7,192,103,225,249,530,421,425,436,244,79,2720,1820,4309,3334,6415,4249,4663,4548,2129,715,32186
LGA36660,0,3,3,6,19,8,0,0,0,46,3,23,29,69,34,23,16,3,0,201,0,0,0,3,0,11,3,3,3,27,0,0,0,8,9,14,27,12,8,84,0,0,0,4,0,3,0,0,0,9,0,17,6,31,22,14,10,7,0,104,0,0,0,0,3,8,3,4,0,24,0,0,0,0,3,0,0,0,0,10,0,3,10,58,0,0,0,0,0,68,0,0,3,7,5,3,0,0,0,26,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,15,0,12,22,16,20,3,0,91,0,0,0,5,6,3,0,0,0,14,0,0,0,4,3,7,4,0,0,16,0,0,0,7,4,8,6,3,0,29,0,21,27,87,48,54,65,35,5,346,86,199,212,518,366,428,427,213,112,2571,1999,4614,3841,6836,4560,5186,4735,2441,902,35110
LGA36720,4,30,38,206,194,125,48,25,7,679,17,95,110,495,218,152,60,14,0,1159,0,4,7,82,24,50,40,39,23,274,7,64,75,241,293,311,448,252,91,1786,5,19,20,58,51,43,16,11,3,216,19,238,370,914,570,360,242,122,26,2865,0,0,0,5,12,22,41,21,9,114,6,18,13,77,27,36,29,16,11,230,3,7,27,142,9,3,0,0,0,201,15,52,75,207,115,29,13,3,0,506,0,0,0,3,10,0,4,0,0,20,0,0,0,12,13,7,3,0,0,35,16,162,135,396,225,209,192,73,12,1426,7,19,10,103,27,12,8,0,0,190,3,39,36,120,106,95,110,51,15,575,3,13,90,182,158,122,66,25,4,669,51,245,388,1175,673,658,638,434,205,4472,713,1543,1912,4468,2713,2601,2413,1455,870,18695,15659,37720,33017,68278,41119,38678,33866,18330,7706,294367
LGA36820,0,8,3,21,39,30,12,4,0,121,0,11,6,42,20,29,15,0,0,126,0,0,0,0,0,4,5,0,4,10,0,0,0,9,6,17,33,15,0,77,0,0,0,0,3,3,0,0,0,12,0,0,3,25,17,8,10,0,0,64,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,3,13,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,0,8,16,21,25,7,8,97,0,0,0,3,0,0,0,0,0,3,0,0,0,4,10,8,8,0,4,28,0,0,0,9,9,12,7,3,0,37,0,9,19,74,52,71,57,36,14,330,94,222,210,448,384,443,385,210,107,2505,1327,3178,2441,4586,3422,3989,3505,1755,622,24827
LGA36910,8,17,66,111,106,39,9,10,3,373,14,151,147,495,191,101,41,10,0,1149,0,0,0,20,8,12,3,4,8,51,0,11,7,38,51,76,121,64,27,403,8,16,13,42,33,26,4,3,0,158,3,77,126,268,175,114,59,30,12,870,0,0,0,0,11,5,0,3,0,23,10,44,30,141,53,21,9,5,0,310,0,12,21,109,13,14,4,0,0,175,4,10,19,61,26,8,4,0,0,127,0,0,0,0,3,0,0,0,0,6,0,0,0,11,3,3,6,0,0,21,11,45,44,103,68,52,57,29,10,415,3,11,11,53,19,10,9,0,0,108,0,3,0,10,18,20,17,5,3,80,3,31,83,152,121,84,39,14,5,522,74,355,529,943,341,208,156,105,34,2746,521,1072,1374,2654,1511,1518,1427,1011,648,11732,10315,22277,20847,38829,20471,19490,15810,8947,3802,160779
