LGA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
LGA36960,7,12,0,15,108,73,198,38,11,3,50,123,11,187,113,17,5,128,173,55,360,90,15,6,107,118,19,246,51,15,3,71,153,12,230,22,18,0,33,126,9,177,5,4,0,14,60,6,78,0,0,0,0,21,3,24,0,0,0,0,5,0,5,325,87,18,422,892,186,1503,14,12,3,29,84,41,153,76,22,4,102,79,36,226,163,30,10,202,104,31,340,115,20,8,148,86,8,245,41,33,0,81,95,13,191,23,28,4,60,117,6,184,6,7,4,14,68,7,83,0,6,0,7,24,0,26,0,0,0,0,3,0,7,439,161,36,639,666,152,1450,21,25,3,39,191,116,350,113,33,7,156,207,46,406,271,48,19,337,277,86,699,211,34,13,254,209,33,492,90,53,5,148,249,21,422,43,49,4,92,244,23,353,11,14,3,25,132,8,165,0,6,0,7,45,3,51,0,0,0,0
LGA37010,39,337,3,384,5756,706,6847,417,256,10,687,6454,1061,8199,3768,456,124,4344,7873,1593,13808,5770,312,159,6236,4682,1220,12141,3006,501,89,3587,7289,1144,12021,473,982,21,1480,7789,941,10207,58,737,3,802,5408,735,6950,6,146,0,154,2420,368,2940,5,9,0,7,734,145,890,13543,3736,411,17687,48409,7909,74006,94,531,15,635,5204,575,6414,854,497,49,1400,5510,639,7538,5804,698,373,6877,5996,1042,13920,7220,492,395,8108,3699,893,12698,2705,1228,141,4073,7460,922,12460,186,2179,24,2396,7110,791,10302,46,1162,12,1220,4902,693,6814,15,176,0,187,2810,474,3474,7,14,0,24,1211,188,1417,16928,6989,1004,24915,43898,6220,75042,136,868,14,1020,10955,1280,13258,1265,759,57,2082,11967,1696,15741,9577,1157,490,11221,13868,2635,27731,12992,797,552,14343,8384,2107,24836,5709,1728,227,7662,14742,2073,24477,659,3168,50,3877,14902,1736,20507,103,1904,17,2017,10313,1432,13761,22,324,0,342,5233,840,6417,5,27,0,31
LGA37300,0,3,0,6,77,19,104,9,4,0,14,96,19,127,111,13,3,123,201,29,355,180,8,3,187,144,46,380,69,11,6,90,204,39,332,5,11,0,18,163,27,201,5,5,0,3,37,7,50,0,0,0,0,7,0,7,0,0,0,0,0,0,0,383,49,10,441,923,183,1550,0,12,0,12,81,21,118,18,7,3,33,53,14,93,154,14,13,177,146,32,355,180,14,10,203,81,35,318,45,24,3,70,172,38,274,3,22,0,28,74,12,111,0,7,0,7,28,5,38,0,0,0,0,5,0,5,0,0,0,0,0,0,0,402,96,30,522,642,154,1317,3,18,0,19,161,35,221,25,17,3,40,144,30,221,264,23,17,304,344,60,710,357,14,16,389,226,80,695,115,34,5,156,376,74,608,15,29,0,40,236,42,316,5,10,0,13,60,16,84,0,0,0,0,9,0,9,0,0,0,0
LGA37310,5,47,0,53,888,164,1101,78,40,0,117,735,112,962,745,70,19,833,1006,284,2125,1056,46,24,1128,713,278,2120,520,68,15,608,1404,306,2314,82,135,0,220,1537,271,2029,16,116,0,130,1227,258,1621,0,22,0,22,609,145,770,0,3,0,5,194,51,242,2507,546,58,3113,8313,1866,13292,26,90,3,119,741,144,1005,191,78,11,280,556,99,938,1010,104,44,1158,662,196,2018,1233,68,59,1363,549,215,2123,425,198,12,639,1314,246,2198,38,345,3,386,1273,242,1896,4,176,7,182,1033,218,1438,3,22,0,26,623,155,808,0,0,0,3,280,72,352,2932,1085,135,4154,7027,1585,12767,29,136,0,171,1628,311,2112,269,119,11,396,1295,215,1898,1752,171,62,1990,1670,478,4137,2293,114,84,2495,1262,495,4249,949,268,25,1243,2713,551,4507,119,480,3,604,2811,510,3923,22,288,7,320,2259,478,3055,4,47,0,48,1230,298,1577,0,3,0,4
LGA37340,3,42,0,47,670,180,889,43,33,0,73,790,197,1064,548,54,10,619,1539,511,2663,941,59,33,1035,898,356,2286,519,83,16,618,1422,342,2382,100,143,3,242,1836,311,2395,22,99,0,123,1373,260,1762,0,11,0,17,535,110,665,0,0,0,0,133,45,176,2175,522,72,2773,9197,2310,14283,15,62,0,80,566,131,778,90,67,8,156,726,199,1076,902,76,47,1030,1118,400,2544,1180,59,71,1315,646,262,2221,395,172,26,597,1383,254,2231,38,344,0,379,1562,262,2203,10,142,0,154,1062,196,1418,4,24,0,27,488,118,636,0,0,0,0,188,67,263,2631,951,158,3740,7750,1888,13380,20,102,0,125,1235,303,1666,132,99,9,236,1514,390,2143,1453,129,64,1647,2661,909,5211,2119,117,108,2344,1546,614,4505,912,256,42,1213,2806,603,4619,132,484,7,628,3400,573,4598,26,244,0,279,2438,460,3178,8,40,0,45,1027,232,1304,0,3,0,3
LGA37400,0,0,0,0,18,4,24,3,0,0,3,14,3,20,19,0,0,20,37,11,67,29,0,0,29,26,6,56,18,3,0,22,49,4,75,7,7,0,17,72,7,98,0,0,0,0,64,22,84,0,3,0,3,35,3,46,0,0,0,0,16,4,20,68,22,3,91,338,61,494,0,0,0,0,17,0,27,5,3,0,13,24,0,38,33,3,0,39,21,4,65,30,0,4,29,24,3,57,10,13,0,22,57,6,88,3,11,0,11,60,11,75,0,4,0,4,45,13,67,0,0,0,0,28,3,27,0,0,0,0,4,3,15,83,36,3,123,282,45,455,0,3,0,4,39,3,50,9,7,0,14,43,4,55,53,0,0,58,61,14,130,56,0,4,59,49,12,112,30,18,0,45,103,5,160,9,19,0,24,133,17,175,0,8,0,8,115,32,155,0,3,0,3,62,9,73,0,0,0,0
LGA37550,0,0,0,0,36,6,45,8,3,0,10,26,15,51,12,0,0,16,45,3,59,13,3,0,15,36,5,55,0,3,0,4,39,5,48,0,8,0,8,29,0,36,0,0,0,0,8,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,30,17,0,46,217,36,300,0,4,0,7,28,9,46,16,3,0,17,33,8,55,18,3,0,27,32,0,61,16,3,0,24,29,3,52,3,11,0,15,43,0,64,4,8,0,12,19,5,35,0,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,0,103,213,23,339,0,4,0,7,66,16,88,15,8,0,25,65,21,113,29,8,0,38,76,3,120,32,4,0,41,63,6,104,6,13,0,20,78,3,105,4,13,0,16,50,8,72,0,0,0,3,25,3,29,0,0,0,0,4,0,4,0,0,0,0
LGA37570,0,3,0,3,3,0,10,0,0,0,0,7,4,14,3,4,0,13,8,0,23,7,0,0,7,6,0,17,0,4,0,3,14,0,16,0,0,0,0,16,0,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,32,59,4,100,0,3,0,3,5,0,6,3,3,0,7,5,0,13,11,7,3,18,12,0,29,3,5,0,7,9,0,24,3,3,0,5,11,0,18,0,11,0,11,9,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,7,55,60,6,118,0,7,0,7,7,0,18,3,4,0,12,13,4,28,12,10,3,29,17,0,52,10,5,0,14,15,0,33,3,7,0,7,31,0,39,0,11,0,11,23,0,35,0,5,0,5,9,0,10,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,18,0,24,94,15,128,20,16,3,39,73,0,119,48,27,7,80,112,3,192,38,14,0,50,85,11,139,16,28,7,47,80,0,133,12,16,3,24,62,0,89,3,3,0,3,21,0,25,0,0,0,0,9,0,7,0,0,0,0,0,0,0,134,117,20,274,541,30,835,8,22,0,29,88,16,130,30,29,4,57,52,3,113,60,28,8,94,73,7,174,45,27,3,76,49,0,126,39,43,4,84,78,3,163,9,21,0,28,56,0,84,0,9,0,9,32,4,43,0,0,0,0,10,0,14,0,0,0,0,4,0,4,192,169,18,373,443,36,851,8,38,3,50,177,30,257,44,47,7,97,126,4,224,102,53,15,168,189,7,368,87,40,4,127,136,10,270,56,62,11,133,159,9,296,24,30,3,57,118,4,176,3,11,0,13,51,4,67,0,3,0,3,16,0,23,0,0,0,0
LGA39499,3,9,0,12,149,47,212,25,19,0,44,400,121,559,128,36,3,165,781,344,1288,166,26,6,200,439,329,964,83,17,0,99,592,279,975,16,53,0,68,817,262,1147,7,43,0,49,876,194,1120,0,6,0,6,178,42,225,0,0,0,0,11,3,19,425,210,12,646,4243,1622,6509,3,8,0,18,148,35,203,28,19,3,43,406,120,576,111,33,0,148,632,221,1005,138,21,6,160,222,134,514,44,24,0,72,474,149,688,8,103,0,117,919,196,1224,0,42,0,47,638,118,798,0,4,0,4,108,40,153,0,0,0,0,11,5,18,335,265,9,604,3561,1014,5179,5,19,0,25,300,83,408,49,36,3,90,808,234,1133,241,73,3,313,1414,565,2293,301,44,7,359,662,457,1485,124,44,0,168,1067,426,1663,24,165,0,186,1737,457,2373,6,84,0,91,1510,313,1916,0,9,0,9,284,81,381,0,0,0,0
LGA39799,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,4,6,3,0,4,0,0,7,0,0,0,0,7,0,10,0,0,0,0,5,0,7,0,3,0,3,12,0,13,0,0,0,0,4,0,7,0,0,0,0,0,0,0,9,9,0,16,44,11,65,0,0,0,0,4,0,5,3,0,0,3,0,0,4,0,0,0,3,3,0,6,0,0,0,0,3,3,3,3,0,0,0,6,0,7,0,3,0,6,9,4,19,0,0,0,0,13,5,16,0,0,0,0,7,0,7,0,0,0,0,0,3,0,5,4,0,17,50,12,81,0,0,0,0,4,0,11,3,0,0,3,3,3,11,3,0,0,0,5,0,11,3,3,0,9,6,4,14,3,3,0,8,17,0,24,0,5,0,5,22,4,30,0,3,0,3,22,8,33,0,0,0,0,13,0,16,0,0,0,0
