LGA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA30250,..,3,0,0,0,0,0,0,0,3,..,0,0,3,3,4,0,0,0,15,8,5,3,3,9,3,0,0,0,29,166,103,103,76,75,47,23,7,0,600,..,5,11,16,18,6,6,0,0,68,..,27,57,54,57,28,5,0,0,233,..,12,31,17,20,9,9,0,0,106,329,..,..,..,..,..,..,..,..,329,..,17,..,..,..,..,..,..,..,17,..,59,31,15,5,0,0,0,0,116,..,50,42,39,29,31,18,6,0,215,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,14,..,0,3,15,16,15,0,0,0,46,15,7,8,11,10,0,3,0,0,51,339,185,184,167,159,91,44,9,0,1192
LGA30300,..,9,9,0,6,4,0,0,0,30,..,8,22,11,17,32,35,28,14,165,9,6,12,4,8,6,3,0,3,62,409,182,248,238,259,253,147,77,24,1844,..,14,183,308,344,316,207,88,12,1481,..,46,98,58,59,45,16,0,0,335,..,12,35,29,38,25,7,5,3,157,816,..,..,..,..,..,..,..,..,816,..,90,..,..,..,..,..,..,..,90,..,111,40,23,8,4,0,0,0,193,..,16,16,3,6,6,8,7,3,60,..,19,3,3,4,3,0,0,0,30,..,18,26,3,6,9,6,3,0,76,..,25,51,34,67,94,80,54,13,422,25,27,21,9,18,21,13,3,3,136,847,381,463,481,554,524,345,162,34,3796
LGA30370,..,33,27,13,9,9,12,0,0,98,..,21,57,27,81,105,89,127,57,566,24,37,26,10,23,20,22,6,0,163,1443,647,845,855,866,717,470,288,86,6218,..,53,824,1153,1177,1023,621,299,44,5196,..,225,336,202,146,94,36,16,0,1052,..,15,67,98,87,45,30,25,18,385,2904,..,..,..,..,..,..,..,..,2904,..,356,..,..,..,..,..,..,..,356,..,375,108,54,35,18,3,0,0,595,..,57,25,5,18,27,26,21,7,184,..,42,46,22,5,10,6,3,0,137,..,110,83,40,30,27,16,3,0,310,..,74,140,111,206,250,198,185,71,1231,43,69,56,46,48,35,45,16,3,357,2945,1379,1683,1723,1751,1540,985,566,146,12716
LGA30410,..,9,0,0,0,0,0,0,0,16,..,11,14,8,22,29,30,36,9,163,8,11,3,8,14,12,4,5,0,61,251,112,161,158,190,170,134,72,21,1269,..,4,137,175,229,206,160,74,11,999,..,33,83,33,37,22,9,3,0,227,..,0,16,23,16,6,6,7,4,85,514,..,..,..,..,..,..,..,..,514,..,47,..,..,..,..,..,..,..,47,..,61,20,11,12,4,0,0,0,108,..,9,0,3,9,0,3,3,0,25,..,10,3,0,0,0,0,0,0,14,..,16,4,3,3,3,0,0,0,37,..,29,20,21,50,75,71,57,20,349,13,17,13,11,22,26,15,5,5,129,527,236,294,286,384,342,268,153,36,2530
LGA30450,..,0,0,0,0,0,0,0,0,3,..,3,0,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,19,10,12,14,20,14,15,0,0,102,..,0,7,9,32,18,15,0,0,85,..,0,4,10,6,0,3,0,0,23,..,0,0,0,5,0,3,0,0,8,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,9,7,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,7,..,3,4,8,9,4,8,4,0,40,0,0,0,0,0,0,4,0,0,8,34,13,21,27,54,34,34,7,0,222
LGA30760,..,3,0,0,0,0,0,0,0,4,..,5,18,4,7,21,35,32,6,129,11,4,3,0,5,0,11,3,0,36,147,59,88,111,121,141,112,53,17,853,..,3,61,127,147,219,147,37,7,750,..,15,44,31,21,17,3,0,0,136,..,3,4,12,14,3,0,8,3,50,285,..,..,..,..,..,..,..,..,285,..,34,..,..,..,..,..,..,..,34,..,31,28,4,8,6,0,0,0,74,..,9,0,0,3,0,4,5,3,25,..,4,3,0,0,0,0,0,0,10,..,3,0,0,0,3,0,3,0,9,..,8,26,14,29,51,64,48,8,253,12,13,8,4,5,7,17,4,0,82,293,125,186,203,223,300,242,104,24,1702
LGA30900,..,6,0,0,0,0,0,0,0,6,..,0,6,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,5,26,15,32,16,17,21,5,3,0,138,..,0,16,9,21,17,6,3,0,79,..,8,8,11,3,10,7,0,0,35,..,0,7,3,3,4,3,0,0,20,51,..,..,..,..,..,..,..,..,51,..,3,..,..,..,..,..,..,..,3,..,6,3,4,0,0,0,0,0,17,..,4,3,3,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,8,10,0,0,0,0,0,0,18,..,4,13,7,14,11,4,0,0,50,4,4,0,0,0,0,0,0,0,9,51,33,59,39,45,46,21,9,0,302
LGA31000,..,13940,11306,2428,1647,1596,857,311,70,32152,..,2415,6494,5911,6376,9111,10108,8255,5259,53940,1439,2852,2464,1082,874,1050,804,465,261,11299,92488,76507,90203,78645,69951,54477,37729,20762,9291,530046,..,2992,62190,94370,84175,64261,44249,19793,4508,376548,..,11880,36100,18337,12259,6409,2368,456,66,87865,..,940,4092,9825,12448,6721,2802,2094,1604,40519,187253,..,..,..,..,..,..,..,..,187253,..,55049,..,..,..,..,..,..,..,55049,..,26406,15839,5212,3492,1841,319,9,0,53123,..,9101,6158,1817,2021,3204,2695,2004,1186,28189,..,8167,7921,1914,1213,768,337,100,23,20446,..,27872,26601,6274,4053,3429,1887,673,158,70943,..,4769,14020,13051,13819,16192,15619,11347,6884,95704,2904,5344,5106,2564,1981,1860,1341,726,375,22195,190161,152524,178020,153364,135458,104678,71618,37203,14809,1037837
LGA31750,..,3,0,0,0,0,0,0,0,3,..,0,6,3,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,10,32,17,25,19,18,22,8,3,0,139,..,0,11,21,22,35,10,3,3,101,..,5,9,10,7,4,0,0,0,36,..,0,5,3,3,0,0,0,0,14,47,..,..,..,..,..,..,..,..,47,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,11,6,3,6,8,9,0,43,0,0,4,0,4,0,0,0,0,17,53,23,39,36,40,53,20,12,7,273
LGA31820,..,282,251,79,175,200,142,49,6,1180,..,141,258,213,564,964,1244,1136,576,5096,149,229,125,73,120,185,201,82,31,1198,7472,4568,4408,4811,5863,6261,5611,3066,1001,43070,..,307,3066,5025,6343,7373,7192,3331,599,33233,..,1017,1676,1149,1178,895,532,134,20,6596,..,260,821,1109,1046,475,258,263,132,4367,15200,..,..,..,..,..,..,..,..,15200,..,3136,..,..,..,..,..,..,..,3136,..,2643,909,482,427,202,34,4,0,4698,..,388,177,108,186,285,307,198,125,1773,..,344,207,106,120,80,46,13,0,915,..,530,539,218,363,415,343,111,19,2539,..,280,613,619,1231,1902,2151,1722,789,9314,294,468,325,231,239,324,344,154,42,2407,15494,9366,8332,9046,11128,11944,11205,5933,1729,84183
LGA31900,..,29,44,14,27,22,20,5,0,164,..,35,39,39,79,151,179,208,125,859,16,33,20,15,24,30,20,15,7,172,1367,848,760,907,1065,1129,883,529,200,7680,..,54,623,1100,1339,1475,1206,575,96,6474,..,187,302,226,205,161,48,7,3,1140,..,27,109,149,125,68,47,47,34,615,2845,..,..,..,..,..,..,..,..,2845,..,579,..,..,..,..,..,..,..,579,..,604,146,85,66,55,7,0,0,964,..,78,27,16,19,39,31,32,8,252,..,45,17,13,13,6,10,0,3,99,..,56,80,35,51,67,48,17,0,355,..,74,131,147,270,377,373,309,168,1850,37,77,48,32,43,44,36,23,7,352,2881,1778,1486,1806,2132,2294,1817,1008,327,15523
LGA31950,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,10,0,3,0,0,0,0,0,0,0,4,18,11,14,16,20,19,9,0,0,104,..,0,8,11,14,22,9,0,0,59,..,8,9,10,10,5,0,0,0,50,..,0,0,3,0,0,0,0,0,4,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,11,..,3,3,0,0,0,0,0,0,13,..,0,3,6,4,0,0,0,0,13,..,0,0,0,0,3,0,0,0,9,..,0,6,5,5,7,5,0,0,29,0,3,3,0,3,0,0,0,0,9,37,28,29,33,35,39,16,3,0,234
LGA32080,..,710,747,283,352,319,161,41,13,2625,..,297,693,796,1186,1654,1476,889,448,7434,296,382,320,175,220,210,144,63,23,1827,14400,8249,9837,10911,10517,8459,5304,2256,825,70755,..,344,6013,10395,10542,9009,6173,2263,360,45095,..,1743,4591,3408,2646,1527,526,83,19,14548,..,369,1290,2239,2097,1003,427,235,148,7815,28997,..,..,..,..,..,..,..,..,28997,..,5620,..,..,..,..,..,..,..,5620,..,4397,1562,636,390,181,32,3,0,7201,..,826,518,242,338,470,436,228,145,3209,..,639,591,248,233,133,50,18,8,1918,..,1329,1623,717,798,737,397,114,24,5738,..,573,1555,1805,2628,3225,2730,1416,627,14573,604,706,641,411,447,420,271,121,29,3643,29594,16555,18388,20107,20120,16696,11049,4478,1359,138348
LGA32250,..,3,3,3,3,0,3,0,0,17,..,6,0,3,16,17,12,7,0,71,8,14,3,3,4,3,5,0,0,40,186,94,120,109,133,102,74,18,0,840,..,5,61,66,108,90,65,20,0,427,..,22,69,39,50,41,25,3,0,249,..,9,25,29,21,9,5,3,3,108,357,..,..,..,..,..,..,..,..,357,..,8,..,..,..,..,..,..,..,8,..,61,18,9,14,0,0,0,0,93,..,25,16,20,14,7,9,3,0,93,..,11,7,0,7,3,0,0,0,34,..,8,11,6,5,9,3,0,0,46,..,7,9,21,32,41,58,23,4,192,22,28,12,14,3,10,3,0,3,91,378,192,219,201,254,215,176,56,7,1700
LGA32260,..,47,68,45,57,65,44,10,0,344,..,47,73,73,178,274,275,277,146,1343,40,53,44,18,34,62,48,20,8,338,2262,1236,1386,1477,1785,1909,1365,684,250,12349,..,94,947,1462,1964,2290,1746,807,144,9444,..,342,678,461,451,367,130,18,0,2435,..,58,192,303,291,150,79,68,42,1180,4713,..,..,..,..,..,..,..,..,4713,..,780,..,..,..,..,..,..,..,780,..,812,275,152,94,50,9,0,0,1396,..,145,76,32,60,98,84,56,34,581,..,76,61,22,27,25,17,12,0,243,..,120,156,93,133,156,94,20,6,779,..,89,211,225,491,701,630,466,207,3008,89,110,83,46,74,112,93,36,4,664,4802,2620,2675,2794,3595,3954,2870,1480,434,25220
LGA32270,..,91,51,19,21,16,10,4,0,223,..,86,116,61,128,158,132,87,25,801,64,56,72,30,47,52,24,16,0,356,3039,1315,1985,1684,1549,1123,549,213,49,11501,..,113,1919,2272,1997,1511,693,211,33,8754,..,478,845,455,320,185,52,10,0,2354,..,49,149,203,191,74,35,21,12,729,6081,..,..,..,..,..,..,..,..,6081,..,743,..,..,..,..,..,..,..,743,..,654,182,64,39,12,0,0,0,950,..,113,44,14,43,52,32,26,3,326,..,83,44,19,29,7,10,3,0,188,..,188,145,54,60,48,24,5,0,526,..,198,353,243,418,423,338,159,44,2175,118,125,147,70,107,102,47,18,4,746,6200,2736,3823,3397,3196,2423,1231,461,98,23569
LGA32310,..,30,26,16,23,14,16,3,4,127,..,27,48,30,80,114,143,119,49,596,14,32,13,5,17,25,11,7,3,139,1040,547,551,656,715,652,559,278,83,5082,..,36,382,645,724,788,675,293,37,3575,..,115,208,170,133,96,41,11,3,784,..,35,82,136,146,50,24,29,14,520,2109,..,..,..,..,..,..,..,..,2109,..,319,..,..,..,..,..,..,..,319,..,315,115,59,26,23,3,0,0,539,..,50,32,20,22,28,43,20,10,218,..,51,13,12,6,5,6,4,0,99,..,64,49,29,33,33,32,5,4,251,..,58,108,94,157,248,292,183,67,1208,43,61,33,29,26,48,27,14,5,290,2153,1108,1023,1201,1277,1324,1142,557,134,9921
LGA32330,..,0,3,0,0,0,0,0,0,3,..,0,4,3,3,0,5,0,0,17,0,9,0,3,0,0,0,0,0,11,204,113,85,77,58,37,25,4,0,610,..,0,8,16,11,14,5,0,0,53,..,28,51,41,33,21,0,0,0,179,..,29,34,37,17,12,8,0,0,137,448,..,..,..,..,..,..,..,..,448,..,35,..,..,..,..,..,..,..,35,..,61,17,13,7,0,0,0,0,100,..,60,19,16,25,20,10,3,0,154,..,5,3,3,4,3,0,0,0,21,..,0,4,0,4,3,3,0,0,14,..,0,3,16,14,3,8,0,0,47,3,9,3,4,0,0,0,0,0,18,452,226,146,145,116,80,28,6,0,1203
LGA32450,..,10,11,0,4,8,3,0,0,36,..,6,18,12,20,18,21,12,3,107,9,11,6,0,3,3,3,0,0,36,262,119,195,136,136,126,70,21,3,1075,..,14,118,141,152,136,82,18,3,656,..,53,120,50,37,40,4,0,0,307,..,9,18,23,17,9,13,5,0,89,518,..,..,..,..,..,..,..,..,518,..,46,..,..,..,..,..,..,..,46,..,53,32,12,6,0,0,0,0,100,..,27,14,10,3,13,5,3,3,76,..,12,4,5,3,3,0,0,0,21,..,20,20,5,14,19,8,0,0,89,..,25,35,26,54,57,58,26,5,289,19,14,20,3,7,7,4,0,0,76,535,268,372,271,304,283,177,45,13,2266
LGA32500,..,22,13,6,7,20,8,0,0,82,..,5,11,8,29,58,23,15,8,159,11,8,7,4,13,13,3,3,0,57,334,144,197,198,220,279,133,36,8,1559,..,6,92,137,182,216,183,40,3,854,..,44,107,117,81,73,35,7,3,461,..,10,27,43,32,26,9,8,3,161,626,..,..,..,..,..,..,..,..,626,..,54,..,..,..,..,..,..,..,54,..,99,36,17,10,4,0,0,0,167,..,45,13,20,29,23,13,8,3,147,..,11,7,3,5,3,3,0,0,35,..,34,42,26,21,35,20,3,3,180,..,7,38,29,79,145,114,48,10,474,15,18,16,16,20,21,16,6,0,125,644,324,375,410,460,543,400,116,21,3288
LGA32600,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,4,25,5,15,16,17,16,9,3,0,104,..,0,10,19,19,19,5,3,0,78,..,3,3,7,6,4,0,0,0,26,..,0,4,3,0,0,0,0,0,6,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,4,0,0,0,3,..,0,4,3,0,4,10,0,0,22,0,0,0,0,0,4,0,0,0,13,42,16,24,30,29,39,14,5,3,211
LGA32750,..,6,0,0,0,0,0,0,0,5,..,0,4,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,21,13,21,15,20,12,3,0,0,104,..,0,13,17,15,14,3,0,0,66,..,8,3,9,3,3,0,0,0,26,..,0,0,0,0,0,0,0,0,3,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,11,..,7,3,0,0,0,0,0,0,12,..,0,5,0,7,4,5,0,0,24,3,4,6,3,0,3,0,0,0,14,41,33,37,32,35,25,14,0,0,210
LGA32770,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,5,0,0,0,6,3,3,3,0,0,3,0,0,0,14,221,119,124,88,54,33,15,7,0,653,..,0,18,38,33,24,3,0,0,117,..,50,101,74,28,8,0,0,0,269,..,21,30,17,4,11,9,0,0,85,511,..,..,..,..,..,..,..,..,511,..,23,..,..,..,..,..,..,..,23,..,76,13,6,3,0,0,0,0,95,..,55,20,10,21,12,13,3,0,133,..,0,0,4,0,0,0,0,0,6,..,4,12,3,3,0,0,0,0,17,..,3,3,9,0,10,4,0,0,31,6,6,12,0,3,3,0,0,0,26,516,230,213,169,93,75,24,8,0,1326
LGA32810,..,43,73,15,45,35,10,4,0,228,..,8,39,41,101,150,117,77,31,565,16,15,15,9,19,32,9,0,0,121,758,404,608,674,778,740,480,196,42,4672,..,4,284,586,713,757,584,221,21,3173,..,112,369,265,269,207,77,12,0,1305,..,11,54,143,124,49,32,12,3,434,1623,..,..,..,..,..,..,..,..,1623,..,252,..,..,..,..,..,..,..,252,..,231,87,39,21,16,0,0,0,394,..,43,30,16,14,37,17,20,9,196,..,32,44,18,15,5,4,0,3,126,..,86,147,56,95,90,39,15,3,532,..,27,82,130,222,322,254,132,49,1216,31,35,36,34,31,56,28,5,3,263,1650,834,1134,1299,1510,1538,1032,426,93,9509
LGA33100,..,0,0,0,4,0,0,0,0,6,..,0,6,4,0,11,10,5,4,40,4,0,3,0,6,0,0,0,0,18,66,23,50,33,54,45,36,14,4,320,..,0,33,37,53,52,43,15,0,236,..,12,23,10,14,9,5,0,0,76,..,0,7,3,7,3,3,3,0,20,124,..,..,..,..,..,..,..,..,124,..,6,..,..,..,..,..,..,..,6,..,21,15,0,4,0,0,0,0,33,..,3,0,0,0,0,4,0,0,5,..,3,5,3,0,0,0,0,0,6,..,10,3,0,3,5,0,0,0,22,..,6,11,8,14,35,35,15,3,135,3,6,4,4,15,4,4,3,0,40,128,53,90,60,110,111,95,38,3,695
LGA33200,..,3,0,3,0,0,4,0,0,15,..,3,5,4,8,16,16,16,11,77,0,4,0,0,4,5,3,3,0,23,122,61,78,67,96,88,99,39,14,665,..,7,63,87,129,109,110,40,7,549,..,37,42,16,16,12,9,0,4,124,..,4,11,11,14,3,4,3,4,47,239,..,..,..,..,..,..,..,..,239,..,28,..,..,..,..,..,..,..,28,..,26,11,0,8,3,0,0,0,45,..,10,0,0,0,4,11,5,0,31,..,12,4,0,3,0,3,0,0,19,..,5,0,5,4,8,7,7,0,34,..,5,12,12,25,46,34,23,15,177,0,7,7,3,9,10,7,3,0,52,236,143,145,138,198,195,183,72,21,1339
LGA33220,..,226,184,105,215,285,241,79,29,1370,..,131,210,258,591,1187,1571,1223,580,5752,146,204,124,106,166,247,217,115,36,1356,7816,4435,4141,5190,6321,7391,7196,3544,1085,47111,..,205,2702,4862,6285,8380,9325,4077,657,36510,..,916,1648,1389,1328,1073,666,214,30,7275,..,275,816,1307,1195,530,287,278,136,4824,15711,..,..,..,..,..,..,..,..,15711,..,3108,..,..,..,..,..,..,..,3108,..,2649,1023,564,432,219,34,3,0,4911,..,359,147,95,199,341,315,238,159,1850,..,357,186,120,121,93,50,3,3,945,..,433,404,262,448,586,499,196,42,2866,..,240,490,688,1338,2222,2771,1901,827,10478,321,429,300,271,317,423,419,202,55,2740,16032,8975,7721,9566,11673,13868,14368,7113,1911,91225
LGA33360,..,160,125,59,84,76,34,9,6,545,..,166,227,145,307,370,363,272,120,1966,152,162,128,49,91,109,72,30,10,809,6432,3147,3987,3996,3975,2925,1765,754,218,27203,..,222,3220,4899,4856,4020,2312,806,105,20432,..,1075,1918,1115,1029,513,177,23,3,5867,..,172,477,633,574,194,105,72,30,2247,12730,..,..,..,..,..,..,..,..,12730,..,2011,..,..,..,..,..,..,..,2011,..,1680,450,208,135,62,10,0,0,2539,..,242,108,53,101,125,112,85,30,860,..,180,124,65,68,26,18,7,3,493,..,401,303,148,194,195,76,24,7,1340,..,369,653,567,917,993,754,437,152,4837,295,380,313,170,226,220,142,56,14,1811,13032,6728,7563,7857,8087,6344,3708,1503,354,55170
LGA33430,..,3599,3353,985,1121,1294,784,309,68,11513,..,919,1929,1899,2956,5116,6109,4554,2514,25994,682,1179,986,509,544,706,590,293,133,5614,46134,32537,35723,36634,35893,30772,24654,12320,4851,259519,..,1257,23138,39981,39739,34100,29234,12797,2692,182937,..,6156,16735,9933,7432,4406,2158,524,82,47413,..,688,3220,6739,7325,3523,1651,1121,771,25029,93245,..,..,..,..,..,..,..,..,93245,..,23410,..,..,..,..,..,..,..,23410,..,16688,7196,2760,1830,1045,209,5,0,29728,..,2805,1912,752,997,1611,1605,1162,723,11570,..,2876,2508,1025,810,535,285,102,33,8175,..,6871,7630,2632,2515,2626,1767,690,144,24866,..,1814,4449,4972,6518,8675,9556,6515,3444,45950,1365,2271,2107,1254,1181,1187,999,482,192,11030,94615,64830,68887,70047,68338,57705,47458,23390,8089,503357
LGA33610,..,26,36,6,6,9,3,4,0,98,..,26,41,22,45,85,115,106,48,479,26,29,14,10,12,15,23,7,7,143,977,477,624,578,601,566,458,253,81,4615,..,18,467,706,791,789,575,267,38,3653,..,153,265,148,125,67,35,11,3,803,..,19,74,82,87,50,16,22,19,370,1976,..,..,..,..,..,..,..,..,1976,..,245,..,..,..,..,..,..,..,245,..,221,65,24,33,13,0,0,0,359,..,56,19,5,15,27,27,21,10,177,..,48,25,8,4,7,0,0,0,94,..,76,66,17,24,24,15,5,0,228,..,60,104,78,130,215,208,173,71,1033,44,58,40,20,28,34,36,12,9,288,2021,951,1129,1099,1246,1223,912,501,144,9230
LGA33620,..,106,60,51,111,115,91,27,5,569,..,49,93,124,314,582,709,492,229,2586,74,115,67,38,73,143,98,46,13,680,4080,2262,2146,2568,3306,3506,3081,1346,437,22729,..,128,1431,2497,3418,4096,3938,1509,287,17293,..,456,908,726,693,535,308,58,3,3695,..,126,417,585,606,296,139,129,64,2363,8336,..,..,..,..,..,..,..,..,8336,..,1599,..,..,..,..,..,..,..,1599,..,1391,525,274,204,89,24,0,0,2506,..,180,72,37,88,117,113,83,58,756,..,183,115,55,85,54,27,9,8,531,..,198,164,128,266,236,194,71,9,1257,..,118,254,338,753,1179,1305,794,329,5067,143,250,156,105,164,245,211,78,20,1380,8481,4632,4035,4755,6274,6849,6268,2733,770,44796
LGA33800,..,7,3,7,5,20,7,3,0,59,..,17,18,19,52,102,127,174,107,613,10,21,9,10,11,26,26,16,3,136,770,428,361,492,706,758,644,455,175,4805,..,22,333,584,881,1009,905,490,121,4345,..,83,144,122,131,111,51,20,0,662,..,19,44,78,81,51,32,40,29,373,1510,..,..,..,..,..,..,..,..,1510,..,333,..,..,..,..,..,..,..,333,..,332,106,55,53,40,9,0,0,597,..,29,22,8,18,22,13,23,12,142,..,20,5,8,3,3,0,3,0,46,..,22,17,15,17,37,29,10,0,149,..,27,58,69,145,259,271,276,145,1264,24,45,31,15,30,46,42,17,9,257,1529,932,755,961,1363,1578,1361,884,309,9674
LGA33830,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,6,0,0,11,4,6,0,4,0,0,0,0,0,11,101,70,70,54,40,26,16,8,0,382,..,0,5,13,19,19,12,5,0,68,..,30,59,64,30,8,0,0,0,196,..,7,21,10,12,4,0,0,0,57,227,..,..,..,..,..,..,..,..,227,..,16,..,..,..,..,..,..,..,16,..,35,22,10,0,0,0,0,0,68,..,26,12,9,20,12,3,3,0,85,..,3,0,0,4,4,0,0,0,11,..,0,0,3,0,0,0,0,0,8,..,0,10,9,7,10,6,0,0,44,7,8,3,5,0,3,0,0,0,29,239,125,128,124,85,64,24,9,0,800
LGA33960,..,549,428,215,316,275,144,67,9,2003,..,209,626,546,927,1346,1314,1083,510,6563,416,493,357,175,169,192,129,75,31,2029,21147,12521,14513,12495,11498,8836,5715,2954,995,90665,..,800,11126,13432,12822,10581,6906,2743,492,58896,..,3114,6282,3513,2274,1044,328,79,8,16645,..,661,2233,2832,2556,1079,539,376,193,10473,42619,..,..,..,..,..,..,..,..,42619,..,8515,..,..,..,..,..,..,..,8515,..,7069,2797,1108,626,254,37,0,0,11893,..,1434,793,366,545,708,547,337,173,4918,..,1021,713,374,275,164,54,23,7,2632,..,1133,1164,615,733,630,331,123,18,4748,..,469,1552,1619,2244,2570,2145,1584,701,12878,798,977,867,491,370,340,231,100,39,4207,43421,25194,27526,24341,22435,17379,11123,5376,1631,178419
