LGA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA34800,11,24,43,48,38,39,14,5,0,213,5,0,11,3,8,10,16,5,4,60,0,6,3,3,3,9,0,3,0,23,14,23,53,52,49,52,29,8,4,290,11,33,87,90,76,71,28,8,0,411,0,7,13,10,7,9,0,0,0,56,0,0,3,3,3,0,0,0,0,14,0,0,0,3,0,5,0,0,0,11,12,42,107,110,95,88,32,5,0,490,0,0,0,7,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,17,14,42,109,116,97,94,32,6,0,507,4,0,11,9,9,19,32,10,9,101,0,6,7,13,10,9,5,3,0,56,21,50,124,130,118,123,72,25,9,665
LGA34830,5,5,6,7,10,11,0,0,0,46,11,10,7,6,14,8,7,0,0,57,0,3,0,0,0,0,0,0,0,5,9,19,17,14,22,17,7,0,0,112,0,10,16,16,10,13,0,0,0,67,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,12,13,16,16,4,0,0,82,8,4,8,0,3,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,8,3,13,0,3,0,0,0,0,32,9,19,24,15,20,20,4,0,0,114,15,7,13,14,10,22,12,6,0,102,0,3,0,0,0,0,0,0,0,10,22,33,43,28,33,44,12,5,0,224
LGA34860,166,278,670,634,653,446,152,40,6,3058,122,63,159,114,99,188,274,238,112,1361,21,31,87,80,70,62,46,36,22,451,305,373,920,827,821,692,471,316,141,4872,154,409,1042,881,1001,732,201,65,7,4499,159,119,296,307,244,211,121,30,8,1496,21,18,52,35,46,38,14,3,0,227,21,11,23,15,31,14,12,6,0,138,354,554,1421,1235,1319,997,355,107,20,6356,31,19,25,37,40,27,5,0,0,180,19,12,10,13,11,12,0,0,0,71,44,26,43,45,50,35,6,0,0,246,402,582,1463,1282,1363,1026,358,105,20,6603,245,87,189,168,163,319,559,417,172,2317,48,59,202,166,155,151,110,59,35,991,693,729,1858,1614,1683,1492,1027,589,225,9908
LGA34880,293,286,673,871,1095,849,206,27,6,4311,238,116,261,261,261,506,867,497,178,3182,64,48,102,119,157,156,123,68,18,865,593,454,1037,1257,1515,1507,1197,595,202,8358,118,344,821,1057,1392,963,229,37,0,4955,312,171,393,500,590,562,204,38,9,2770,20,22,64,50,84,86,18,6,0,353,22,26,32,29,50,33,13,3,0,204,474,556,1304,1636,2106,1641,475,83,8,8284,39,71,95,89,98,110,9,0,0,502,46,27,35,39,32,53,8,0,0,246,88,100,131,126,128,161,9,7,0,751,561,652,1437,1768,2233,1802,486,90,9,9036,547,357,678,625,549,978,1732,1014,329,6805,120,118,222,241,319,336,275,163,44,1840,1228,1128,2339,2635,3100,3117,2489,1267,379,17681
LGA35010,8339,9713,19263,22434,22772,13774,2370,152,31,98829,4626,2380,6221,6056,5660,10440,17258,8629,3376,64634,536,660,1440,1390,1346,1336,1311,1088,1173,10290,13497,12746,26921,29875,29770,25551,20933,9865,4580,173755,2633,10043,25393,29695,30424,17330,2397,121,15,118054,9243,6865,9732,12028,11584,8851,2833,257,19,61417,335,511,1781,1316,1233,1170,288,18,9,6657,331,422,672,688,663,408,125,43,17,3369,12537,17835,37579,43727,43897,27753,5648,443,58,189495,1253,1808,1990,1581,1653,1119,84,7,0,9504,2349,735,966,869,685,603,125,15,3,6348,3599,2541,2961,2456,2340,1719,210,25,4,15857,16135,20375,40537,46185,46239,29478,5861,473,61,205347,10344,3999,8582,8585,8713,16970,31974,16180,5555,110906,1120,1321,2887,2856,2870,2640,2599,1891,1741,19927,27602,25704,52002,57623,57823,49090,40430,18548,7364,336175
LGA35250,21,22,55,40,33,17,3,0,0,195,28,17,30,29,25,20,19,8,0,172,9,7,13,4,9,3,3,0,0,50,54,45,95,79,70,45,28,8,0,418,8,16,60,52,42,24,6,0,0,213,4,10,17,11,18,8,0,0,0,71,0,0,0,3,0,0,0,0,0,6,3,0,3,0,3,3,3,0,0,14,19,29,81,68,60,35,12,3,0,314,18,6,34,10,19,4,0,0,0,89,0,0,0,3,0,0,0,0,0,5,18,11,33,14,19,4,0,0,0,99,36,42,113,85,75,42,12,3,0,408,50,29,43,47,51,36,34,13,0,302,14,9,26,13,14,7,8,3,0,90,105,83,182,146,134,77,47,17,0,793
LGA35300,286,494,1196,921,911,464,95,10,0,4370,187,130,345,218,154,198,246,133,39,1653,60,71,189,134,162,90,50,23,11,795,536,699,1732,1268,1229,750,397,160,53,6820,197,735,2000,1435,1485,776,145,8,0,6773,276,165,370,357,277,202,76,12,0,1739,13,33,130,84,56,65,15,0,0,397,14,23,36,41,38,26,7,3,0,192,509,952,2526,1920,1855,1062,246,24,0,9108,44,75,98,75,72,40,3,0,0,414,50,12,33,37,16,21,4,0,0,165,94,94,134,104,92,60,9,0,0,582,599,1043,2658,2031,1952,1126,253,27,0,9688,390,188,423,299,242,366,532,268,63,2781,126,163,443,271,336,215,113,38,11,1719,1118,1398,3526,2596,2532,1708,902,335,80,14193
LGA35600,55,99,220,207,242,199,37,6,0,1057,29,30,51,34,56,72,121,90,49,541,3,9,28,14,21,21,15,18,13,142,91,139,289,252,319,295,175,117,65,1744,37,133,279,283,327,278,54,12,0,1401,62,45,96,82,94,97,32,3,0,514,3,5,26,8,6,20,8,0,0,72,0,4,10,13,12,11,7,3,0,54,112,187,403,391,435,398,99,16,0,2046,6,12,16,23,18,10,0,0,0,80,5,3,6,0,5,4,3,0,0,33,13,13,24,26,25,13,3,0,0,113,120,203,423,413,460,417,100,16,0,2161,87,41,64,56,89,143,234,166,73,958,14,25,46,32,41,47,36,35,24,294,224,267,533,496,598,601,364,221,102,3411
LGA35670,3,13,26,15,20,7,3,0,0,78,37,40,36,42,38,28,12,4,0,245,0,0,0,0,0,0,0,0,0,0,39,54,69,57,55,30,14,4,0,324,0,11,23,25,25,14,3,0,0,104,0,5,11,10,9,0,3,0,0,40,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,23,40,38,38,12,3,0,0,153,3,10,15,20,4,0,0,0,0,57,0,3,5,3,5,0,0,0,0,13,3,15,20,22,6,0,0,0,0,70,5,35,57,59,46,16,9,0,0,217,80,59,73,61,82,55,19,9,0,434,0,3,0,0,0,0,0,0,0,11,84,99,136,120,124,70,28,10,0,665
LGA35740,830,684,1453,2404,3322,2406,515,39,4,11646,474,142,466,614,811,1779,3038,1600,620,9545,64,59,102,190,236,253,241,175,205,1533,1371,886,2015,3210,4359,4439,3797,1810,837,22723,266,655,1708,2717,3492,2311,435,28,3,11620,1043,567,978,1651,2178,2012,739,85,3,9252,40,32,115,148,178,196,59,4,0,765,34,41,35,90,86,70,14,12,3,375,1381,1288,2842,4611,5924,4579,1247,126,10,22007,99,107,120,146,200,205,17,3,0,898,182,56,54,96,105,152,37,6,0,685,279,164,172,240,308,354,58,13,0,1577,1663,1454,3007,4852,6232,4929,1301,137,7,23585,1056,267,651,883,1230,2999,5819,3103,1076,17088,122,120,226,409,497,512,526,322,288,3031,2838,1846,3887,6144,7959,8442,7647,3565,1373,43702
LGA35760,135,158,331,401,502,395,145,36,0,2105,115,39,122,112,122,273,445,266,125,1619,17,29,49,63,74,74,91,60,39,496,261,228,508,574,700,740,685,359,162,4213,77,182,477,521,686,539,218,51,8,2756,129,83,195,196,279,260,117,30,4,1298,15,14,24,22,24,36,16,3,3,150,19,10,13,28,25,23,18,7,0,135,238,282,706,765,1012,857,367,91,11,4334,16,19,38,29,36,35,0,0,0,175,11,11,10,14,9,15,3,0,0,61,29,28,44,43,49,52,3,0,0,241,268,316,747,812,1055,906,372,91,11,4574,233,69,164,158,237,461,881,553,223,2984,41,56,136,127,172,159,183,134,52,1065,538,444,1051,1091,1467,1525,1442,772,292,8625
LGA35780,42,67,143,112,93,52,3,0,0,512,74,66,71,47,45,37,31,10,0,377,8,3,5,10,7,3,0,0,0,42,122,136,223,170,145,96,38,10,0,926,22,60,135,126,117,74,9,0,0,546,30,26,43,39,26,31,0,0,0,200,0,3,12,10,9,6,0,0,0,37,0,0,10,3,0,4,0,0,0,21,59,88,200,171,157,111,13,0,0,804,17,34,51,32,21,3,0,0,0,161,10,9,14,6,4,3,3,0,0,42,23,41,63,39,25,5,3,0,0,201,80,133,262,213,181,114,14,0,0,1005,153,108,123,78,75,70,61,16,6,677,17,8,17,19,20,8,4,0,0,85,246,241,401,307,277,190,82,13,6,1768
LGA35790,30,25,80,62,85,51,3,0,0,343,77,83,96,62,65,57,28,4,0,478,0,3,6,3,7,0,0,0,0,20,108,111,188,131,150,115,31,4,0,833,8,16,48,50,79,54,7,0,0,262,14,20,40,45,50,22,3,0,0,199,0,3,9,4,0,3,0,0,0,21,0,0,0,3,0,0,0,0,0,3,27,34,98,100,131,77,9,0,0,487,8,17,25,16,14,5,0,0,0,97,15,18,27,20,19,12,0,0,0,111,22,40,51,40,36,17,0,0,0,204,45,78,154,138,167,99,15,0,0,694,172,145,181,124,139,99,55,11,0,929,3,4,11,7,14,0,0,0,0,43,223,232,347,268,325,199,69,8,0,1662
LGA35800,12,29,72,56,92,82,32,3,0,371,22,18,21,16,29,47,51,24,13,241,0,4,8,3,7,12,11,0,3,51,33,54,97,79,129,134,89,28,18,661,12,34,105,77,121,124,37,8,0,507,12,12,19,31,36,40,21,0,0,172,0,3,5,0,11,3,3,0,0,33,0,0,0,0,0,5,0,4,0,11,22,51,136,115,160,172,60,16,0,720,3,3,3,8,4,7,0,0,0,26,0,0,0,0,7,3,0,0,0,16,3,4,10,6,11,12,0,0,0,42,22,49,142,119,168,183,64,12,0,766,37,24,27,35,54,83,109,69,21,456,3,4,7,14,9,30,24,10,8,110,67,83,176,164,234,294,198,89,29,1325
LGA36070,3,14,28,31,24,9,0,0,0,120,18,22,31,25,18,19,17,7,0,153,0,0,4,0,0,0,0,0,0,3,22,39,63,56,45,27,19,8,0,275,4,15,17,30,24,17,3,0,0,118,11,12,19,17,25,8,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,22,37,55,50,20,4,0,0,212,3,3,5,5,3,0,0,0,0,21,3,6,4,4,11,3,0,0,0,29,6,7,8,8,13,0,0,0,0,47,21,28,48,65,64,23,4,0,0,257,29,24,50,55,41,40,30,10,0,280,0,0,3,3,3,0,0,0,0,16,50,53,100,122,109,64,41,9,0,553
LGA36150,3,21,55,34,57,32,14,3,0,209,4,3,7,3,17,13,14,15,9,81,0,0,6,0,3,7,0,0,0,17,4,20,65,45,76,51,25,17,9,307,13,27,81,49,79,58,16,4,3,340,0,8,11,15,26,13,9,0,0,78,0,0,7,3,7,6,0,0,0,22,4,0,0,0,0,0,3,0,0,10,19,44,104,70,108,80,27,7,3,452,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,3,0,0,0,14,19,42,105,73,113,81,27,7,3,471,7,3,14,3,20,17,42,15,11,136,3,0,5,0,10,15,10,0,0,44,33,48,122,78,143,112,73,26,9,648
LGA36250,2994,3260,6197,7599,8958,6000,1081,75,9,36166,1539,573,1501,1663,1796,3864,6450,3617,1635,22637,120,133,316,344,369,416,426,382,402,2907,4648,3965,8020,9606,11122,10278,7954,4079,2044,61715,978,3433,8574,10087,12007,7710,1055,66,12,43931,3606,2465,3034,4113,4402,3798,1317,127,16,22890,109,177,524,402,421,492,111,12,0,2256,99,139,223,208,216,130,44,14,6,1090,4798,6212,12359,14820,17051,12136,2530,220,33,70168,343,469,516,390,449,436,29,0,0,2635,774,196,206,246,212,235,50,3,0,1926,1117,671,718,639,666,671,81,6,0,4563,5919,6886,13079,15452,17716,12804,2616,227,33,74727,3560,1030,2039,2285,2666,6192,11930,6673,2643,39014,254,278,643,722,816,877,807,663,602,5661,9730,8191,15769,18459,21188,19872,15357,7557,3279,119405
LGA36300,7,24,58,26,43,32,6,4,0,204,0,0,13,7,9,9,12,12,4,70,3,0,0,5,8,3,3,3,0,30,14,32,70,40,55,44,22,20,4,302,17,39,84,48,53,64,16,6,0,321,4,11,21,10,17,17,4,0,0,82,0,0,5,0,0,0,0,0,0,13,0,0,3,0,7,3,4,0,0,18,21,43,108,57,81,89,25,7,0,434,0,3,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,0,13,21,53,115,59,86,86,25,7,0,443,5,4,17,9,12,13,36,26,9,139,4,4,8,10,13,6,6,4,0,57,34,63,140,81,110,107,63,36,8,638
LGA36370,1554,1938,3965,3596,3887,2553,442,54,3,18004,1046,579,1243,951,1026,1728,2535,1866,817,11802,196,218,329,308,340,311,273,238,210,2419,2805,2737,5538,4859,5253,4597,3249,2161,1032,32228,514,2221,5376,4717,5115,3359,479,46,6,21831,1748,1154,1918,1835,1843,1475,484,74,5,10532,91,120,393,211,221,282,54,4,0,1373,60,76,134,101,113,60,24,13,4,579,2409,3569,7812,6867,7296,5170,1039,139,19,34314,318,396,532,410,402,276,12,0,0,2350,311,152,234,169,120,120,10,6,0,1125,625,549,768,580,521,396,22,6,0,3475,3039,4116,8580,7443,7813,5566,1063,143,19,37790,2168,869,1692,1400,1685,2984,4833,3305,1279,20213,338,418,819,704,849,732,537,436,317,5147,5548,5408,11087,9543,10348,9284,6434,3889,1609,63147
LGA36510,635,611,1221,1841,2226,1596,417,66,3,8601,477,191,443,581,633,1106,1848,1007,422,6706,70,75,146,167,229,235,188,110,42,1262,1184,879,1802,2590,3079,2936,2451,1187,463,16577,286,685,1523,2246,2808,1924,482,66,3,10032,712,417,662,1102,1291,1156,470,86,3,5891,30,37,110,111,132,144,60,5,3,632,34,26,38,79,84,66,28,21,3,376,1064,1165,2329,3540,4312,3289,1035,182,18,16926,77,103,142,118,144,106,5,0,0,698,94,41,64,55,58,52,23,0,0,379,167,142,209,171,200,158,30,0,0,1074,1232,1305,2541,3711,4513,3452,1065,182,18,18008,1049,305,663,858,1012,1881,3468,1971,711,11917,166,154,303,335,452,461,406,211,84,2570,2446,1760,3505,4909,5967,5791,4940,2359,804,32494
LGA36580,343,370,786,976,1126,852,183,17,8,4659,281,175,389,381,444,839,1134,492,165,4302,51,60,91,116,121,152,114,56,23,777,677,607,1264,1476,1692,1841,1432,558,197,9739,170,428,1023,1251,1474,1065,229,32,7,5675,322,212,464,553,607,611,209,26,3,3007,17,14,66,60,62,80,35,3,0,343,30,11,39,36,47,40,29,8,5,245,538,671,1589,1896,2192,1797,498,66,11,9270,77,86,104,91,113,80,7,0,0,553,77,24,42,49,28,40,11,0,0,264,149,111,145,137,135,118,11,3,0,818,694,787,1734,2033,2334,1911,509,74,11,10087,660,273,523,575,779,1477,2257,1038,294,7860,122,97,187,234,270,315,250,116,36,1624,1472,1153,2439,2836,3375,3711,3015,1221,346,19567
LGA36630,467,484,943,1200,1445,1086,280,53,0,5954,334,205,489,490,583,1158,1743,835,362,6200,51,53,94,109,142,176,166,115,39,954,854,737,1529,1800,2170,2421,2187,995,407,13109,226,594,1184,1385,1785,1294,323,77,4,6876,486,291,594,749,805,764,310,59,5,4060,36,24,76,59,102,113,35,4,0,449,30,26,29,52,51,41,37,17,3,273,774,934,1893,2246,2742,2206,703,152,11,11656,89,115,112,93,117,94,3,0,0,623,66,37,59,50,46,41,7,0,0,314,154,153,173,143,168,133,12,4,0,936,931,1085,2069,2389,2905,2343,709,156,11,12593,772,328,711,815,1024,1989,3476,1732,624,11478,112,109,183,254,320,335,360,237,76,1983,1816,1523,2962,3454,4249,4663,4548,2129,715,26054
LGA36660,567,553,1056,1396,1733,1419,327,54,7,7114,375,207,480,458,516,1109,1835,1106,508,6607,50,39,80,107,123,158,174,128,60,917,993,807,1617,1962,2374,2688,2339,1292,574,14637,280,678,1341,1631,2109,1670,436,66,7,8225,675,362,648,851,1027,974,364,75,7,4983,32,38,114,96,89,128,46,3,0,545,36,27,50,54,59,73,30,20,11,348,1024,1109,2140,2633,3276,2841,877,165,29,14094,75,111,118,102,103,97,4,0,0,609,65,41,58,51,49,49,14,3,0,330,145,154,178,156,149,148,19,3,0,948,1170,1263,2319,2789,3432,2988,891,169,29,15041,883,327,658,659,875,1886,3500,2058,777,11621,108,96,198,213,258,311,348,211,99,1846,2156,1685,3175,3657,4560,5186,4735,2441,902,28501
LGA36720,5546,5921,11885,14770,16989,11329,2167,186,28,68828,2866,1262,3394,3622,3781,8065,14416,8665,4050,50106,371,500,911,942,1079,1081,1060,840,671,7453,8786,7683,16190,19329,21851,20471,17643,9692,4749,126390,1528,5572,14537,17580,19921,12164,1844,119,14,73284,6515,4583,7097,9570,10131,8503,2920,310,31,49661,265,297,1071,804,908,893,219,37,8,4493,213,229,424,447,421,303,110,44,15,2203,8514,10681,23125,28396,31378,21866,5097,502,72,129641,615,824,951,929,1116,939,68,13,0,5461,1453,564,585,608,565,574,157,15,3,4524,2071,1385,1537,1535,1684,1514,224,20,6,9984,10588,12068,24661,29934,33064,23384,5318,523,79,139619,6330,2222,4592,5073,5781,13136,26474,16336,6615,86559,781,1025,1938,2081,2274,2152,2080,1463,1013,14807,17698,15316,31195,37079,41119,38678,33866,18330,7706,240989
LGA36820,363,325,722,961,1304,1111,279,36,3,5094,286,127,301,290,361,776,1276,737,322,4467,39,48,81,99,148,151,166,107,47,875,682,501,1100,1345,1807,2033,1715,876,366,10442,171,404,813,1077,1456,1193,299,37,4,5454,437,172,441,579,779,775,303,57,7,3553,11,24,70,74,84,123,36,3,0,433,18,11,35,39,36,37,27,14,0,216,647,609,1358,1768,2349,2137,666,113,11,9654,43,71,99,90,132,92,9,0,0,534,44,31,44,36,44,57,12,3,0,268,86,102,140,126,175,156,16,5,0,803,732,715,1499,1895,2523,2285,685,114,11,10458,588,206,406,419,603,1371,2507,1438,539,8067,99,111,174,199,300,326,308,196,75,1788,1413,1025,2076,2513,3422,3989,3505,1755,622,20319
LGA36910,2936,3710,7100,7267,8131,5830,1303,155,24,36457,1970,942,2360,2025,1878,3674,6339,4167,1870,25216,322,301,579,554,607,612,673,553,563,4764,5225,4947,10046,9848,10611,10111,8313,4876,2456,66435,1240,4282,9765,9494,10785,7466,1443,175,21,44680,3308,2293,3714,4101,4049,3620,1460,195,26,22769,161,196,688,371,444,517,168,22,4,2559,113,115,228,200,209,167,92,39,4,1176,4830,6892,14394,14166,15479,11769,3167,430,58,71188,439,637,678,494,498,329,28,4,3,3111,655,312,329,281,223,187,38,7,3,2039,1098,957,1014,773,719,510,66,6,3,5149,5924,7847,15409,14934,16196,12280,3234,440,66,76338,4095,1642,3149,2910,3003,5924,11307,7526,2939,42492,648,684,1245,1179,1267,1280,1267,979,803,9363,10668,10175,19795,19030,20471,19490,15810,8947,3802,128188
LGA36950,38,69,193,194,137,106,25,4,0,763,71,39,45,56,29,48,33,17,10,344,23,31,83,34,35,15,6,0,0,237,135,142,322,281,200,174,63,23,12,1348,26,62,253,227,183,145,29,3,0,928,21,35,73,60,59,50,10,3,0,309,3,3,14,14,12,14,0,0,0,62,3,15,19,21,6,6,0,0,0,85,52,116,353,322,262,217,44,7,0,1379,13,16,9,15,14,15,0,0,0,80,15,4,7,0,7,7,0,0,0,35,22,19,19,16,19,18,0,0,0,116,75,140,373,338,283,235,44,7,0,1501,169,89,82,79,48,81,72,36,13,668,38,67,162,65,69,40,17,3,0,466,289,289,621,485,396,356,132,46,14,2627
LGA36960,17,60,132,117,105,69,7,0,0,506,104,120,181,121,74,105,75,26,3,814,26,45,29,8,11,7,3,0,0,133,153,226,340,245,191,184,83,26,7,1450,10,45,127,143,123,76,7,0,0,537,9,49,102,78,69,46,4,0,0,364,0,5,6,3,3,9,0,0,0,29,4,3,10,10,6,5,0,0,0,39,25,99,242,236,208,137,14,0,0,974,6,23,30,19,18,10,0,0,0,109,11,18,16,18,7,5,0,0,0,78,22,39,52,38,22,16,0,0,0,183,46,140,291,278,233,150,14,0,0,1153,216,219,320,194,174,184,134,49,9,1499,88,58,87,24,17,18,11,3,0,305,350,406,699,492,422,353,165,51,6,2954
