LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA30250,0,4,6,70,0,74,0,0,0,1071,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,30,12,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,52,4,74,0,0,0,0,26,26,35,5,6,1188,40,1269
LGA30300,5,77,67,2035,24,2215,0,0,0,49,0,49,10,0,0,21,0,35,0,0,0,0,0,0,10,4,3,4,0,28,94,63,61,1323,12,1561,21,0,0,0,0,26,5,0,0,5,0,9,27,3,5,211,7,256,5,3,0,3,0,13,0,4,0,0,0,4,6,0,0,0,0,7,23,13,13,474,3,529,3,3,0,35,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,14,13,6,4,0,0,20,7,0,3,10,0,17,0,0,0,6,0,6,23,14,14,373,3,426,0,0,0,0,0,0,19,0,3,0,0,25,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,14,59,7,8,48,3,118,13,0,0,71,321,409,311,121,111,3463,367,4377
LGA30370,41,319,235,6210,112,6916,0,3,0,41,4,54,66,0,0,36,0,108,5,0,0,0,0,5,73,31,22,78,0,205,417,277,181,4093,114,5083,121,4,21,0,7,151,11,3,3,22,0,32,50,45,40,1035,24,1191,11,6,5,34,0,57,3,0,0,7,0,13,46,3,0,4,0,55,92,46,43,1192,25,1389,26,26,5,154,0,213,4,0,0,0,0,4,3,0,0,13,0,9,0,0,0,0,0,0,5,3,4,12,0,29,36,13,4,7,0,61,43,11,17,7,0,76,6,0,0,10,0,17,13,0,8,8,0,27,106,49,45,1066,26,1296,0,0,0,0,0,0,39,6,3,4,0,49,12,0,0,3,0,16,19,0,0,0,0,26,0,0,0,0,0,0,103,0,0,3,4,110,12,11,3,30,4,57,319,58,36,143,14,562,28,9,7,177,1054,1276,1427,557,407,10622,1313,14319
LGA30410,5,43,42,1317,14,1420,0,0,0,9,0,9,0,0,0,13,0,14,0,0,0,0,0,0,13,3,0,10,0,18,79,43,29,965,17,1128,11,0,0,0,0,11,3,0,0,3,0,10,12,3,9,145,4,172,0,0,0,0,0,3,0,4,0,3,0,3,11,0,0,0,0,11,22,0,4,259,3,297,8,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,0,0,15,4,0,0,3,0,4,3,0,0,4,0,8,0,0,0,0,0,3,28,13,10,238,0,282,0,0,0,0,0,3,12,3,0,0,0,10,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,32,6,3,31,0,70,13,0,5,26,191,229,193,72,71,2302,224,2865
LGA30450,0,0,6,99,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,102,3,120,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,14,17,14,4,12,220,25,267
LGA30760,3,31,30,909,20,989,0,0,0,5,0,9,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,0,0,11,48,25,19,632,10,733,14,0,0,0,0,14,3,0,0,5,0,13,7,5,3,118,4,137,0,0,0,0,0,0,0,0,0,7,0,7,12,0,0,0,0,12,8,10,4,227,4,256,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,154,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,8,7,0,12,0,29,0,0,0,47,86,137,99,56,42,1588,116,1903
LGA30900,4,17,4,178,6,208,0,0,0,66,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,6,88,3,122,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,33,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,12,0,0,0,4,64,72,30,16,12,297,73,426
LGA31000,9036,40940,32109,231455,3770,317306,60,217,114,2219,37,2644,73900,1456,2432,2889,524,81200,2176,460,224,635,26,3521,7662,2659,1578,4192,117,16212,87438,37518,27315,223841,4295,380409,12913,292,1978,199,109,15499,4669,729,565,2358,54,8371,12074,4399,3211,39913,570,60169,5454,1856,828,4651,165,12953,1996,366,218,567,17,3161,37604,823,637,497,233,39796,23063,11468,7956,107535,1418,151447,13689,4641,2031,15765,363,36490,11650,43,298,95,40,12131,1344,431,237,1099,25,3142,778,104,67,93,6,1053,891,456,209,1228,14,2801,7658,858,606,297,119,9540,8993,2557,2149,746,108,14559,4662,895,662,2139,81,8440,3247,373,329,972,41,4967,23791,10128,7556,73887,1092,116454,2313,202,118,215,25,2877,6398,649,503,187,35,7774,5383,410,373,929,55,7150,5078,231,189,164,32,5691,895,132,30,33,8,1101,18765,312,550,260,162,20048,3005,807,549,3539,50,7950,102213,9137,8936,13543,1171,135001,3830,456,374,4175,62745,71584,417879,78539,60167,500576,73995,1131155
LGA31750,0,0,8,149,6,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,12,3,7,115,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,44,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,30,37,24,4,7,268,38,353
LGA31820,331,2783,1922,32639,727,38406,3,15,3,383,9,423,559,14,34,227,12,845,84,16,7,30,3,134,682,199,120,314,11,1326,5418,2580,1851,28287,759,38895,554,10,135,20,17,733,187,21,15,181,5,414,829,407,214,6769,106,8316,50,37,8,120,8,224,130,23,4,41,0,199,373,24,16,35,3,449,877,541,376,7901,144,9837,642,301,69,1202,46,2261,163,3,3,4,0,180,12,11,7,18,0,42,6,0,0,9,0,17,170,53,18,180,3,431,186,61,45,33,3,332,355,179,152,95,8,786,133,30,15,151,3,334,85,13,12,77,0,187,1295,616,443,7348,134,9834,22,7,0,14,0,43,198,17,18,10,3,253,144,25,15,85,3,273,54,3,10,39,0,99,86,13,8,11,0,119,136,3,4,0,0,142,189,42,23,231,4,488,1897,397,299,1350,65,4000,150,47,49,980,5933,7153,13087,5065,3522,63680,7541,92897
LGA31900,93,429,260,6300,125,7208,3,3,0,94,3,105,44,0,0,72,0,112,12,0,0,10,0,21,45,12,20,35,0,105,401,364,232,4461,120,5586,73,3,9,3,0,86,32,0,7,30,0,73,95,37,35,752,13,926,67,24,7,108,0,202,6,3,0,0,3,11,37,0,0,6,0,44,91,95,56,1562,29,1831,910,286,132,1570,38,2938,49,0,0,8,0,51,0,0,0,3,0,6,0,0,0,0,0,0,10,12,3,28,0,54,13,3,0,6,0,24,45,18,17,4,0,84,9,6,3,11,3,37,4,4,0,5,0,23,122,91,88,1467,20,1788,0,0,0,0,0,3,13,3,0,5,0,26,84,33,9,121,3,248,3,0,0,3,0,3,3,0,0,0,0,3,24,0,0,0,0,28,12,5,3,43,0,66,254,51,48,419,22,795,26,8,10,180,1079,1302,2243,925,576,11950,1377,17074
LGA31950,0,6,5,147,5,165,0,0,5,13,0,17,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,55,0,70,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13,0,0,0,8,62,70,19,10,11,228,68,328
LGA32080,1267,5573,5273,41340,910,54366,12,114,27,1667,32,1857,2157,166,204,759,39,3328,269,86,29,139,8,527,1299,354,263,528,16,2456,12310,4712,4029,33158,816,55022,1917,69,401,93,28,2509,655,83,81,304,6,1130,2185,632,553,4962,105,8437,285,111,65,420,3,876,269,46,23,71,6,416,1621,47,52,53,15,1786,2608,1214,994,13103,230,18155,2065,876,464,4004,95,7507,1001,7,22,3,9,1043,48,9,9,49,0,119,25,4,3,4,0,39,203,86,60,273,6,630,755,128,115,82,10,1093,1127,330,275,113,16,1867,524,95,65,213,3,897,213,35,29,105,3,392,3175,1219,965,9228,209,14797,70,14,9,27,0,126,370,38,34,28,0,473,508,54,38,190,7,807,224,27,11,35,0,304,74,3,3,9,0,89,320,20,35,4,4,377,443,97,79,406,15,1044,12485,1457,1946,3984,272,20142,507,81,79,1027,13252,14950,40949,10380,9367,80758,15442,156901
LGA32250,5,27,28,1053,33,1138,0,0,0,68,3,72,3,0,0,14,0,24,0,0,0,0,0,0,14,0,3,0,0,18,41,26,32,437,30,564,19,0,3,0,0,19,0,0,0,4,0,4,14,4,0,55,3,69,0,0,3,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,5,3,5,131,4,150,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,71,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,41,0,7,23,4,75,0,0,0,18,154,177,152,41,48,1495,225,1958
LGA32260,194,796,639,8727,229,10573,0,9,19,450,5,484,121,18,28,149,9,320,57,10,0,34,0,99,165,44,39,84,3,335,1297,660,539,6538,152,9181,285,0,46,9,6,347,58,6,7,50,0,117,231,97,83,1188,25,1625,92,28,22,140,7,282,34,9,4,18,0,64,594,15,17,10,10,643,273,197,124,2716,54,3360,936,333,157,1664,49,3142,45,0,5,0,0,53,4,0,0,7,0,14,3,0,0,0,0,0,172,43,44,206,3,466,99,21,23,20,8,167,96,29,25,28,7,196,28,9,0,25,0,63,26,4,0,15,0,49,326,172,142,1896,35,2568,4,3,0,0,0,6,35,13,0,4,0,55,58,12,24,91,3,182,3,0,0,7,0,7,0,0,0,0,0,0,10,0,0,0,4,9,37,12,8,55,5,114,1241,153,167,716,45,2321,121,23,15,291,2413,2860,5553,1661,1297,17296,2910,28726
LGA32270,97,646,542,10935,180,12402,0,5,3,117,5,132,137,5,3,90,3,230,11,3,3,6,0,23,153,31,41,103,0,331,1230,473,452,7372,169,9692,283,5,27,15,0,323,39,5,8,61,0,116,195,64,64,1326,18,1663,10,16,5,32,0,66,18,0,0,12,0,31,146,5,0,4,0,155,263,117,111,2442,43,2974,77,40,11,327,3,459,39,0,0,0,0,43,0,0,0,8,0,8,5,0,0,0,0,3,13,7,5,40,3,72,338,18,29,5,3,398,202,72,45,26,0,345,35,12,4,37,0,83,15,3,5,14,0,36,372,141,132,1919,57,2615,0,0,0,0,0,0,115,9,9,12,0,149,41,0,0,23,0,71,22,0,0,0,0,22,3,0,3,0,0,8,8,0,0,0,0,9,26,14,3,69,4,116,681,91,100,276,20,1163,66,29,17,377,3233,3723,3572,1088,948,18778,3611,27999
LGA32310,26,228,198,5351,121,5933,0,11,3,117,4,135,26,0,3,87,0,125,3,0,0,0,0,0,22,10,7,24,0,63,303,197,199,3578,112,4394,64,0,8,11,0,79,11,3,3,17,0,39,43,17,44,480,16,603,3,4,0,9,0,24,3,4,0,4,0,13,18,0,0,9,3,29,83,45,34,1173,34,1363,21,28,10,215,11,283,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,20,5,8,7,0,49,39,17,10,23,3,95,9,0,3,10,0,28,4,0,0,0,0,5,98,60,50,853,30,1095,0,0,0,0,0,0,11,0,0,4,0,21,11,6,0,19,0,30,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,10,3,4,32,0,53,155,38,37,130,14,375,14,8,8,148,1048,1223,788,419,369,8987,1308,11876
LGA32330,0,0,0,42,0,44,0,3,0,1149,17,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,0,30,0,0,0,10,33,38,5,3,0,1206,52,1269
LGA32450,3,47,49,1287,31,1414,0,0,0,153,0,156,9,0,0,47,3,61,5,3,0,0,0,10,6,0,0,8,0,15,102,37,49,643,19,849,25,0,6,0,0,35,4,0,0,5,0,10,15,12,3,107,0,130,0,0,0,8,0,15,0,0,0,0,0,7,19,0,0,0,0,19,31,7,22,296,11,366,11,7,4,28,3,49,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,26,0,0,3,0,33,10,0,0,0,0,19,0,4,0,0,0,3,0,0,0,0,0,0,33,11,4,197,3,251,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,48,7,6,35,0,97,3,0,3,33,419,456,296,83,85,2085,479,3032
LGA32500,18,109,124,1212,57,1514,0,3,3,408,15,425,24,0,0,12,0,37,4,0,0,0,0,3,37,5,6,9,0,52,236,102,80,772,39,1221,23,0,15,3,0,41,28,0,3,3,0,35,69,11,19,119,0,218,3,0,0,0,0,3,3,3,0,0,0,14,7,0,0,0,0,7,59,13,21,279,13,395,33,9,0,48,4,97,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,3,9,0,0,29,12,0,7,3,3,18,8,3,0,9,0,23,3,0,0,3,0,5,53,37,10,210,3,313,3,0,0,0,0,6,15,3,0,0,0,20,7,4,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,169,23,30,88,4,315,9,0,6,31,644,692,678,189,199,2415,741,4226
LGA32600,0,0,10,121,5,134,0,0,0,13,0,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,64,0,78,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,77,79,15,4,5,182,85,294
LGA32750,0,0,4,131,3,143,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,62,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,24,3,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,10,0,0,0,0,40,42,21,8,9,199,46,291
LGA32770,3,3,3,66,0,82,0,3,0,1235,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,13,0,0,0,12,22,36,32,6,3,1332,30,1405
LGA32810,62,373,294,3173,81,3979,0,7,6,223,17,250,74,5,4,35,0,121,19,3,0,7,3,29,118,27,26,38,3,205,1139,357,266,2479,79,4321,48,3,6,0,0,61,86,10,4,22,0,117,241,42,29,302,13,633,24,4,4,8,0,38,22,3,3,3,0,27,35,0,4,3,0,48,259,81,67,840,20,1267,171,68,24,301,6,573,37,0,0,0,0,37,3,0,0,0,0,4,0,0,0,0,0,0,3,3,6,8,0,18,33,3,4,0,0,49,103,9,18,7,0,140,45,11,10,19,0,82,12,3,0,7,0,22,300,86,57,663,13,1120,11,0,0,3,0,18,30,3,0,3,0,34,34,3,4,8,0,52,17,4,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,15,35,4,0,22,0,65,425,80,72,158,7,743,26,11,3,110,1497,1651,2716,715,535,6079,1673,11714
LGA33100,5,16,17,328,13,376,0,0,0,0,0,0,4,0,0,11,0,13,0,0,0,0,0,0,3,0,0,3,0,7,27,16,16,243,0,306,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,10,87,0,105,0,3,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,4,9,48,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,25,0,0,0,10,74,86,65,25,30,592,91,799
LGA33200,4,34,20,750,25,830,0,0,0,0,0,0,4,0,0,8,0,12,0,0,0,0,0,0,7,0,0,3,0,8,31,35,18,462,15,552,4,0,0,0,0,4,0,0,0,0,0,0,4,4,4,49,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,10,0,149,0,171,0,0,0,29,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,10,8,3,144,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,4,0,15,0,36,3,0,0,21,117,144,81,52,31,1217,159,1536
LGA33220,480,3232,2294,33906,775,40682,7,26,14,469,13,524,353,27,49,239,7,678,90,19,3,41,3,152,830,191,123,381,16,1541,8182,3163,2248,29837,802,44233,534,16,154,27,16,748,206,38,20,242,10,518,1153,404,298,6435,136,8427,94,43,12,139,7,293,152,27,3,30,0,217,358,21,10,44,0,440,1301,626,402,8660,160,11149,396,201,72,938,26,1633,18,0,6,4,0,27,19,12,0,15,0,44,14,5,0,6,0,25,155,54,19,106,4,337,269,54,48,64,0,437,535,186,144,76,9,953,231,33,29,147,3,444,85,38,17,59,0,197,1944,770,542,7533,162,10950,31,16,0,5,0,55,238,28,19,7,0,291,160,17,15,89,3,293,53,4,4,8,0,65,12,6,0,7,0,27,59,0,6,3,0,70,254,47,31,250,9,588,2219,475,352,1457,58,4557,182,63,40,960,7366,8607,16427,5844,4130,66015,9090,101504
