LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA34770,3,5,0,10,5,7,11,23,53,0,72,0,7,3,7,10,3,15,26,15,0,43,4,27,4,32,30,16,51,83,69,0,150,3,44,9,53,23,25,47,101,95,3,196,10,68,5,88,34,36,69,159,177,3,336,40,172,18,226,47,44,94,324,262,3,587,82,148,12,248,35,25,58,303,246,0,544,150,133,9,295,15,7,24,316,166,0,481,173,100,10,281,13,13,23,306,157,0,459,167,60,3,234,7,5,18,247,81,0,331,149,44,6,203,3,0,3,199,50,0,254,111,26,3,137,0,0,3,146,36,3,180,183,20,7,220,6,0,6,222,41,0,262,53,14,4,70,0,0,5,75,21,0,91,16,3,0,27,0,0,0,25,3,0,32,32,3,0,37,0,0,0,41,11,0,49,25,0,0,30,0,0,0,30,12,0,38,110,70,4,186,21,18,40,224,111,9,347,17,16
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,3,0,8,0,4,0,4,0,0,0,3,9,0,12,0,3,0,5,3,0,3,8,9,0,18,0,10,0,12,0,0,0,14,7,0,22,0,4,0,5,3,0,3,8,16,0,19,4,14,0,22,4,4,4,26,14,0,36,18,11,6,30,0,0,0,30,16,0,49,19,12,0,29,0,0,0,29,20,0,45,18,8,0,27,0,0,0,27,16,0,44,16,7,0,18,0,0,0,18,5,0,32,12,10,0,22,0,0,0,22,5,0,24,6,0,0,7,0,0,0,7,0,0,12,10,3,0,10,0,0,0,10,3,0,11,9,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,14,11,0,29,0,0,0,25,10,0,39,0,0
LGA34880,0,0,0,0,0,5,3,7,10,0,16,0,0,3,3,0,0,0,5,3,0,10,3,6,0,11,5,0,5,8,22,0,32,0,11,0,12,4,3,5,18,30,0,45,0,15,0,18,7,3,13,28,36,0,63,10,28,0,35,4,3,9,44,51,0,97,18,30,0,49,3,3,3,55,61,0,113,31,19,3,51,3,0,3,53,61,0,111,32,21,3,54,3,3,3,59,30,0,93,10,21,0,31,4,0,3,37,25,0,59,22,3,3,32,0,0,0,31,13,0,43,12,0,0,19,0,0,0,19,9,0,23,21,3,0,26,0,0,0,26,10,0,37,6,0,0,6,0,0,0,6,7,0,12,3,3,0,8,0,0,0,8,0,0,7,8,0,0,8,0,0,0,8,3,0,12,3,0,0,3,0,0,0,3,3,0,6,21,17,0,45,3,3,10,49,30,4,87,6,3
LGA35010,3,6,3,18,25,16,47,64,206,0,271,6,28,5,33,21,9,32,62,73,0,141,8,79,10,94,72,47,115,205,253,0,467,15,127,12,158,68,51,118,278,369,3,650,36,261,19,321,104,91,189,515,673,3,1189,108,627,71,805,125,166,286,1096,1107,6,2201,346,656,55,1061,74,95,173,1234,1124,9,2368,652,679,50,1381,65,55,124,1505,926,5,2435,904,571,73,1546,57,34,89,1634,778,3,2426,811,383,33,1230,19,18,34,1264,535,6,1804,688,248,40,981,15,18,34,1014,300,0,1315,505,161,26,694,15,4,19,710,219,0,933,734,167,48,949,10,9,20,968,206,3,1174,279,57,18,352,6,3,9,358,79,0,442,101,17,4,123,0,0,3,120,24,0,142,94,16,6,114,6,3,7,120,20,0,141,82,13,3,100,4,3,5,106,36,0,141,524,308,58,892,49,43,94,981,462,29,1474,42,39
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,0,0,0,3,0,0,0,3,4,0,4,0,5,0,3,0,0,0,3,7,0,17,0,0,3,3,0,0,0,3,6,0,11,3,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,3,8,0,0
LGA35300,0,0,0,0,0,3,4,7,3,0,12,0,0,0,0,0,0,3,3,6,0,6,0,3,0,4,4,8,13,15,16,0,28,0,0,0,6,3,3,7,13,35,0,46,0,3,0,4,8,0,7,14,35,0,49,4,23,0,26,0,7,4,32,35,0,69,7,12,0,22,3,3,5,28,34,0,64,17,9,6,31,0,0,0,31,22,0,54,30,16,0,49,0,3,3,48,12,0,65,32,5,3,46,0,0,0,46,16,0,62,30,3,0,34,0,0,0,39,9,0,46,26,3,3,31,0,0,0,33,11,0,43,62,3,4,66,3,0,0,70,12,0,79,17,3,0,27,0,0,0,27,3,0,30,10,0,0,9,0,0,0,9,0,0,9,10,0,0,10,0,0,0,10,0,0,10,8,0,0,8,0,0,0,8,4,0,11,33,5,0,41,4,0,3,46,29,0,75,0,3
LGA35600,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,7,0,3,0,3,0,0,0,4,11,0,15,4,4,0,8,0,0,0,8,17,0,25,3,4,0,6,0,0,0,12,13,0,22,3,3,0,7,0,0,0,12,10,0,20,5,0,0,9,0,0,0,9,7,0,11,9,3,0,9,0,0,0,9,3,0,14,0,0,0,4,0,0,0,4,0,0,3,3,0,0,3,0,0,0,3,0,0,9,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,3,3,0,9,0,0,0,9,3,3,11,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,4,0,4,3,0,0,4,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA35740,0,3,0,7,0,0,4,7,20,0,31,0,3,0,3,0,0,0,4,6,0,12,4,19,0,21,9,3,17,35,31,0,70,4,26,3,32,4,4,8,38,40,0,87,5,64,3,65,4,8,16,79,62,0,144,18,96,5,114,11,14,24,143,103,0,244,48,103,3,157,5,15,16,174,101,6,272,69,104,0,181,9,15,21,200,103,0,303,95,82,6,181,5,3,6,192,97,5,284,70,50,3,125,3,3,3,129,68,0,200,75,30,0,108,0,0,0,108,29,0,139,34,13,0,54,0,0,0,54,28,0,83,59,18,4,80,3,0,3,80,27,0,106,16,6,0,24,0,0,0,25,0,0,24,0,0,0,3,0,0,0,3,4,0,7,9,3,0,9,0,0,0,9,3,0,17,7,4,0,7,0,0,3,12,4,0,12,49,62,7,118,3,5,9,125,79,0,204,3,6
LGA35760,0,0,0,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,3,0,3,6,7,0,13,0,3,0,3,3,0,3,6,14,0,17,0,11,0,14,6,0,6,19,16,0,35,7,10,0,19,0,0,0,23,22,0,40,9,9,0,25,0,0,0,25,28,0,47,4,12,0,20,3,0,4,22,20,0,41,5,3,0,11,0,0,0,13,9,0,25,3,4,0,10,0,0,0,10,6,0,13,5,3,0,12,0,0,0,12,3,0,11,0,3,0,3,3,0,3,7,0,0,7,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,0,22,0,0,0,22,7,0,34,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,16,0,4,0,3,0,0,3,7,13,0,18,0,7,0,3,6,0,6,10,14,0,21,4,0,0,6,3,0,3,7,18,0,24,8,5,0,11,5,0,5,17,8,0,26,6,6,0,13,0,0,0,13,7,0,21,5,3,0,7,0,0,0,4,6,0,17,11,0,0,11,0,0,3,10,7,0,19,3,0,0,3,3,0,3,4,4,0,6,3,0,0,3,0,0,0,3,0,0,3,6,0,0,6,0,0,0,6,0,0,7,5,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,0,9,0,0,16,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,11,0,9,0,0,0,0,0,3,3,3,21,0,26,0,0,0,0,0,0,4,8,19,0,23,3,3,0,3,0,0,0,4,17,0,21,3,7,0,5,3,0,3,12,11,0,14,0,5,0,5,0,3,3,3,18,0,24,5,4,0,6,0,0,5,10,12,0,21,5,4,0,10,0,0,0,10,12,0,15,3,0,0,3,0,0,0,5,3,0,11,0,3,0,3,0,0,0,7,0,0,8,3,0,0,4,0,0,0,8,4,0,6,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,10,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,0,0,0,3,5,0,4,0,0,0,3,0,0,0,3,10,0,13,4,0,0,4,0,0,0,4,3,0,5,8,3,0,7,0,0,0,6,3,0,13,5,4,0,8,0,0,0,8,4,0,8,4,0,0,5,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,9,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,0,0,3,6,0,15,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,8,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,3,3,0,4,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
LGA36250,3,0,0,8,8,8,15,27,46,0,69,0,5,3,12,3,0,10,19,20,0,39,3,19,4,24,22,10,34,55,72,3,128,7,36,0,41,11,15,25,69,106,0,177,10,81,4,95,18,29,45,140,189,4,331,45,191,17,249,22,32,52,303,275,0,583,111,212,15,345,11,25,33,378,245,3,628,206,228,11,441,10,12,21,463,236,0,699,300,196,19,510,10,9,18,528,251,3,775,293,128,16,444,10,5,17,459,121,7,582,257,91,12,365,3,0,6,371,86,0,459,184,63,11,257,10,0,9,268,62,3,336,292,64,7,368,9,6,11,374,67,3,448,125,43,6,179,0,0,0,180,23,0,208,52,15,3,64,0,0,0,70,10,0,80,56,12,3,71,0,0,0,71,7,0,84,45,11,5,53,0,0,0,53,16,0,71,214,97,13,320,12,3,18,340,149,5,499,14,10
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,5,0,0
LGA36370,3,4,0,8,11,0,12,19,34,0,50,3,8,0,12,0,4,5,15,22,0,30,3,17,3,17,15,12,28,51,60,0,111,3,23,0,30,26,21,44,75,94,0,165,7,73,4,84,34,28,62,146,196,0,336,24,129,10,165,47,38,83,245,235,3,483,70,132,9,211,19,26,44,256,235,3,494,134,105,15,249,13,15,24,275,211,0,486,136,84,10,237,12,3,16,255,139,4,396,129,61,12,203,9,0,7,214,98,0,314,112,43,9,167,6,4,4,176,60,0,238,98,31,7,133,0,4,4,132,46,0,180,121,23,5,146,0,0,0,150,34,0,184,43,11,0,55,0,0,0,55,20,0,73,12,9,0,21,0,0,0,21,0,0,19,16,4,0,20,3,0,3,24,7,0,31,17,0,0,17,0,3,3,21,10,0,35,97,71,15,173,15,8,20,199,120,5,324,8,4
LGA36510,3,0,0,3,3,0,4,5,14,0,23,0,0,0,0,0,0,0,0,10,0,7,0,5,0,5,0,8,5,17,19,0,37,0,9,0,14,5,4,6,18,34,0,55,6,32,3,37,12,8,18,51,80,0,130,13,79,3,94,16,14,27,119,105,0,227,23,65,3,87,7,3,8,100,98,3,200,32,48,3,85,0,3,5,89,84,0,179,66,45,6,120,4,0,7,124,69,0,192,55,29,4,83,0,3,3,93,40,0,132,37,15,4,58,0,0,0,62,22,0,81,25,11,3,42,0,0,0,42,16,0,61,31,13,0,48,0,0,0,48,23,0,66,12,4,0,16,0,0,0,16,5,0,19,3,0,0,3,0,0,0,6,4,0,11,10,0,0,10,0,0,0,10,0,0,9,10,0,0,10,3,0,3,12,3,0,17,37,30,3,71,3,9,9,85,58,7,145,4,0
LGA36580,3,0,0,3,0,0,0,3,11,0,17,0,0,0,3,0,3,3,7,7,0,11,0,4,0,6,6,0,7,8,16,0,26,3,12,0,10,4,7,6,22,34,0,53,0,15,0,18,6,3,8,26,58,0,79,10,34,4,42,10,10,17,60,74,0,134,23,22,0,40,3,3,11,51,83,0,140,33,23,5,63,9,3,8,69,82,0,151,25,28,7,56,3,5,7,70,48,0,121,28,12,0,48,4,0,5,53,24,0,78,23,8,3,31,0,0,0,34,20,0,55,9,8,3,18,0,0,0,21,11,0,31,10,4,0,16,0,0,0,17,7,0,23,6,0,0,5,0,0,0,5,0,0,11,0,0,0,5,0,0,0,5,0,0,3,3,0,0,4,0,0,0,4,3,0,10,4,3,0,8,0,0,0,8,3,0,12,21,19,0,43,4,0,9,52,43,3,102,0,0
LGA36630,0,0,0,0,3,0,3,3,7,0,12,0,3,0,3,0,3,3,6,3,0,9,0,12,0,16,3,4,9,20,29,0,44,8,9,0,16,6,3,12,23,39,0,62,5,31,3,41,7,6,17,55,70,0,127,8,63,0,74,10,11,26,94,113,3,212,23,44,3,63,3,10,10,74,103,4,184,44,33,3,81,5,4,6,91,110,0,201,36,40,4,77,0,3,6,78,77,0,152,40,16,3,55,3,0,7,61,42,0,108,20,13,3,37,0,0,0,34,15,0,53,20,3,0,21,0,0,0,21,7,0,33,24,3,0,27,3,0,3,37,11,0,48,0,3,0,7,0,0,0,7,8,0,9,7,0,0,6,0,0,0,6,0,0,4,0,0,0,3,0,0,3,4,5,0,12,0,0,0,0,0,0,0,0,0,0,4,35,19,3,59,3,0,6,60,49,0,112,0,0
LGA36660,0,0,0,0,0,3,3,3,15,0,20,0,3,0,3,0,0,0,3,13,0,13,0,8,0,8,7,5,9,17,24,0,45,0,15,4,14,8,3,10,29,32,0,59,0,25,3,29,10,9,15,48,57,0,106,25,63,3,91,9,13,21,115,116,0,228,36,58,5,100,12,12,19,122,97,0,218,39,40,3,87,0,3,6,90,87,0,175,44,41,4,88,3,0,4,94,75,0,168,37,15,0,55,3,0,3,61,42,0,101,32,12,3,44,0,0,4,50,16,0,65,25,4,0,34,0,0,0,33,10,0,46,16,8,3,25,0,0,0,22,6,0,35,8,3,3,10,0,0,0,10,3,0,18,3,0,0,5,0,0,0,5,3,0,5,3,3,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,5,27,30,4,64,3,0,3,66,54,3,119,4,3
LGA36720,5,10,3,21,24,13,33,57,118,0,173,0,32,0,32,6,3,12,46,58,0,103,11,68,3,79,32,35,69,149,135,0,284,17,103,3,124,33,33,66,193,207,0,395,27,215,16,264,58,56,117,383,368,3,752,75,520,43,636,51,101,149,788,558,5,1347,244,586,34,858,38,48,91,946,589,4,1542,375,529,41,941,22,26,56,991,533,3,1527,490,472,32,991,19,24,37,1030,540,6,1580,461,315,34,811,10,19,28,837,277,3,1118,366,199,21,592,9,10,14,606,166,0,771,294,92,20,400,5,7,13,407,92,0,503,368,132,23,522,3,7,12,532,109,0,648,129,29,8,163,0,3,4,166,37,0,207,61,10,3,71,0,0,0,75,12,0,84,61,13,3,78,0,0,3,80,13,0,90,38,7,9,56,0,0,0,56,20,0,72,354,284,35,675,21,11,33,708,290,20,1014,37,31
LGA36820,3,0,0,3,0,3,5,6,11,0,20,0,3,0,3,4,0,6,6,7,0,15,0,6,0,5,3,0,5,15,20,0,34,4,8,0,17,4,3,12,23,21,0,45,3,18,3,28,10,5,14,42,49,0,88,10,38,3,52,10,7,19,72,70,0,145,20,40,3,59,4,11,16,78,72,0,146,31,30,5,59,0,7,5,68,60,0,124,28,36,3,67,3,6,4,74,58,0,126,26,11,0,43,0,0,0,42,19,0,64,23,7,0,31,0,0,0,31,9,0,36,17,5,0,19,0,0,0,19,11,0,32,29,3,0,36,0,0,0,36,12,0,48,5,0,0,5,0,0,0,7,3,0,11,4,0,0,4,0,0,0,4,0,0,5,0,0,0,3,0,0,0,3,0,0,3,3,0,0,7,0,0,0,7,3,0,10,27,18,3,55,6,3,8,58,47,0,108,0,3
