LGA_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
LGA37010,216,33,47,3,44,19,53,190,4,612,148,204,610,22,92,9,868,105,27,2069,469,246,1295,37,394,284,659,613,39,4037,152,228,401,0,287,17,139,84,11,1325,746,194,3393,15,780,123,716,1037,63,7066,285,143,222,3,306,397,393,131,9,1877,1117,241,496,94,468,4975,274,846,25,8538,952,54,766,1825,269,999,131,1545,24,6581,390,234,326,95,681,135,1952,272,36,4122,118,223,289,0,227,115,19,39,20,1049,161,367,23,5,654,50,18,13,9,1305,166,71,91,23,269,608,57,80,14,1377,296,1788,666,13,799,70,26,90,30,3785,164,198,309,179,361,38,131,1269,25,2673,1239,1615,1293,3910,2499,38,625,377,207,11810,563,4509,303,1599,870,26,32,334,41,8277,532,5341,360,3821,1852,94,89,496,73,12659,171,153,110,396,127,55,24,108,6,1146,218,213,1544,511,366,55,48,295,15,3263,259,210,559,149,312,230,253,345,568,2882
LGA37300,0,0,0,0,0,4,0,3,0,10,41,68,295,10,41,0,430,16,4,906,6,4,80,0,3,3,36,10,0,143,0,0,3,0,3,0,3,0,0,13,10,5,58,0,10,0,12,15,0,105,0,0,3,0,0,6,12,0,0,18,15,4,3,0,8,62,0,16,0,103,16,0,12,29,9,6,0,31,0,108,10,10,6,8,10,3,18,8,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,11,8,0,3,0,6,6,0,8,0,25,0,5,4,0,11,0,0,3,0,19,4,3,8,3,9,0,0,28,0,61,9,8,3,23,17,0,0,0,0,63,11,99,5,41,14,0,0,12,3,191,5,72,7,43,24,0,0,9,4,174,0,3,4,3,0,0,0,0,0,6,3,0,24,3,8,3,4,0,0,47,5,5,18,3,11,0,13,4,5,58
LGA37310,1728,51,98,4,114,21,174,570,22,2788,49,56,211,0,56,0,185,34,11,595,90,25,299,5,78,29,93,108,3,727,37,30,171,0,41,0,87,30,10,410,133,23,523,3,150,4,295,166,12,1309,48,34,49,0,73,118,44,44,3,410,175,24,137,11,100,690,40,134,10,1332,154,5,106,175,33,133,16,224,0,844,67,12,28,0,104,11,307,28,7,569,10,13,14,0,4,11,0,0,0,57,20,48,4,0,93,0,3,0,3,174,17,6,17,0,39,74,11,7,4,164,30,196,59,0,152,9,3,16,3,464,12,22,23,14,41,0,8,193,4,324,45,81,93,167,185,8,110,103,13,801,78,619,38,264,90,0,4,86,3,1176,41,322,38,441,129,8,5,80,6,1075,5,10,9,25,8,3,0,10,0,72,22,38,259,48,63,13,8,60,9,521,63,33,136,21,69,34,70,69,114,612
LGA37340,531,26,58,6,72,5,137,603,10,1463,34,57,293,4,38,0,566,31,16,1021,59,29,248,0,43,39,106,94,6,626,7,5,38,0,7,4,38,10,0,112,164,13,560,3,106,4,169,151,10,1183,40,13,37,0,38,66,42,22,5,253,237,33,110,5,61,855,44,149,4,1500,482,64,442,538,182,154,66,525,19,2483,120,194,117,60,149,66,383,120,15,1217,10,22,16,0,22,18,0,0,0,85,17,21,0,0,87,4,0,0,0,140,36,6,18,3,37,112,17,28,0,259,47,199,61,0,139,14,9,20,0,482,64,56,77,69,109,22,48,338,3,790,34,64,52,160,127,0,30,56,8,533,48,510,40,232,61,0,9,65,4,971,52,328,37,479,133,14,8,59,5,1115,27,37,24,36,13,6,0,23,0,156,35,27,298,78,52,3,11,64,4,573,68,63,140,35,70,47,57,112,138,719
LGA37400,107,0,9,3,0,0,0,37,0,150,0,0,0,0,0,0,4,0,0,5,0,0,7,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,10,7,0,8,0,0,0,9,6,0,38,5,0,0,0,0,4,0,0,0,12,15,0,8,0,3,19,0,0,0,48,19,0,8,3,0,0,0,11,0,39,4,0,0,3,6,3,18,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,7,8,19,16,0,13,10,3,87,0,16,0,7,3,0,0,0,0,32,3,15,3,10,8,0,0,3,0,41,5,4,0,0,3,0,0,0,0,13,0,0,10,0,0,0,0,4,0,15,0,0,4,3,0,0,3,3,4,24
LGA37550,3,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,11,5,3,4,10,3,45,3,12,0,17,0,0,0,4,0,38,8,3,8,19,0,0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,0,3,6,35,0,0,0,0,0,0,0,0,4,4
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,5,6,0,0,4,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7
LGA37600,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,11,16,20,18,3,3,17,3,92,0,20,0,31,3,0,0,14,0,68,12,14,3,33,12,0,0,7,3,79,0,0,0,0,0,0,0,0,0,0,0,7,9,7,5,0,3,5,3,44,0,0,3,0,0,0,0,0,18,19
LGA39499,42,7,14,0,0,0,25,334,0,420,7,10,21,0,7,0,37,11,0,92,16,5,37,0,7,3,19,46,4,153,3,3,9,0,0,0,3,3,0,29,19,9,123,0,14,3,42,86,6,298,6,0,7,0,6,4,9,14,3,55,26,7,8,0,12,85,4,19,0,177,50,11,44,139,23,28,9,76,3,381,3,14,4,9,18,4,88,7,0,154,3,8,5,0,7,5,0,0,0,26,3,10,0,0,6,5,0,3,0,28,5,4,0,0,3,14,5,5,0,42,15,66,17,0,26,4,0,5,3,129,8,7,11,12,14,7,7,92,0,162,12,27,6,31,26,0,3,9,3,131,8,72,0,29,13,3,3,9,0,140,7,126,7,75,13,3,0,3,3,244,10,25,3,16,3,5,4,8,0,72,7,6,43,16,9,3,5,15,0,99,12,26,31,10,13,9,33,55,65,257
LGA39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
