LGA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,0,5,0,0,0,23,0,59
LGA34530,0,18,0,179,5,3,3,3,3,7,0,3,0,31,363,433,3,3,0,11,0,4,0,0,5,39,23,91,747,149,39,502,68,410,22,269,59,1574,416,4255
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,4,0,23
LGA34580,0,11,0,93,10,3,0,6,0,9,0,3,0,45,228,310,8,0,0,0,0,3,0,0,0,39,34,92,780,160,37,591,65,462,26,284,54,1452,304,4212
LGA34590,4,37,3,585,72,16,10,41,14,75,3,33,7,166,1118,1556,52,5,11,21,5,21,3,3,10,191,134,464,6072,938,176,3647,387,3037,152,1564,293,8083,1372,25724
LGA34710,0,0,0,13,0,0,0,0,0,0,0,0,0,7,33,41,5,0,0,0,0,0,0,0,0,0,3,8,147,14,8,46,9,34,6,14,4,68,42,399
LGA34770,4,35,0,603,40,3,9,28,3,30,3,13,7,80,1159,1379,30,0,18,19,7,21,3,9,11,122,80,324,2804,331,113,1770,194,1416,88,726,156,3314,1324,12220
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,3,36,0,3,7,0,8,0,0,0,6,10,71
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,3,0,11
LGA34860,0,4,0,75,3,3,0,4,0,7,0,0,0,7,78,107,7,3,0,3,3,3,0,0,0,8,14,45,452,62,15,208,32,126,14,49,14,244,106,1316
LGA34880,0,7,0,52,5,3,0,3,0,6,0,0,0,18,149,194,8,0,3,3,0,5,0,0,0,24,24,68,429,104,19,276,46,190,13,146,38,881,191,2340
LGA35010,5,125,3,1378,98,15,3,47,14,87,10,41,20,304,1991,2634,56,13,19,24,9,20,0,20,10,332,216,719,8721,1495,284,5472,604,4515,271,2749,506,16219,2428,43252
LGA35250,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,7,0,3,0,18,4,49
LGA35300,0,0,0,182,5,0,0,0,0,12,3,0,0,5,86,121,5,0,0,0,0,3,0,0,0,4,7,29,686,32,22,203,46,198,12,56,18,186,100,1558
LGA35600,0,0,0,20,0,0,0,3,0,3,0,0,0,3,38,41,0,0,0,0,0,3,0,0,0,5,6,22,146,22,12,85,9,45,3,22,3,97,49,492
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,18,0,31
LGA35740,3,102,0,351,7,8,6,13,0,3,3,14,3,46,444,548,7,4,5,3,3,3,0,6,0,66,40,132,870,421,47,795,66,512,51,619,80,3268,505,7243
LGA35760,0,3,0,36,8,0,0,4,3,4,0,0,0,16,60,94,9,0,3,0,0,3,0,0,0,18,17,56,290,55,19,198,18,101,12,76,11,446,90,1314
LGA35780,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,6,3,13,0,3,0,18,3,89
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,3,6,0,8,0,22,3,69
LGA35800,0,0,0,6,3,0,0,0,0,3,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,3,64,8,0,26,4,15,0,10,0,42,8,183
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,10,0,3,0,10,0,24,0,58
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4,36,7,3,16,3,9,0,0,0,9,5,94
LGA36250,15,92,0,742,31,7,3,26,11,41,3,12,6,94,766,1002,22,6,6,10,0,8,0,3,12,134,77,285,3254,609,116,1958,212,1583,95,1060,199,6299,925,16302
LGA36300,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,11,3,11,0,4,0,15,4,93
LGA36370,0,19,0,314,19,3,3,13,0,18,0,8,4,54,553,673,16,4,9,5,0,3,0,3,4,66,47,166,1688,246,65,1007,119,808,61,466,82,2428,634,7593
LGA36510,0,20,0,138,10,3,0,12,6,21,0,5,4,61,228,342,7,4,9,7,3,4,0,4,0,51,16,105,777,240,35,690,69,482,42,351,70,1841,279,4873
LGA36580,0,9,0,52,3,0,0,0,0,8,3,8,0,28,135,186,6,0,0,0,0,4,0,0,0,26,23,57,487,105,23,316,30,275,18,217,40,1156,177,2853
LGA36630,0,6,0,86,5,0,0,8,0,11,0,0,0,54,164,251,5,0,4,3,3,6,0,0,3,42,39,114,630,147,35,474,51,340,31,279,57,1790,247,4080
LGA36660,0,9,0,61,10,0,0,4,0,10,0,3,0,40,191,267,10,0,3,4,3,3,0,0,3,49,35,114,680,180,47,573,46,347,31,316,66,1834,269,4375
LGA36720,15,202,6,1369,63,24,3,51,15,56,5,36,20,264,1834,2367,42,16,19,14,4,13,0,18,10,269,167,583,5436,1719,224,4535,382,2767,242,2555,382,15048,2159,35444
LGA36820,3,13,0,85,4,0,0,7,0,7,3,8,3,34,210,274,3,0,3,10,0,0,0,5,0,33,27,82,485,166,38,356,36,277,27,254,46,1278,262,3216
LGA36910,5,63,3,644,44,3,0,24,12,36,0,18,11,142,906,1205,27,3,12,18,0,11,0,7,5,142,84,319,3730,704,152,2419,250,1686,117,1106,233,5973,1111,17479
LGA36950,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,5,15,59,3,0,21,6,7,5,5,0,11,21,152
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,7,21,7,0,10,0,20,3,4,0,56,9,124
LGA37010,7,51,0,694,45,6,0,24,7,36,3,26,5,109,1532,1792,24,0,13,12,3,11,0,9,10,106,84,286,4581,586,150,2535,292,2052,128,1111,208,4970,1707,18327
LGA37300,0,0,0,55,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,174,7,3,54,4,23,0,5,0,7,18,307
LGA37310,0,18,0,148,10,0,0,10,0,11,0,8,0,35,194,264,9,3,0,0,0,3,0,3,0,33,24,76,845,144,28,538,55,368,24,211,43,917,246,3420
LGA37340,5,13,0,124,10,3,0,6,0,12,0,3,3,21,259,315,17,3,9,9,0,7,0,0,0,27,27,98,807,161,42,516,60,339,23,219,50,1005,319,3547
LGA37400,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,0,8,61,7,3,11,3,14,0,5,0,29,12,139
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,11,0,21
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,3,0,21,0,47
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
