LGA_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
LGA34570,0,0,3,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,3,5,3,0,4,3,0,0,0,3,4,21,3,0,8,0,0,0,0,9,3,21,5,3,0,0,0,0,3,8,0,22,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,17,9,5,3,10,30,9,99,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,11,0,6,4,0,0,3,0,25,0,3,0,6,3,0,0,0,0,16,0,0,0,8,3,0,0,3,0,16,0,10,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,29,8,3,4,14,9,86
LGA34580,22,3,125,27,7,119,17,190,12,521,48,26,212,37,27,67,63,249,15,748,197,101,406,64,46,61,263,405,27,1568,237,161,422,79,64,72,320,259,38,1655,344,168,397,87,87,81,404,269,33,1877,267,129,292,73,58,61,327,217,18,1442,120,41,53,12,19,25,88,42,15,419,36,5,8,4,0,5,7,10,3,77,0,0,0,0,0,0,3,0,4,11,1279,635,1924,383,312,491,1496,1632,157,8312,12,10,29,110,55,225,5,90,5,542,48,82,91,162,112,104,10,161,5,767,144,277,100,198,242,113,23,273,20,1393,157,297,83,254,333,134,22,180,14,1474,184,311,84,310,417,164,30,280,19,1806,125,202,47,218,276,85,18,206,9,1179,57,33,7,35,60,17,4,36,4,256,11,5,0,3,3,0,0,5,9,27,0,0,0,0,0,0,0,0,0,0,733,1218,440,1278,1502,841,118,1220,90,7456
LGA34590,62,59,957,246,88,776,351,1240,74,3852,267,367,2318,401,299,744,1077,1667,142,7284,1297,1668,4799,774,893,902,2779,2637,340,16092,2046,1920,4215,768,1044,801,2872,2135,338,16132,1964,1495,3557,667,933,687,3085,1806,298,14490,1387,997,2436,420,742,564,2246,1328,158,10282,329,310,420,102,175,151,526,272,44,2327,27,25,29,8,15,19,15,25,9,168,3,3,3,3,0,0,0,0,4,18,7373,6851,18735,3387,4187,4644,12956,11107,1407,70645,67,79,187,836,362,1995,61,474,74,4131,329,714,394,1387,1241,1302,175,483,98,6113,1122,2963,730,2266,3438,1415,317,963,195,13411,1344,2941,580,2358,3636,1205,332,1150,246,13787,1151,2228,502,2330,3826,1256,457,1549,203,13504,617,1418,348,1492,2533,859,254,1062,136,8729,128,217,57,223,462,163,37,202,41,1539,5,12,0,6,33,4,0,15,12,96,0,3,0,3,0,0,0,0,3,12,4757,10575,2792,10899,15541,8202,1635,5895,1012,61309
LGA34710,0,0,33,12,3,11,0,16,3,75,0,3,34,4,0,11,10,20,0,80,13,17,59,10,4,3,20,27,0,161,33,21,25,14,7,8,21,21,5,154,50,23,40,6,11,5,25,28,4,196,62,27,31,7,9,12,29,29,0,212,27,0,12,0,4,0,11,5,3,61,13,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,209,95,227,60,41,49,119,149,16,961,0,0,5,19,10,28,0,11,0,74,3,27,3,17,16,13,0,9,0,89,23,53,8,29,42,9,0,14,4,185,23,46,6,35,47,9,4,14,3,185,56,41,6,29,50,21,0,25,4,215,40,30,5,15,34,16,0,23,3,173,13,7,0,3,7,3,4,6,3,51,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,161,207,34,143,200,102,9,99,22,980
LGA34770,22,23,470,95,20,391,88,443,23,1570,65,137,1078,106,53,181,296,406,41,2361,430,622,2557,215,132,190,1098,651,104,5999,811,613,2107,151,196,192,1286,517,127,6002,1014,664,1771,176,271,207,1736,630,141,6607,786,516,1076,108,213,181,1299,504,98,4785,274,95,171,23,46,45,203,127,34,1015,81,9,10,0,3,12,15,20,14,156,5,0,3,0,0,0,0,0,3,13,3495,2669,9245,883,927,1401,6015,3294,586,28518,27,41,101,352,151,776,10,188,25,1669,90,358,197,453,399,420,60,147,25,2152,388,1383,315,727,1133,538,180,306,50,5023,473,1203,256,801,1238,565,168,466,69,5233,545,1098,262,829,1465,659,259,592,63,5772,361,663,127,537,898,449,98,458,40,3621,122,107,18,82,123,59,16,97,19,645,30,3,0,6,8,3,3,11,15,81,0,0,0,0,6,0,0,0,6,14,2030,4869,1275,3783,5416,3474,783,2268,309,24213
LGA34800,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,23,13,11,11,4,0,0,6,15,0,61,23,3,10,0,0,3,12,8,0,62,17,0,8,3,4,0,15,8,3,57,21,0,3,3,0,0,14,5,0,51,14,0,0,0,0,4,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,17,36,11,9,10,50,50,5,285,0,0,0,3,3,0,0,3,0,7,0,3,4,3,3,3,0,9,0,24,15,5,3,0,10,0,0,7,0,43,15,3,4,3,8,0,0,8,0,43,11,8,5,3,5,0,0,3,3,38,18,4,0,0,3,0,0,7,3,40,9,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25,18,13,29,6,0,37,4,204
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,5,0,3,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,0,3,0,4,10,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,6,8,4,0,0,0,35
LGA34860,4,0,65,16,3,39,17,65,0,204,14,12,99,9,3,18,32,96,10,289,135,85,231,23,25,35,130,96,6,767,167,51,118,26,16,31,107,91,11,628,217,41,106,28,28,18,141,92,11,677,192,39,82,25,16,14,102,70,18,553,116,9,15,4,4,10,19,21,9,202,50,0,3,0,0,0,3,3,3,66,11,0,0,0,0,0,0,0,0,10,906,242,722,128,92,166,548,536,56,3398,6,3,16,30,24,50,0,20,7,146,13,48,19,56,57,45,0,21,3,263,72,197,27,102,154,60,5,44,4,656,99,123,23,77,173,41,7,61,4,611,154,102,16,89,141,57,11,68,10,641,111,67,13,50,97,25,8,66,4,438,62,9,4,14,27,8,4,18,4,155,32,0,0,0,6,0,0,0,3,40,4,0,0,0,0,0,0,0,0,6,550,553,120,417,665,288,39,292,33,2955
LGA34880,7,0,58,13,0,57,12,75,8,227,32,12,90,22,7,14,20,114,3,310,98,52,185,41,23,24,71,172,16,688,161,88,206,63,25,35,93,120,20,817,219,107,227,78,50,53,162,140,27,1066,200,97,153,62,32,23,138,129,16,857,93,30,31,6,10,16,35,45,9,270,31,3,3,3,0,4,3,7,0,62,4,0,0,0,0,0,0,0,0,4,850,398,956,280,156,227,530,799,92,4296,5,3,9,68,17,103,0,35,3,248,19,26,15,45,36,43,6,49,0,243,61,141,40,121,97,42,11,109,9,621,104,163,32,156,188,70,8,85,14,818,145,183,40,186,249,96,12,115,18,1045,123,157,32,129,159,80,11,92,10,782,49,32,3,22,24,31,5,30,4,202,12,0,0,3,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,523,703,175,729,776,469,47,520,50,3988
LGA35010,82,109,1314,528,175,1368,326,1880,117,5898,395,534,3068,823,456,964,880,1891,209,9206,1879,2280,6250,1416,1218,1167,2417,2807,369,19800,3498,3723,5802,1360,1603,1187,2727,2369,424,22687,3935,3353,5003,1316,1774,1187,3066,2303,398,22337,2267,2211,3121,815,1192,893,2329,1666,205,14714,549,542,526,159,259,310,508,407,95,3350,52,60,37,14,15,30,24,37,27,309,3,4,9,3,3,0,3,0,7,30,12665,12823,25124,6440,6697,7113,12275,13357,1850,98334,106,130,242,1541,545,3175,53,718,111,6639,520,949,560,2240,1644,1841,112,664,107,8630,1723,4212,981,3086,4362,1832,227,1108,254,17782,2172,5415,986,3498,5313,1780,288,1281,304,21042,2105,4546,852,3630,5965,2091,373,1739,262,21562,1004,2637,453,2268,3701,1301,242,1298,139,13044,186,432,70,318,683,267,32,255,57,2293,15,19,3,13,39,13,0,10,36,136,0,3,0,3,9,0,0,0,14,30,7841,18339,4155,16595,22256,12294,1329,7079,1281,91156
LGA35250,0,0,3,0,0,3,0,5,0,7,0,0,4,3,0,0,0,3,0,10,4,5,6,9,0,7,3,5,0,37,5,0,7,3,0,0,3,8,0,32,3,5,3,4,0,0,0,13,0,27,7,4,3,3,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,18,33,19,5,9,8,30,6,155,0,0,0,4,0,0,0,0,0,12,0,3,0,6,3,0,0,0,0,18,0,9,3,20,4,3,0,0,0,42,3,5,0,13,3,0,3,7,0,39,0,4,0,15,8,0,3,0,0,26,0,4,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,8,66,22,8,5,10,0,157
LGA35300,3,0,71,11,9,69,19,86,3,262,7,33,216,31,3,30,90,77,8,498,93,184,547,58,25,32,337,94,31,1400,93,120,400,45,24,18,270,68,28,1058,105,85,337,39,32,13,300,51,24,988,63,61,191,17,18,14,185,59,14,626,21,20,25,11,5,10,41,16,0,151,0,0,0,0,3,0,3,10,0,13,0,0,0,0,0,0,0,0,0,0,387,499,1786,207,119,189,1244,467,114,5005,0,0,24,47,29,103,3,26,4,247,18,130,30,89,85,58,9,30,0,453,76,350,84,178,201,97,73,65,11,1131,82,192,47,139,200,77,48,69,8,862,88,187,29,150,193,70,31,97,20,868,44,70,18,54,105,49,21,68,7,436,7,9,4,13,27,5,11,14,4,95,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,326,937,236,677,842,462,197,372,54,4104
LGA35600,0,0,17,0,3,14,0,21,0,58,0,3,22,3,5,10,7,40,0,92,23,24,40,7,10,4,20,61,3,197,54,11,34,14,4,3,20,44,0,192,62,17,34,4,11,3,20,43,3,205,59,14,35,10,13,7,40,34,3,206,20,4,7,4,0,3,11,9,5,61,11,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,241,74,195,46,42,50,117,259,19,1035,0,0,3,17,5,16,0,14,0,57,3,24,4,22,6,8,0,21,0,96,25,61,12,35,34,9,3,22,4,207,33,39,11,26,45,14,0,25,3,198,55,30,10,35,38,18,3,29,3,229,37,38,5,32,23,14,0,31,0,196,8,3,0,3,3,3,0,10,3,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,165,203,49,170,163,96,10,146,14,1014
LGA35670,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,15,0,3,11,0,0,0,3,3,0,19,0,4,4,3,0,0,10,3,0,29,0,3,6,3,0,0,3,5,0,22,0,0,5,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,27,4,6,0,24,13,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,3,8,0,0,17,0,0,0,6,0,0,0,0,0,9,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,3,3,7,7,0,55
LGA35740,10,8,148,102,9,152,17,214,7,671,22,28,230,76,20,82,39,157,11,666,164,166,527,112,52,100,120,203,22,1452,402,387,646,170,83,161,175,259,46,2335,523,481,705,193,108,194,230,290,56,2777,430,452,482,136,98,175,231,273,36,2322,185,197,77,26,45,74,65,75,12,753,23,20,9,7,8,8,3,4,8,90,0,0,3,0,0,0,0,0,0,3,1761,1741,2823,821,424,961,882,1474,199,11070,8,9,38,208,45,308,4,84,5,710,33,54,45,196,87,129,3,59,12,626,146,323,106,307,247,144,15,88,11,1381,280,626,155,371,426,212,15,151,33,2274,373,776,158,514,617,374,26,283,33,3148,268,506,68,334,521,291,9,229,31,2260,66,99,17,42,133,85,3,32,14,492,4,7,0,0,10,6,0,3,4,33,5,0,0,0,0,0,0,0,0,3,1175,2413,586,1976,2084,1547,78,936,148,10935
LGA35760,8,0,33,4,0,18,5,52,3,121,10,3,34,0,0,4,16,68,5,145,65,25,53,6,3,15,62,147,16,394,106,18,66,5,4,17,75,84,15,387,172,22,61,24,18,10,93,111,13,519,152,18,60,16,19,9,83,106,10,475,133,9,12,3,3,6,21,26,6,225,48,0,0,0,0,0,0,0,4,56,14,0,0,0,0,0,0,0,0,9,704,104,314,65,55,74,348,595,69,2335,0,0,11,24,12,41,0,26,0,118,6,14,9,24,23,22,3,45,0,143,42,54,15,36,50,22,3,84,4,315,67,57,13,64,71,32,8,53,6,377,100,70,22,84,83,36,9,81,5,491,71,56,12,73,63,33,12,56,3,383,67,12,0,13,20,7,4,17,9,146,22,3,0,0,0,0,0,3,3,36,0,0,0,0,0,0,0,0,0,0,376,270,87,323,326,197,32,371,29,1999
LGA35780,3,0,7,0,0,0,3,13,0,26,0,3,14,3,4,0,9,16,3,44,10,7,21,7,7,0,17,19,4,86,5,7,22,11,3,5,11,12,0,78,8,13,10,4,7,3,9,14,3,68,8,14,14,8,4,4,3,5,0,54,0,4,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,84,37,25,12,54,71,12,371,0,0,0,3,4,13,0,10,0,30,0,3,0,22,12,5,0,3,0,47,11,20,3,39,22,12,0,6,0,115,13,20,3,25,18,10,3,4,0,98,13,23,0,23,15,0,0,7,0,82,6,10,3,13,4,9,0,6,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,69,8,129,82,45,3,35,5,424
LGA35790,3,0,0,3,0,0,0,0,0,11,3,0,0,6,0,0,0,3,0,19,0,4,10,6,3,0,3,4,0,39,3,0,8,11,6,3,0,12,3,55,10,7,8,15,0,0,11,14,4,67,3,0,7,9,0,0,3,9,0,27,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,43,52,13,6,22,49,11,237,0,3,0,3,3,3,0,0,0,11,0,0,0,11,3,0,0,0,0,17,3,15,0,30,6,0,0,0,0,55,0,12,0,19,10,6,0,3,0,47,5,20,3,19,8,0,0,11,0,63,0,13,3,16,5,3,0,5,0,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67,3,94,37,10,0,27,4,252
LGA35800,0,0,7,0,0,0,0,0,0,5,4,0,3,3,0,0,3,7,0,23,19,4,14,3,0,0,5,16,0,67,18,4,8,9,0,0,9,11,0,63,31,8,7,4,5,0,9,10,3,69,53,0,18,3,8,0,11,3,0,96,17,0,9,0,4,0,3,3,0,31,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,148,18,62,24,13,6,37,49,7,366,0,0,3,3,0,4,0,0,0,12,0,7,0,5,3,6,0,4,0,28,15,19,0,6,17,3,0,10,0,64,8,9,3,10,8,6,0,3,0,51,31,12,4,11,14,3,0,13,0,86,27,17,0,11,7,6,0,8,3,76,19,3,0,0,0,3,0,3,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,96,63,17,47,58,25,0,44,12,358
LGA36070,0,0,7,0,0,0,0,3,0,11,0,4,0,3,0,0,0,3,0,9,0,5,0,3,0,0,3,3,0,18,4,4,5,3,0,0,5,3,0,28,3,3,3,8,3,0,4,4,3,30,5,0,0,3,0,0,0,0,0,15,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,17,14,3,4,13,16,5,115,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,14,0,0,3,8,5,0,0,3,0,20,3,0,0,6,6,3,0,3,0,27,3,7,0,4,0,3,0,4,0,22,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,5,28,15,6,0,17,0,95
LGA36150,0,0,3,0,0,0,0,12,3,20,0,0,8,0,0,0,3,8,0,21,3,3,11,0,0,3,15,12,0,49,11,0,4,0,3,0,5,4,0,36,19,0,9,3,3,0,11,6,0,60,19,0,0,0,3,0,10,8,0,49,5,0,0,0,0,0,3,0,0,19,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,73,9,41,8,8,5,46,56,9,248,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,3,0,21,3,8,5,8,11,3,0,10,0,55,12,5,0,7,11,3,0,3,0,35,11,8,8,6,6,0,0,8,0,55,10,9,0,3,4,0,0,3,0,32,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,32,14,35,37,12,0,27,8,204
LGA36250,38,48,497,234,65,534,145,678,30,2277,151,223,1177,258,142,338,302,586,46,3224,687,783,2295,336,344,383,684,865,116,6490,1390,1253,1971,334,472,418,840,736,154,7572,1829,1330,1970,365,608,465,1001,781,118,8458,1236,1051,1410,285,445,394,863,632,94,6406,261,297,248,74,93,112,184,171,38,1481,32,29,19,9,9,14,8,19,11,144,6,3,3,0,0,3,0,0,10,23,5630,5012,9590,1886,2187,2658,4035,4474,614,36082,37,50,109,699,211,1121,23,245,29,2525,136,400,191,800,616,597,32,187,36,2995,577,1518,326,911,1565,552,50,279,84,5866,813,1843,339,1069,1956,598,78,441,104,7239,929,1863,352,1287,2584,796,96,606,72,8589,482,1141,226,871,1746,610,80,514,51,5730,99,187,39,134,323,115,16,121,27,1055,14,11,0,5,14,9,0,7,12,75,3,0,0,0,0,0,0,0,3,9,3092,7022,1586,5772,9019,4392,378,2400,420,34082
LGA36300,0,0,3,0,0,0,0,9,0,19,0,0,10,0,0,0,3,7,3,27,16,8,8,0,0,0,9,16,0,58,9,3,3,0,0,0,8,6,0,33,12,3,0,3,0,0,11,10,0,40,12,3,10,0,0,4,9,9,0,53,3,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,12,31,5,7,5,39,62,8,232,0,0,0,0,3,0,0,4,0,7,0,4,4,3,0,0,0,7,0,23,10,8,0,8,11,3,0,3,3,57,4,3,3,0,3,6,0,0,0,23,14,4,4,8,5,0,0,4,0,43,13,4,0,4,10,4,0,3,0,32,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,28,11,25,40,13,0,27,4,197
LGA36370,5,22,233,107,22,328,53,337,10,1120,64,113,681,163,47,178,157,375,31,1817,308,498,1427,260,166,202,621,620,63,4173,361,509,965,224,145,135,604,534,48,3528,491,473,898,228,198,161,729,419,63,3652,369,357,639,151,170,115,560,330,46,2743,131,88,92,26,41,37,120,69,8,609,46,9,8,3,0,4,4,10,4,80,5,0,0,0,0,0,0,0,0,11,1777,2067,4953,1163,789,1159,2855,2697,278,17735,12,24,57,309,99,622,7,139,16,1286,77,297,110,418,338,356,24,118,19,1751,262,990,173,653,829,372,49,263,47,3640,311,815,149,544,800,289,51,348,33,3339,342,753,144,646,904,345,64,391,45,3641,236,492,64,439,633,207,34,311,14,2428,62,82,17,54,95,45,7,63,10,431,19,6,0,6,7,4,0,3,6,54,3,0,0,0,0,0,0,0,0,3,1318,3457,709,3085,3717,2241,234,1637,189,16582
LGA36510,7,3,129,38,12,97,22,186,10,505,39,25,209,57,14,36,63,157,9,614,135,103,417,61,30,39,176,240,18,1211,331,190,499,99,77,77,246,238,31,1793,436,273,518,126,98,84,349,284,23,2196,375,219,368,74,86,101,259,259,23,1768,196,98,83,24,28,43,73,74,16,630,63,14,5,0,5,3,7,9,6,112,10,0,0,0,0,0,0,0,0,10,1588,927,2231,473,355,488,1192,1445,140,8838,4,7,38,175,39,196,4,96,8,559,27,53,60,137,88,87,6,79,3,545,109,246,88,173,239,111,18,117,22,1117,207,385,112,283,417,134,26,167,24,1745,256,411,125,357,486,185,38,240,21,2116,212,298,62,239,360,130,14,192,12,1523,113,84,12,40,72,28,3,35,4,409,30,6,3,0,4,3,0,11,9,64,0,0,0,0,0,0,0,0,0,3,973,1501,497,1405,1702,873,104,936,103,8090
LGA36580,9,3,78,14,0,50,7,94,6,267,13,10,110,17,4,24,43,115,6,352,82,45,265,42,18,33,130,239,13,876,155,73,251,63,38,41,171,183,20,990,187,98,219,74,56,35,261,189,25,1138,211,78,177,55,43,49,208,142,19,990,105,27,37,8,15,10,55,38,11,315,32,7,3,0,0,3,3,3,3,56,3,0,0,0,0,0,0,0,0,12,809,336,1137,277,175,253,879,1005,104,4987,0,0,15,65,23,94,7,63,4,277,17,31,36,71,38,74,3,52,0,325,52,151,45,127,140,56,14,128,9,714,92,170,50,156,209,82,18,121,6,906,142,171,61,187,233,92,18,132,21,1056,117,139,28,138,169,69,15,115,5,803,46,20,7,17,40,19,0,27,7,186,3,3,0,4,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,8,472,682,245,758,853,492,81,641,58,4282
LGA36630,7,0,86,9,3,97,15,147,13,383,27,22,157,21,9,40,46,179,10,506,117,85,266,62,20,46,153,257,20,1025,181,84,244,79,33,42,215,208,19,1109,273,111,289,64,61,53,274,243,22,1388,284,116,225,47,40,58,209,173,19,1175,175,46,45,8,16,15,58,35,26,426,62,4,7,3,5,0,5,6,9,101,11,0,0,0,0,0,0,0,0,15,1136,468,1316,301,184,357,986,1247,124,6123,5,9,34,72,28,172,0,69,3,395,21,68,29,92,59,93,3,59,8,424,64,250,55,150,157,80,12,80,7,863,122,245,57,238,213,89,21,119,25,1130,198,229,57,288,244,141,14,169,16,1352,145,206,38,214,217,79,12,114,6,1032,87,35,14,15,46,21,3,37,11,278,24,3,0,0,4,0,3,9,6,53,0,0,0,0,0,0,0,0,0,0,670,1046,288,1071,974,675,66,660,86,5535
