LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA33200,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,3,13,0,13,..,0,0,0,62,62,685,10,3,13,62,756,1397,..,..,..,..,1397,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA33220,0,8,..,3,0,3,0,3,..,13,0,12,0,12,..,9,0,9,0,9,..,25,3,24,0,24,..,17,0,17,0,17,..,16,0,16,0,16,..,8,0,12,0,12,..,107,0,104,0,110,..,17,4,19,0,19,..,146,4,151,0,156,..,23,0,24,0,24,..,290,9,300,0,302,..,47,0,50,0,49,..,19,0,25,0,25,..,74,10,82,0,80,..,4,0,4,0,4,..,23,11,33,0,33,..,324,65,389,10,404,..,1749,172,1924,27,1951,..,127,4,139,3532,3671,46105,1881,181,2061,3556,51730,90068,..,..,..,..,90068,..,112,6,117,0,117,..,44,0,46,0,41,..,47,0,47,0,47,..,52,8,54,0,54,..,147,31,181,0,181,..,19,4,23,0,24,..,217,38,258,3,257,..,30,3,31,0,31,..,159,6,166,3,172,..,140,12,147,0,149,..,386,12,394,13,409
LGA33360,0,26,..,3,0,3,0,3,..,5,0,5,0,5,..,18,0,19,0,19,..,19,0,20,0,20,..,26,7,29,0,29,..,8,0,8,0,8,..,9,0,12,0,12,..,135,11,145,3,142,..,24,0,24,0,24,..,216,20,230,8,233,..,31,0,31,0,31,..,400,28,426,6,434,..,48,9,52,4,58,..,47,9,55,0,54,..,71,8,77,0,77,..,3,0,3,0,3,..,10,10,19,0,19,..,301,39,339,13,353,..,1716,201,1917,34,1945,..,65,6,72,2046,2120,25925,1780,209,1992,2077,29989,53274,..,..,..,..,53274,..,382,3,385,3,391,..,90,11,104,4,107,..,19,4,25,0,25,..,25,11,30,0,30,..,137,40,177,3,181,..,6,3,6,0,6,..,165,51,212,3,220,..,21,4,24,0,24,..,56,0,56,0,62,..,47,4,58,0,58,..,112,0,115,3,119
LGA33430,16,1803,..,140,17,159,3,158,..,140,4,148,4,151,..,363,50,412,3,414,..,520,57,574,0,576,..,711,100,819,10,822,..,229,10,232,3,238,..,475,84,560,3,563,..,717,18,733,3,739,..,401,19,424,13,434,..,1097,29,1122,10,1127,..,233,15,247,0,244,..,2442,81,2521,22,2549,..,1496,162,1659,21,1684,..,143,5,147,0,147,..,809,187,1001,7,1005,..,205,33,234,0,239,..,415,96,508,5,516,..,5219,688,5908,90,5997,..,31246,5163,36413,340,36750,..,737,70,813,19713,20526,228312,31984,5237,37223,20050,285586,446894,..,..,..,..,446894,..,1545,16,1561,7,1567,..,1509,209,1723,11,1733,..,60,3,60,4,61,..,2274,693,2964,20,2989,..,7001,2211,9211,55,9269,..,430,157,586,3,589,..,9702,3058,12761,83,12842,..,942,113,1057,12,1071,..,917,23,942,7,949,..,2028,105,2131,29,2160,..,2213,62,2282,23,2307
LGA33610,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,20,0,20,..,0,0,0,0,0,..,14,0,13,0,13,..,3,0,3,0,3,..,37,3,38,0,38,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,5,15,0,15,..,134,26,162,0,168,..,5,0,5,501,505,4616,145,26,170,498,5288,9236,..,..,..,..,9236,..,51,0,55,0,55,..,3,4,7,0,7,..,4,0,3,0,3,..,14,6,22,0,22,..,19,18,34,0,34,..,0,0,0,0,0,..,26,28,54,0,59,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,16,0,16
LGA33620,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,8,..,11,7,15,0,17,..,6,0,6,0,6,..,3,0,3,0,3,..,48,3,51,0,51,..,11,0,11,0,11,..,57,4,61,0,62,..,18,0,18,0,19,..,127,4,136,0,141,..,12,0,12,3,15,..,5,0,8,0,8,..,18,0,21,0,21,..,0,0,0,0,0,..,13,9,18,0,18,..,92,19,105,3,113,..,635,58,693,19,711,..,48,8,58,1904,1959,22313,688,66,753,1919,24985,44326,..,..,..,..,44326,..,82,5,82,0,82,..,11,0,11,0,16,..,9,3,13,0,13,..,8,4,13,0,13,..,42,16,60,3,62,..,0,0,4,0,4,..,57,22,82,3,81,..,12,3,18,0,18,..,56,0,58,3,60,..,58,4,61,0,65,..,153,5,154,5,161
LGA33800,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,7,0,8,0,8,..,5,0,5,0,5,..,21,0,21,0,21,..,3,3,4,0,4,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,31,0,31,..,317,69,387,10,393,..,12,0,13,374,392,4549,329,69,398,383,5332,9289,..,..,..,..,9289,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,38,0,38,..,3,3,7,0,7,..,7,3,6,0,6,..,0,0,0,0,0,..,7,3,16,0,16,..,0,0,0,0,0,..,9,0,10,0,10,..,6,0,6,0,6,..,14,0,14,0,14
LGA33830,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,311,13,323,3,329,..,0,0,0,34,34,56,311,13,323,41,423,141,..,..,..,..,141,..,0,0,0,0,0,..,0,0,0,0,0,..,658,21,677,14,688,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA33960,3,117,..,10,0,11,0,11,..,19,0,19,0,25,..,87,28,119,0,122,..,86,17,102,0,106,..,89,8,96,0,95,..,1902,171,2075,36,2108,..,69,11,80,0,80,..,305,17,324,0,321,..,70,6,76,0,76,..,465,15,477,7,482,..,76,8,89,0,93,..,920,45,967,5,973,..,441,79,524,0,527,..,125,12,130,0,133,..,131,26,155,3,162,..,21,6,25,0,25,..,619,330,949,11,957,..,2626,609,3231,65,3294,..,9846,1735,11580,173,11755,..,275,27,298,5905,6207,79978,10118,1766,11882,6080,97937,158562,..,..,..,..,158562,..,342,7,350,3,352,..,437,50,487,10,497,..,93,3,94,4,96,..,227,64,285,4,290,..,581,273,855,8,864,..,52,31,80,0,80,..,853,365,1217,10,1231,..,73,14,87,0,87,..,293,4,298,3,299,..,238,18,252,9,259,..,351,20,363,0,370
LGA33980,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,40,0,36,0,36,..,24,0,23,0,23,..,80,5,84,0,84,..,0,0,0,0,0,..,139,4,143,0,143,..,10,0,12,0,12,..,0,0,0,0,0,..,30,4,31,0,31,..,0,0,0,0,0,..,3,0,6,0,6,..,74,8,83,3,89,..,423,39,458,7,466,..,27,0,31,1093,1121,7929,450,40,487,1099,9516,17007,..,..,..,..,17007,..,102,3,108,0,108,..,4,0,4,0,4,..,4,0,4,0,4,..,11,5,12,0,12,..,28,10,39,0,39,..,0,0,0,0,0,..,38,14,50,0,50,..,4,0,4,0,4,..,3,0,3,0,3,..,18,0,18,0,18,..,19,0,19,0,19
LGA34420,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,15,31,..,0,0,0,9,12,456,18,0,15,23,493,865,..,..,..,..,865,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,17,44,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA34530,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,5,0,5,0,5,..,35,0,35,0,38,..,8,0,9,0,9,..,74,3,73,0,77,..,19,0,25,0,25,..,3,0,3,0,3,..,21,4,29,0,29,..,0,0,0,0,0,..,11,3,10,0,10,..,90,10,94,7,104,..,456,38,494,9,503,..,48,0,47,1218,1267,15881,501,43,543,1225,17649,31929,..,..,..,..,31929,..,85,0,91,0,86,..,8,0,11,0,11,..,22,0,20,0,26,..,12,12,22,0,22,..,22,6,31,0,31,..,0,6,7,0,7,..,34,21,59,0,59,..,4,0,10,0,10,..,20,0,20,0,20,..,43,0,43,0,43,..,97,3,96,4,100
LGA34570,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,126,0,126,9,134,..,0,0,0,41,38,184,131,0,131,43,360,354,..,..,..,..,354,..,0,0,0,0,0,..,0,0,0,0,0,..,209,0,210,17,220,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA34580,0,58,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,6,0,6,..,6,0,7,0,7,..,6,0,9,0,9,..,4,0,4,0,4,..,39,3,45,0,44,..,20,9,24,3,29,..,24,3,26,3,33,..,19,3,18,0,18,..,103,17,116,4,121,..,29,3,34,0,34,..,6,0,6,0,6,..,15,0,15,0,15,..,8,5,12,0,12,..,35,14,44,0,44,..,158,39,205,3,206,..,943,298,1241,16,1252,..,67,3,72,1457,1523,16528,1004,301,1311,1472,19309,32920,..,..,..,..,32920,..,47,0,47,0,47,..,106,51,158,0,162,..,8,0,8,0,8,..,74,4,80,0,80,..,250,208,464,5,464,..,7,11,20,0,20,..,334,227,563,5,570,..,4,3,8,0,9,..,48,0,48,0,48,..,36,7,46,0,46,..,96,5,101,0,101
LGA34590,0,569,..,58,4,58,0,58,..,37,4,45,3,42,..,141,75,220,7,224,..,196,26,225,5,224,..,217,25,241,0,243,..,1996,132,2132,40,2173,..,319,64,378,3,384,..,528,20,550,3,550,..,205,25,236,5,240,..,786,35,815,3,822,..,141,8,151,3,151,..,1664,82,1751,15,1761,..,679,110,793,7,795,..,126,25,159,0,159,..,232,49,281,0,286,..,118,29,147,0,147,..,414,251,670,4,670,..,6223,2247,8472,177,8646,..,19799,4757,24554,332,24881,..,433,82,511,9038,9548,119046,20230,4833,25067,9368,153480,236052,..,..,..,..,236052,..,520,12,533,5,532,..,1608,506,2116,21,2141,..,88,4,93,3,97,..,1039,330,1365,13,1379,..,2289,854,3144,19,3166,..,169,76,238,0,245,..,3492,1261,4752,35,4785,..,486,61,545,8,549,..,466,13,475,4,481,..,484,31,508,6,518,..,747,23,770,17,786
LGA34710,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,43,5,47,0,47,..,3,0,3,154,162,1667,46,5,48,154,1869,3244,..,..,..,..,3244,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,7,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA34770,0,13,..,0,0,0,0,0,..,160,9,173,0,174,..,11,0,10,0,10,..,23,3,22,0,22,..,31,0,35,0,35,..,23,0,23,0,19,..,7,0,7,3,12,..,267,21,293,6,295,..,34,0,37,0,42,..,442,28,462,9,469,..,54,6,58,0,58,..,796,60,850,16,863,..,79,10,86,0,86,..,28,0,25,0,25,..,115,22,136,0,136,..,4,0,4,0,4,..,24,12,39,0,39,..,517,75,589,16,608,..,3002,341,3337,50,3392,..,164,12,173,3602,3776,49543,3167,353,3516,3649,56713,99620,..,..,..,..,99620,..,573,5,581,9,586,..,25,3,29,0,27,..,43,7,48,0,52,..,57,32,86,6,87,..,213,100,309,3,317,..,16,15,27,0,27,..,279,140,421,3,423,..,22,0,22,0,22,..,121,3,122,0,123,..,99,3,103,0,103,..,227,10,239,0,236
LGA34800,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,22,22,328,12,0,12,22,364,717,..,..,..,..,717,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3
LGA34830,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,15,0,16,0,17,..,0,0,0,5,9,137,17,0,15,3,157,270,..,..,..,..,270,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA34860,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,25,0,28,0,28,..,0,0,0,0,0,..,46,0,52,0,52,..,3,0,3,0,3,..,78,3,80,0,80,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,28,8,34,0,30,..,197,25,226,0,231,..,17,0,19,537,559,5365,221,29,247,542,6150,10959,..,..,..,..,10959,..,16,0,16,0,16,..,0,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,24,12,31,3,36,..,0,3,3,0,3,..,31,9,40,3,40,..,0,0,0,0,0,..,10,0,7,0,7,..,6,0,6,0,6,..,11,0,11,0,11
LGA34880,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,9,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,8,..,24,0,24,0,28,..,8,0,8,0,8,..,20,0,24,0,24,..,12,0,12,0,12,..,65,0,64,0,67,..,15,5,24,0,22,..,0,0,0,0,0,..,15,3,22,0,22,..,5,0,5,0,5,..,3,0,8,0,8,..,99,23,120,4,128,..,899,198,1093,25,1114,..,48,4,54,994,1053,8080,947,207,1149,1018,10251,16333,..,..,..,..,16333,..,39,0,39,0,39,..,0,0,0,0,0,..,65,3,71,0,72,..,15,7,15,0,15,..,51,56,114,3,112,..,3,0,3,0,3,..,67,64,134,3,135,..,61,5,70,0,70,..,47,0,45,0,51,..,72,15,86,0,83,..,186,10,195,0,196
LGA35010,0,296,..,19,0,21,0,21,..,55,0,55,4,55,..,109,17,132,0,132,..,232,13,246,3,246,..,234,28,264,0,264,..,990,65,1054,17,1070,..,67,6,71,0,71,..,604,14,622,5,624,..,153,14,164,0,167,..,955,41,995,15,1010,..,146,0,146,0,146,..,1858,71,1925,28,1954,..,575,68,641,11,648,..,93,9,107,0,107,..,325,61,384,8,390,..,24,7,28,0,28,..,186,91,275,3,278,..,2632,428,3056,86,3142,..,13812,1893,15707,239,15944,..,547,43,586,11528,12106,189081,14356,1937,16295,11762,217136,371380,..,..,..,..,371380,..,1698,26,1724,14,1735,..,430,107,539,11,548,..,136,7,141,5,146,..,503,174,674,5,681,..,1248,656,1904,13,1918,..,108,42,151,3,154,..,1856,867,2726,23,2754,..,170,17,184,0,184,..,679,17,696,3,704,..,799,30,829,10,841,..,1219,31,1249,10,1257
LGA35250,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,37,4,46,25,65,..,3,0,3,43,44,464,46,3,47,68,579,915,..,..,..,..,915,..,0,0,0,0,0,..,0,0,0,0,0,..,65,5,65,44,111,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3
LGA35300,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,7,0,7,..,21,3,25,0,25,..,4,0,4,0,4,..,109,0,113,3,115,..,10,0,10,0,10,..,86,3,91,0,90,..,16,0,14,0,14,..,228,8,231,4,237,..,11,0,17,0,17,..,20,3,22,0,22,..,11,0,14,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,211,22,236,12,250,..,760,64,821,19,839,..,20,0,20,1005,1023,7144,783,64,846,1022,9012,14855,..,..,..,..,14855,..,95,3,100,0,100,..,3,0,3,0,3,..,43,10,52,7,55,..,10,4,19,0,21,..,27,11,32,0,32,..,0,3,4,0,4,..,38,16,55,0,51,..,6,0,7,0,7,..,3,0,3,0,3,..,32,0,29,0,29,..,39,3,37,0,42
LGA35600,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,13,38,51,3,53,..,5,0,8,0,8,..,48,43,95,0,100,..,6,0,6,151,152,1933,52,43,97,148,2180,3831,..,..,..,..,3831,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,4,0,6,..,0,0,0,0,0,..,3,0,4,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4
