LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA33220,132,27,31,21,35,30,19,9,363,0,0,0,0,0,0,0,0,0,10,8,199,104,239,45,51,35,56,67,25,48,875,489,123,135,20,21,14,16,10,4,36,883,79,65,146,24,31,18,17,14,3,8,402,3,3,10,3,0,4,3,3,3,3,25,0,0,0,0,0,0,0,0,0,0,0,84,70,152,20,26,21,18,11,5,9,431,0,0,0,0,0,0,0,0,0,8,11,570,194,291,43,56,42,38,29,13,58,1321,1247,166,165,16,12,16,8,8,0,56,1703,167,80,74,13,5,3,4,7,3,18,366,4,3,4,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,170,82,81,13,7,3,9,5,3,18,383,3,0,0,0,0,0,0,0,0,12,12,1419,250,246,24,18,24,17,22,3,84,2102,1978,141,92,16,20,8,8,3,3,61,2330,266,31,15,0
LGA33360,218,56,79,57,66,50,36,14,640,0,0,0,0,0,0,0,0,0,0,0,203,98,377,100,130,103,95,81,47,31,1270,421,126,165,61,40,41,33,16,3,15,925,77,90,309,66,86,53,38,42,7,12,787,6,11,7,4,0,8,3,6,3,3,50,0,0,0,0,0,0,0,0,0,0,6,81,103,319,69,86,63,42,44,14,14,839,0,0,0,0,0,0,0,0,0,0,0,501,228,486,135,127,105,76,59,17,29,1767,782,142,161,15,43,31,14,8,3,34,1242,123,66,167,45,26,23,15,11,9,8,489,12,6,8,4,3,0,0,4,3,4,34,0,0,0,0,3,0,0,0,0,0,10,138,69,177,49,32,26,15,15,8,6,536,3,0,0,0,0,0,0,0,0,0,3,920,212,342,62,81,61,35,24,15,42,1779,789,47,82,22,29,13,4,0,0,30,1017,118,24,32,8
LGA33430,3621,645,813,1027,1245,1214,712,468,12040,8,7,3,0,0,4,3,3,0,21,51,4400,3159,6909,1461,1603,1695,1870,1792,1051,876,24817,6539,2929,3233,569,533,400,340,270,125,386,15336,2223,2150,2655,319,382,336,326,292,131,162,8992,97,158,277,50,77,76,81,76,51,59,997,18,15,11,8,0,3,4,6,0,6,67,2338,2321,2940,370,456,416,415,368,184,231,10048,12,0,3,3,0,0,3,0,0,36,52,8889,5254,6179,946,993,817,756,644,317,648,25440,11081,2665,2795,383,342,260,207,154,79,421,18402,3662,1137,1092,180,175,109,126,85,59,138,6763,352,190,247,42,39,64,56,49,38,61,1136,15,6,4,3,3,0,0,0,0,3,39,4027,1329,1343,225,216,171,180,139,101,205,7940,18,0,3,0,0,0,0,0,0,23,42,15120,3998,4150,615,562,432,386,298,178,647,26382,11777,1548,1197,202,141,131,116,90,47,358,15606,3567,458,303,44
LGA33610,34,10,6,14,17,13,3,4,106,0,0,0,0,0,0,0,0,0,0,0,7,6,49,13,10,16,19,16,10,9,157,21,7,11,4,0,0,0,4,0,3,49,0,0,25,4,3,0,3,0,3,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,28,4,3,0,3,0,3,0,44,0,0,3,0,0,0,0,0,0,0,3,25,16,41,9,5,0,3,4,3,3,94,48,4,6,0,0,0,0,0,0,0,63,5,0,12,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,3,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,54,8,20,3,0,5,0,0,0,5,91,46,0,5,0,0,0,0,0,0,0,54,9,6,4,0
LGA33620,50,9,5,11,12,10,4,9,122,0,0,0,0,0,0,0,0,0,0,0,63,28,87,19,18,22,11,18,13,17,299,217,50,64,3,8,12,0,3,0,13,381,30,28,42,3,7,6,3,3,4,4,139,0,3,0,3,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,29,30,48,9,10,12,3,3,3,3,157,0,0,0,0,0,0,0,0,0,0,0,252,81,106,12,19,25,4,10,4,17,532,591,100,77,3,10,8,3,3,0,26,818,94,18,27,8,0,4,0,3,0,3,157,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,99,18,28,8,0,4,0,3,7,8,172,0,0,0,0,0,0,0,0,0,0,0,690,117,101,18,9,7,4,13,7,27,987,850,57,21,5,0,4,0,0,0,31,966,92,14,11,3
LGA33800,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,18,4,4,3,0,3,0,0,51,41,5,7,3,0,0,0,0,0,5,62,3,0,6,0,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,44,5,12,4,4,0,0,3,0,5,84,55,3,6,0,0,0,0,0,0,6,71,12,0,3,0,3,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,3,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,71,4,14,0,3,0,0,0,0,5,105,120,3,3,0,0,0,0,0,0,6,133,28,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA33960,1181,223,256,236,207,174,93,100,3597,0,0,3,0,0,0,3,0,0,36,40,1576,1017,1846,407,445,387,332,274,143,219,6648,1642,525,681,109,131,95,53,42,24,90,3391,850,704,1184,137,173,109,101,74,27,59,3415,61,49,155,11,36,18,20,13,13,15,385,6,8,14,0,9,0,0,0,0,0,38,912,763,1349,154,217,127,125,90,38,68,3843,0,0,3,0,0,0,0,0,0,26,29,2561,1287,2038,258,343,221,171,128,63,185,7263,2755,479,499,97,72,46,30,32,15,102,4120,999,387,462,58,70,52,40,37,9,41,2152,150,55,97,3,24,19,11,9,7,19,399,9,7,3,3,0,0,0,0,0,3,29,1158,449,560,70,95,68,46,45,19,60,2575,0,0,0,0,0,0,0,0,0,10,12,3918,929,1060,165,163,122,75,75,27,175,6712,2577,189,154,30,21,18,16,13,8,68,3094,895,112,115,21
LGA33980,82,28,22,19,17,7,3,0,203,0,0,0,0,0,0,0,0,0,0,0,66,46,148,51,40,41,32,17,10,4,458,129,23,60,15,11,3,3,4,0,8,265,15,31,97,8,17,10,7,10,3,5,200,0,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,34,97,15,17,10,13,9,3,5,215,0,0,0,0,0,0,0,0,0,0,0,145,56,161,24,27,13,16,14,3,9,480,171,21,45,13,8,3,0,10,0,9,278,34,15,38,7,5,0,0,0,0,4,110,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,15,43,11,5,3,4,0,0,4,119,0,0,0,0,0,0,0,0,0,0,3,211,34,84,20,12,3,4,9,0,12,397,172,24,13,6,0,3,0,0,3,7,232,24,5,10,0
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
LGA34530,38,6,6,6,12,7,7,3,101,0,0,0,0,0,0,0,0,0,7,7,84,31,95,12,24,21,22,20,13,14,324,172,61,56,3,19,11,11,3,9,10,359,22,20,39,8,7,7,12,9,0,3,132,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,23,24,48,8,7,7,12,10,0,3,142,0,0,0,0,0,0,0,0,0,10,10,197,85,98,17,27,16,19,13,8,24,511,387,58,81,16,12,5,7,0,0,20,585,33,29,22,0,0,3,3,0,0,3,99,0,3,4,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,37,35,23,0,0,3,3,0,0,8,108,0,0,0,0,0,0,0,0,0,15,17,428,91,108,12,14,9,10,0,0,42,712,501,45,25,6,5,0,3,9,0,11,611,46,6,10,0
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,88,28,44,87,115,195,87,82,751,0,0,0,0,0,0,0,0,0,19,16,89,58,131,32,47,97,124,212,95,122,1006,187,47,48,11,0,7,5,7,5,15,323,33,45,82,3,16,13,11,20,15,4,242,4,8,21,3,8,12,4,3,3,0,61,0,0,0,0,0,0,0,0,0,0,3,40,51,103,9,20,23,19,23,20,5,307,0,0,0,0,0,0,0,0,0,13,18,224,97,149,17,21,29,22,25,23,33,638,455,51,66,6,3,4,3,0,0,32,620,51,30,28,3,3,0,0,0,0,3,123,6,4,4,5,0,3,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,3,54,32,33,4,3,3,0,0,0,7,142,0,0,0,0,0,0,0,0,0,8,14,511,81,98,10,10,5,3,4,0,50,775,488,30,11,3,0,3,0,3,0,9,554,83,12,8,0
LGA34590,2467,418,522,681,450,383,247,193,7720,3,0,5,0,0,0,0,0,0,10,22,3398,1864,3706,684,854,868,608,532,325,392,13235,3638,1142,1129,161,163,111,82,57,26,169,6683,1776,1194,1788,215,225,217,150,108,58,105,5834,118,155,373,78,90,159,77,50,80,30,1208,18,14,27,7,0,6,0,6,3,3,83,1912,1361,2186,292,313,388,231,171,139,135,7122,4,3,0,0,3,0,0,0,0,12,19,5559,2503,3316,457,480,499,306,228,163,318,13828,5860,1045,960,118,103,73,57,40,22,195,8482,2379,767,712,92,98,78,72,40,32,86,4345,299,170,271,56,43,79,43,39,44,44,1095,24,5,11,3,0,3,0,0,4,0,54,2700,944,992,153,145,157,117,79,79,132,5494,5,3,3,3,0,0,0,0,0,6,27,8572,1991,1958,274,253,236,167,118,110,329,14001,6265,464,364,45,54,53,24,32,9,190,7500,2400,319,228,31
LGA34710,7,0,3,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,0,4,0,0,0,36,13,7,4,0,0,0,0,0,0,0,18,0,0,4,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,8,12,3,3,0,0,0,0,0,37,29,0,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,0,0,0,45,32,0,3,0,4,0,0,0,0,0,45,6,0,0,0
LGA34770,421,73,120,80,84,63,36,19,1023,0,0,0,0,0,0,0,0,0,3,3,292,208,699,148,205,117,113,94,53,65,1987,501,199,219,81,55,28,12,11,7,34,1135,86,120,521,83,110,46,46,34,11,8,1068,3,3,30,3,3,4,3,3,0,3,65,0,0,3,4,0,0,0,0,0,0,12,95,124,553,91,115,49,53,39,19,10,1139,0,0,0,0,0,0,0,0,0,3,3,593,317,771,172,173,70,66,46,20,47,2278,1088,213,294,66,36,26,10,9,3,39,1780,159,141,326,32,45,24,14,7,0,16,756,5,6,28,0,7,0,0,0,3,3,51,0,0,3,0,0,0,0,0,0,0,4,163,144,354,37,52,24,14,11,3,22,812,5,0,0,0,0,0,0,0,0,0,8,1250,354,648,106,86,47,26,17,8,59,2601,1255,120,114,20,15,6,9,0,3,33,1580,214,44,62,6
LGA34800,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,0,0,13,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,69,10,11,20,14,12,0,7,141,0,0,0,0,0,0,0,0,0,0,0,14,16,91,14,14,26,20,15,4,10,230,27,9,11,0,3,0,3,3,0,3,53,4,9,48,15,3,3,7,3,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,55,15,3,3,7,3,0,3,101,0,0,0,0,0,0,0,0,0,0,0,31,19,64,15,5,8,5,7,0,7,151,60,7,4,7,6,0,4,0,0,0,93,3,5,23,7,0,3,0,0,0,3,51,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,23,8,0,3,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,70,11,30,16,6,10,5,0,0,3,149,64,6,6,0,0,3,0,3,0,0,79,7,3,9,0
LGA34880,51,13,21,26,28,41,18,34,250,0,0,0,0,0,0,0,0,0,11,11,55,23,83,25,29,31,32,52,19,48,398,93,43,32,3,6,3,0,0,0,4,190,25,22,48,6,5,3,4,5,0,5,126,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,22,49,4,5,3,4,4,0,5,128,0,0,0,0,0,0,0,0,0,21,19,119,67,83,10,10,12,7,8,0,31,340,289,41,24,4,3,0,3,5,0,24,393,62,19,18,0,3,4,8,3,0,4,115,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,62,17,18,0,3,3,5,3,0,4,119,0,0,0,0,0,0,0,0,0,5,5,347,59,41,4,3,3,14,9,0,31,516,439,24,8,0,5,3,5,3,0,8,497,121,10,10,0
LGA35010,1375,265,310,292,313,367,257,238,4407,0,0,3,0,0,0,0,0,0,58,64,2487,1347,2733,596,655,573,483,528,348,461,10207,4013,1521,2018,340,332,234,149,127,56,185,8979,915,887,1668,265,252,184,128,125,69,69,4560,25,37,101,12,9,14,15,17,22,7,258,15,8,13,0,4,0,0,0,0,0,43,951,932,1777,279,273,194,147,139,90,85,4861,3,0,6,0,0,0,0,0,0,53,65,4970,2454,3797,613,607,430,291,270,152,319,13899,7168,1687,1955,261,205,130,83,73,22,248,11833,1475,627,875,132,101,55,39,50,20,49,3426,85,49,66,10,20,5,13,8,14,18,281,19,3,8,0,0,0,0,0,0,0,31,1575,675,949,142,119,67,48,57,35,71,3742,9,3,0,0,0,0,0,0,0,25,30,8745,2370,2905,405,329,195,133,133,60,336,15608,7747,692,643,94,76,52,51,40,29,247,9667,1519,218,215,33
LGA35250,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA35300,103,26,31,24,24,23,19,6,291,0,0,0,0,0,0,0,0,0,0,0,97,51,180,70,63,46,41,34,25,16,623,102,54,48,26,19,12,11,4,3,8,290,24,40,104,27,35,20,13,7,0,3,282,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,24,42,108,27,38,23,13,8,5,4,292,0,0,0,0,0,0,0,0,0,0,0,132,97,156,47,62,29,26,11,9,16,583,175,24,44,19,7,14,3,3,3,22,309,57,20,76,8,8,6,0,0,0,3,189,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,62,20,76,12,8,7,5,0,0,6,194,0,0,0,0,0,0,0,0,0,0,0,233,41,123,30,19,19,6,4,5,23,512,166,9,13,0,7,5,0,3,3,6,216,62,8,21,0
LGA35600,13,0,0,3,21,9,4,0,54,0,0,0,0,0,0,0,0,0,0,0,14,3,21,0,0,3,20,5,4,3,79,7,3,0,0,0,0,0,0,0,0,13,4,3,5,0,0,4,4,0,0,0,24,0,0,3,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,3,11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,3,11,0,0,0,42,21,0,0,0,0,0,0,0,0,4,32,3,0,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,3,4,0,0,3,47,27,0,3,0,0,0,0,0,0,0,29,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,111,17,33,34,38,30,22,13,342,0,0,0,0,0,0,0,0,0,0,0,169,78,214,41,56,67,52,59,33,34,805,430,200,215,32,40,26,25,22,12,25,1021,67,65,105,17,19,19,15,5,3,3,312,0,3,0,5,0,3,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,3,63,72,103,14,22,23,16,5,5,3,328,0,0,0,0,0,0,0,0,0,0,3,496,269,316,45,55,45,47,30,15,26,1355,1069,331,236,29,28,14,14,16,7,28,1781,181,61,44,4,6,9,8,4,3,0,312,3,3,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,182,66,49,4,6,9,8,7,3,0,328,4,0,0,0,0,0,0,0,0,0,5,1256,395,284,34,28,27,18,20,14,30,2111,1421,158,114,16,12,10,10,6,0,36,1794,217,22,8,0
