LGA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
LGA36580,0,0,0,0,0,3,82,15,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,80,10,9,0,0,0,5,0,0,5,106,0,0,0,0,0,0,0,0,0,0,0,516,30,10,7,4,0,5,5,0,23,596,458,16,7,0,0,0,0,0,0,14,495,63,0,0,0,0,0,0,0,0,3,67,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,527,13,7,0,0,0,0,0,0,20,574,187,7,0,0,0,0,0,0,0,9,202,26,0,0,0,0,0,0,0,0,4,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0
LGA36630,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,3,5,0,0,0,0,0,3,0,77,0,0,0,0,0,0,0,0,0,0,0,478,22,14,0,5,3,0,0,4,23,554,655,7,3,4,3,0,3,0,0,30,705,67,0,3,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,74,4,0,0,0,0,0,0,0,0,0,3,732,7,9,4,3,0,3,0,0,31,787,281,0,0,0,0,0,0,0,0,11,293,35,0,0,0,0,0,3,0,0,3,38,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,4,46,3,0,0,0,0,0
LGA36660,0,0,0,0,0,6,100,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,88,14,3,0,0,0,0,0,0,11,115,0,0,0,0,0,0,0,0,0,0,0,550,41,10,0,0,3,0,0,4,34,647,610,11,3,0,0,3,0,3,0,28,657,126,0,0,0,0,0,0,0,0,3,131,16,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,142,0,4,0,0,0,0,0,0,9,161,0,0,0,0,0,0,0,0,0,0,3,756,10,3,0,0,0,0,3,0,35,816,275,0,0,0,0,0,0,0,0,10,287,96,0,0,0,0,0,0,0,0,4,106,35,0,0,0,0,0,0,0,0,3,45,3,0,0,0,0,0,0,0,0,0,3,136,0,0,0,0,0,0,0,0,9,147,0,0,0,0,0,0
LGA36720,8,7,10,8,3,26,1032,45,3,7,3,6,4,5,4,7,13,91,8,0,0,0,0,0,0,0,0,3,6,809,111,98,17,13,10,14,9,11,41,1138,5,3,0,0,0,0,0,0,0,3,18,6851,753,621,86,96,73,59,49,24,229,8844,6868,407,340,35,37,41,21,34,12,184,7966,853,40,31,3,13,3,3,4,0,23,972,47,0,5,0,0,0,0,3,0,10,63,10,0,0,0,0,0,0,0,0,0,14,910,41,35,3,13,3,8,5,0,29,1050,13,0,0,0,0,0,0,0,0,5,18,7792,453,371,38,49,44,25,34,9,222,9037,3770,226,133,14,13,11,11,12,4,132,4327,670,25,9,3,0,3,0,3,0,24,737,55,8,0,0,0,0,3,0,0,5,69,3,0,0,0,0,0,0,0,0,0,3,735,27,12,3,0,3,0,0,0,25,813,19,3,0,0,0,0
LGA36820,3,0,0,0,0,7,72,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,4,0,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,538,32,12,7,4,0,0,6,4,24,631,574,17,7,0,0,0,0,0,0,17,614,91,0,0,0,0,0,0,0,0,3,98,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,3,103,3,0,0,0,0,0,0,0,0,0,3,672,17,9,0,0,0,0,0,0,16,722,292,3,3,0,0,0,0,3,0,7,310,76,0,0,0,0,0,0,0,0,3,81,23,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,100,0,3,0,0,0,0,0,0,5,106,3,0,0,0,0,0
LGA36910,4,4,7,0,3,5,429,29,18,11,4,3,8,9,9,9,8,100,5,0,0,0,0,0,0,0,0,0,8,296,86,60,22,9,10,16,9,11,11,539,3,0,0,0,0,0,0,0,0,0,3,1784,210,149,29,22,24,22,17,10,60,2339,1579,32,40,7,10,8,6,3,0,37,1730,208,7,11,0,0,3,0,0,3,8,249,17,5,8,6,4,0,3,0,0,5,55,3,0,0,0,0,0,0,0,0,0,4,224,14,22,6,4,5,3,3,0,14,306,5,0,0,0,0,0,0,0,0,3,7,1809,51,64,15,15,14,10,9,0,60,2041,848,31,16,3,0,7,0,0,0,30,936,137,3,7,5,0,0,0,0,0,10,158,23,7,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,153,8,10,3,0,0,0,0,0,9,195,6,0,0,0,0,0
LGA36950,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,0,0,0,7,47,11,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA36960,0,0,0,0,0,3,27,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,9,38,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,8,8,9,9,4,18,733,44,9,10,0,4,10,4,3,4,15,105,0,0,0,0,0,0,0,0,0,0,3,559,80,101,4,12,17,7,12,10,33,835,0,0,0,0,0,0,0,0,0,7,7,2831,244,219,29,38,26,15,29,13,93,3542,2025,53,55,3,4,0,7,6,3,64,2215,405,19,17,0,3,0,0,3,0,17,465,52,3,8,6,3,3,3,7,4,3,86,9,0,0,0,0,0,0,0,0,0,13,460,21,24,3,7,0,3,13,10,24,560,6,0,0,0,0,0,0,0,0,4,7,2485,70,79,8,5,8,4,19,9,95,2789,876,26,15,0,0,0,4,7,3,42,965,217,4,4,0,0,0,3,3,0,10,246,68,0,4,0,0,0,0,3,0,5,83,3,0,0,0,0,0,0,0,0,0,3,289,5,10,0,0,0,4,3,0,14,331,3,0,0,0,0,0
LGA37300,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,51,16,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,3,0,0,0,0,9,65,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,37,5,11,0,3,0,0,0,3,10,72,3,0,0,0,0,0,0,0,0,0,3,241,18,19,10,3,3,0,0,3,18,322,203,3,3,0,0,0,0,0,0,8,215,22,0,0,0,0,0,0,0,0,3,24,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,30,3,0,0,0,0,0,0,0,0,0,3,225,10,3,0,0,0,0,0,0,9,251,73,0,0,0,0,0,0,0,0,9,78,17,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0
LGA37340,0,3,0,0,0,3,125,9,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,93,10,12,0,3,3,0,0,4,8,141,3,0,0,0,0,0,0,0,0,0,3,593,50,51,9,5,8,3,6,4,27,748,477,15,5,0,3,0,0,0,3,20,535,65,8,3,0,0,0,0,0,0,3,77,3,0,3,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,3,4,70,8,3,0,0,0,0,0,0,5,90,3,0,0,0,0,0,0,0,4,0,3,548,24,10,0,3,5,0,0,4,26,624,177,6,0,0,0,0,0,0,0,11,199,32,0,0,0,0,0,0,0,0,3,37,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,5,51,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,0,0,0,0,3,9,58,0,0,0,0,0,0,0,0,0,11,17,368,23,16,3,3,4,3,5,3,42,473,371,26,10,0,0,3,0,3,4,25,447,31,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,9,12,409,29,10,0,0,5,0,3,4,31,498,50,0,0,0,0,0,0,0,3,6,64,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
